content,gender,userlevel,score,ticket
这个电影看过好多遍了，可惜这个版本剪辑的太多了，以至于逻辑漏洞太大。比如：阿拉贡收复亡灵的镜头，甘道夫和安格玛巫王的对决，阿拉贡用真知晶石骗过魔眼，成功声东击西等，为佛罗多争取时间等镜头。另外，这一部叫王者归来，从主题上看，也应该要突出阿拉贡的作用的。,1,4,10,1
很好看，很震撼，完美,1,2,10,1
奥斯卡11项提名11项获奖，最佳影片最佳导演，还用多说么？三部IMAX刷完，青春没有遗憾！,1,3,10,1
只能说无法超越的史诗巨制，看着依旧热血沸腾，超棒！！！,2,2,10,1
还有啥说的呢 完美,1,2,10,1
史诗级的电影，冲演员和音乐都得给10分！,0,2,10,1
唯一被感动一塌糊涂的科幻电影，imax荧幕前还是没忍住。场面和音效让你很难想象这是18年前的科幻作品。,0,3,10,1
指环王系列承载着我的青春，之前两部重映的时候因为各种各样的原因没能去电影院，今天终于圆梦了，其实我订票的时候看到只有几个已订座位，但是进到电影院里发现来了很多人，我真的很感动，之前前两部重映的时候票房都不景气，也有很多诸如“时间太长”“没有结局”这样可笑的差评，我以为现在已经不会有太多人愿意再为指环王驻足，可是我看到观众里有很多与我同龄的人，还有家长带着孩子来看，我才明白，指环王永远不会是过去式  此生无憾,0,2,10,1
无敌！前无古人 后无来者！不可超越的经典！震撼视觉盛宴听觉享受，可以一而再再而三而刷的经典！,2,3,10,1
气势磅礴，励志！,1,1,10,1
还能说什么呢？第一部第二部看完就开始等，刚刚看完的，想二刷了。阿拉贡！！！,2,3,10,0
“Do you remember the taste of strawberries”(“你记得草莓的味道吗”)第三部的故事太南了 所以看完反而对这句话印象最深那是春天的味道 希望的味道鸭Sam是不亚于Gandolf的神仙队友8末尾最南的地方连Gandolf都面露难色束手无策的时候从天而降紧急支援的是鹰我的天线嗖地支棱了起来 这里鹰是来斗恶龙的想起西方很多国家的国徽有鹰想起深圳莲花山大鹏形状的市政府对面的喜来*酒店的外形是鹰想起我老家老市政府边上有个老鹰膀子公园 展翅的老鹰雕像小时候是小的白的 不造啥时候变成了大的黑的 最近十来年连着五位一把手都那啥一定是我想多了护戒的征途上Gollom就像白骨精 Sam就像孙悟空 Frodo就像唐僧白骨精成功离间了悟空和唐僧 唐僧把悟空赶走 悟空后来又回来救了唐僧 干掉了白骨精不同的是 干掉Gollum的不是SamFrodo说见到Gollum觉得他可怜他说想帮Gollum 因为他必须相信Gollum会变好因为他们面对着同样的诱惑和考验8然鹅精灵离开 人类纪元开启然而历史是螺旋上升难免重复 但是加油鸭,0,3,10,1
山姆，山姆，唯一让我动容的角色,1,5,6,1
永远的经典，今天看完第三部，终归是完结了。感谢这次的重映，让我有幸能够在电影院观赏这部鸿篇巨制。期待霍比特人的重映提上日程，真的希望这样的经典能够定时重映，我也永远不会缺席！,0,2,10,1
永恒的经典，致敬经典。,1,3,10,1
还有什么说的呢，必须10分呀,1,4,10,1
太好的一部电影了,0,3,10,1
总算圆梦了。,2,2,10,1
洛汗與剛铎的子民啊，請永遠守護我們的土地！遠方的夏爾，風車永遠澆灌青翠的田地！不歸的精靈們，請在記憶中永遠閃爍著維林諾的聖光！中土的旅程，永遠與吾同在⋯⋯,0,2,10,1
弗罗多结局真叫人意难平。历尽磨难，最终还是离开故土。阿曼洲纵是天堂，但对于一个与世无争的霍比特人来说，绿龙酒馆和袋底洞才是他的归属。倒不如阿拉贡，得江山又得美人，人生短短数百年，不逃避轮回，终能活在当下。金雳和莱戈拉斯，从电影开始两人彼此相轻到结尾时愿互为朋友一起战死。虽然电影没有为他们做最后交代，但他们最终一起消失在海天尽头西渡去了阿曼洲。这对同为伊露维塔的儿女最终尽释前嫌真真让人释怀。悲惨的咕噜，被邪恶控制无法自拔，最后捧着他的宝贝心满意足堕入炼狱。时也，命也，看似罪有应得，但又何尝不是造化弄人？最爱爱隆王，是王者智者和战士，更是慈祥老父亲。为女儿送嫁时，脸上的笑容既欣慰又不舍。人皇喃喃说一句:“For Frodo”，于无声处听惊雷。山姆说:我不能替你背负这个重担，但我可以背你。一开始觉得弗罗多很勇敢，后来发现山姆才是勇敢。每个人都希望有个山姆那样的朋友，但又有几个人愿意成为别人的山姆呢？人生真是经不起推敲。有生之年能在影院里看完魔戒三部曲，觉得生活又美好一点了。,0,3,10,1
指环王系列是我最喜欢看的电影。史诗级的战争场景，奇幻巅峰之作，特效精美绝伦，画面质感十足，剧情细腻。,0,5,10,1
太赞了，绝对要给满分，好看好看好看没话说,0,2,10,1
三部都已经刷完，感谢指环王给我带来这么多精彩的故事！,0,2,10,1
作为95后，终于没有遗憾了，在大银幕上刷完了三部曲。,0,3,10,1
经典 经典 经典 永远的经典 百看不厌 无法超越 每一次看的感受都不同！！！,1,4,10,1
三部曲里最震撼的一部，为勇气和友情感动的落泪。画面精致风景优美，音乐好听，全程高能和泪点。,2,2,10,1
无与伦比的震撼,0,2,10,1
好。。值得推荐,1,4,10,1
因为没看过前面的几部，所以不清楚整个故事线是怎么回事，整过过程是比较懵的。本来也是为了放松来看的，就还好吧,1,4,8,1
这就是我心目中的满分结局，也是满分电影,0,4,10,1
霍比特人123指环王123   放在2021年，还是无比伟大的史诗级电影！！！,0,2,10,0
虽然看不懂演的什么，但还是好看，演员给力,2,2,10,1
不怎么样，还是2D的，剧情很乱内心毫无波澜,1,2,2,1
不多说，个人心中排名第一的影片,0,2,10,1
三部都看了，我想问佛罗多瞪着的大眼睛到底是什么意思？实在是看不明白！,2,3,9,1
好的自己的生活方式的发展潜力的,0,2,10,1
神片！没有缺点！太感人了！,2,4,10,1
指环王永远的神！！！,2,2,10,1
打100分都不足为过,1,2,10,1
要是现在好莱坞制一部片有这么多帅哥就好了就是太累了200min╯﹏╰,0,3,9,0
在CGS中国巨幕厅观影了第三部曲《指环王·王者无敌》，不得不说真的爽到爆，不但座位舒适，音效声临其境，视野广阔，无论哪个座位都是C位，画面清晰又有美感，影片里细节到毛发针眼可见，加上指环王这种史诗级巨片，战争场面恢宏，恢宏上又恢宏，战斗细节令人匪夷所思，况且指环王的意义在于不是做不到，不是一般人能做到，而是意志决定的，一般人做不做得到？！所以弗罗多这位勇敢的霍比特人做到了，他的成功也依赖于其他有勇有谋的智者，所谓众人拾薪火焰高嘛！极力再三推荐大家来CGS中国巨幕厅观影体验。,2,4,10,0
燃的一批，经典永流传,1,3,10,1
补张票，imax很赞。,1,3,9,1
灰常好，经典重现,2,2,10,1
最爱的电影   终于有机会在电影院看完三部，满足！,0,2,10,1
指环王yyds！！！,0,2,10,1
看过很多遍，还是去电影院再看一下，非常完美，缩小的人类在面对邪恶的兽人时，毫不畏惧，视死如归，比我们现在的人来说真诚很多，友情展现的淋漓尽致，此处省略一万字，话不多说，都在酒里面……,0,2,10,1
断剑重铸之日，王者归来之时。没有遗憾啦～此生无悔入中土。,2,1,10,1
今年是电影小年，没有太多优秀作品上线，而《指环王》，《阿凡达》，这些经典大片的重映，给影迷们带来多么难得的体验！,1,4,10,1
三部曲，十分。壮阔的中土大地，各色精灵人等妖魔鬼怪，刻画细腻，就像真的有这些实实在在的生灵一样，完全没有觉得是看特效的感觉。尤其看到蜘蛛精一幕，吐丝的细节表现非常真实生动，不禁想我们什么时候能拍出同样效果的西游记呢？还有大象战，飞龙战，一幕幕目不暇接。整个系列壮观，壮丽，壮阔，没有“旧片”的感觉，值得再次上画,0,3,10,1
删减了 不过还是好喜欢！支持！,2,2,10,1
二十年前DVD上看就觉得精彩，这么多年已经看了剧情烂熟，可电影院看时好几次热泪盈眶。说真的还是因为影院的画面、声音更有代入感，所以看的时候有点激动，遗憾的是最精彩的《双塔奇兵》因为时间关系没有看着。,1,3,10,0
指环王yyds,0,2,10,1
终于在IMAX影厅刷完了三部曲，补上了当年欠他的三张电影票，此生无憾了！佛罗多的一路艰辛的互戒旅程，Sam一路的陪伴和保护，阿拉贡的战斗精神。白城之战，黑门之战，都是那么的惨烈和荡气回肠，有信念有坚持，誓死奋战。不管是王者无敌还是王者归来，都贴合第三部的主题。20年前的作品，放在今天依然是史诗巨作。影片最后的THE END完结，让这个故事完美落幕。至此，我真的的要彻底和中土世界说拜拜了。,2,4,10,1
什么鬼，两小时就可以完结的偏偏放了三个多小时,2,3,1,1
连看三场，电影没得说，盛名之下无虚片；不幸的是跟一个不知什么观影团的碰到了一场，一会就叫、吼，发出各种奇怪的声音，后排有个B跟着电影同步喊，喊得比杀猪还难听；有心理阴影了,1,4,10,1
史诗经典，人物剧情配乐均能达到极高水平，补票三部曲。,0,2,10,0
20年后重看一遍，当年看得还是DVD，也许特效没有现在的好，原来只知道看壮观的场面，现在才看懂，我们不要相信人性有多高尚，面对至高的权利，没有人能够抵御诱惑，最后咕噜咬断弗诺多的手指，也是给男主一个警示。今天还特意参加了中国巨幕组织的活动，给我们盖了纪念章，还抽中一个皮质纪念章。,1,2,10,0
再看《指环王》电影，感受到的是文化的力量，托尔金在二战时写的魔幻作品到了21世纪依然影响深远。他讲述的史诗故事被彼得杰克逊搬上银屏，成就“00年代最佳电影”，20年后重映依然震撼人心。他构建的魔幻世界体系成为后来魔兽、战锤等游戏的蓝本，人类、精灵、矮人、兽人等族群争斗让几代年轻人深陷其中。最重要的是，全方位、系统性、创造性的挖掘开发让文化经典始终保持旺盛生命力和全球影响力！[吃瓜][吃瓜][吃瓜],0,2,10,1
时隔二十年终于在大银幕上看完了指环王这个系列，第三部的战争场面达到了一个新的高度，每一波反击都看得人热血沸腾，护戒小队终于完成了任务，也意味着中土世界暂时告一段落，这次在CGS中国巨幕的中土之旅真的是惊喜满满，观影效果很好，希望下一次霍比特人系列可以重映，再续中土前缘,1,3,10,0
非常棒，指环王三部曲最高潮来了,1,3,10,1
跟着甘道夫西渡，好像又过了一遍半生。,0,4,10,0
漫长旅途中，唯有孤独最让人绝望。不期而遇也好，携手同行也罢。都是坚持走下去的动力。相互扶持，团结一心。勇气可以来自内心的强大，灵魂的坚韧，勇气同样可以来自身边的伙伴。他给黑暗的灵魂以光亮，他终将指引我们，直面最后的目标。——至于结局，就留给命运来裁定吧！最后一部依然是cgs中国巨幕观影，这才是这部佳片的最佳选择！,2,3,9,0
时隔多年，再看依然感动。,0,3,10,1
小孩子看有点怕的,2,3,10,0
传奇经典，王者归来！,1,3,10,1
史诗永不落幕,0,3,10,1
太棒了，在电影院重温经典,1,2,10,1
从初中一直盼到现在，终于有机会在电影院圆梦了,1,3,10,1
这才叫团战啊。 画面 剧本,1,2,9,1
看得我热泪盈眶！我始终都认为山姆是真正的英雄！心灵纯净！！！,2,3,10,1
永远的感动。,0,3,10,1
追看《魔戒》第三部！鸿篇巨制，值得一刷再刷！3个小时没有一分钟是浪费的！,2,3,10,1
終於追完重映的魔戒三部曲 精靈王子真的太帥了！阿拉貢真不愧為人皇！我仿佛再磕到了精靈王子×阿拉貢這一對也很喜歡伊歐墨這個角色，當時以為會送人頭還好結尾沒戰死哈哈。甘道夫一身白袍帥到爆炸 全程智慧戰鬥在線 梅里和皮平雖然經常壞事，他們的友誼真係好讓人羨慕。還有佛羅多和Sam的友誼，偉大到我不止一次感歎❗ 這不是愛是什麼？好喜歡護戒同盟這九個人，他們的情誼真是永恆千古 尤其是萊斯戈斯×阿拉貢×金力。雖然波羅米爾第一部就犧牲了，他的結尾絕對是平凡人的英雄，和他的弟弟法拉米爾，短短一段描述，兄弟情也讓我印象深刻喜歡魔戒，不止這是魔幻史詩片的天花板，人物形象飽滿，還有幕後準備工作認真謹慎到令人肅然起敬。最喜歡是剛鐸人民向四位小小的霍比特人行禮，點明“再渺小的人都能決定時代的走向”的主題。小人物，大時代恍恍惚惚又再走完了一趟中途之旅，從細個係電影頻道陸續睇完一二部，到後面霍比特人三部曲上映，到今次魔戒三部曲重映，每一出3個鐘，很長，(所以這次才有那麼多不明所以的路人因為時長太長而打一星 )，但是這六部電影，絕對值得你慢慢花時間去走進中土世界，原來曾有一班人為了自由，精彩過。,2,3,10,1
首先说说画面，看的CGS中国巨幕，不得不说真的很绝，大屏幕能看到很多小细节，也更有沉浸感，期待下一次的巨幕体验。其次说说这部电影我印象最深刻的部分，伊欧文的那句“I am no man”真的非常震撼我，一位在大家的观念里跟“武”不沾边的女性，独自杀掉了一头让需求男人闻风丧胆的纳兹古尔，甚至最后战胜了戒灵。包括“不适合上前线“的霍比特人，也凭借自己的努力，经历了常人难以想象的艰难，扛下了难以言说的痛，完成了几乎不可能的任务，这放在故事开始之前，都是任何人想象不到的。他们不是做不到，而是世人的观念让他们“不能做到”。包能在这部电影里看到这些巧思和寓意，真的很让我动容，也让这部影片在我心中的地位更高了一个档次，很感谢能让这系列影片再次在大荧幕上与大家相见。,0,3,10,0
呜呜哭死我了,0,2,10,1
大银幕效果比电脑震撼太多了，特别是uaimax，非常感动，感谢重映！,0,2,10,1
重看也是初次看的感动，值得IMAX！,0,2,10,0
经典永远都无法超越，什么时候都能给人力量。,0,2,10,1
剧情跌宕起伏．画面壮观．精灵、亡灵、人类共战魔兽．永远都有希望．永远都是开始．太场面了！,0,3,10,1
今天总算圆了在电影院看《指环王》的夙愿，也是唯一一部能让我在电影院起身鼓掌的电影！喜欢指环王十几年了，当帆船渐行渐远时，感觉自己的电影人生结束了一个时代。,1,3,10,1
太经典了……震撼到掉眼泪的程度；；这个完全的中土地图已经熔在心脏上,0,1,10,1
很精彩，主要来看精灵王子,0,3,9,1
我哭了兄弟们,0,3,10,1
奥兰多帅飞了,0,2,8,1
不错不错就是没看上,1,3,10,1
啥玩意，挺老长还没看懂,2,4,6,0
非常棒，十几年前看过，再次看依然很好，尤其在电影博物馆的iMax电影院看，效果极震撼。,1,2,10,1
指环王IMAX三部曲完结，极佳的魔幻史诗，每一场战争都如此宏大，每一场战争都坚守到最后，每一场战争都让人心血沸腾。流血与牺牲在整个世界的存亡未卜时已成常态，有的人因此畏惧而放弃抵抗，但更多的人仍坚守希望为自己为他人而战。最终的胜利来得并不容易，也可见魔戒的诱惑实强，咕噜的出现也是不幸中的万幸吧。还是那个夏尔，还是那群熟悉的朋友，但经历过这么多，想要回到从前还是不可能了。让过去的日子留在不朽的文字里，或许是种不错的归宿吧。,0,2,10,1
作为完结篇来说，打戏和史诗感都比前两部要更加强，故事也完整的落下帷幕,1,4,10,1
指环王，不用说了，经典,0,2,10,1
上小学时在同学家看过，时过境迁在次回味，还是不禁感动不已，经典电影是经得起时间的考验的。,0,2,9,1
三部曲 落幕。如诗般的台词  如诗般的配乐如诗般的夏尔是伊甸所在。托尔金所绘制的浩瀚宏大令人无限神往如诗般的中土世界，为当之无愧的史诗之王。对于这个系列始终是任何言语评价都显苍白。,0,2,10,1
时至今日还是震撼经典,2,2,10,1
最爱的电影。,0,2,10,0
很不错的观影体验,0,2,9,0
补齐了三部曲，大银幕看着效果是你盗版强太多哈哈，可惜票房一般，第三部都巨幕版的很少,0,2,10,1
很好 非常精彩,0,4,10,1
无法被超越的商业片,1,2,10,1
Imax是爽啊山姆我的偶像！,1,3,10,1
等了大半个月，终于等到第三部，也是在cgs巨幕厅观看，效果非常棒！第三部有泪点有笑点，刚泽宰相被甘道夫敲的那一刻我笑喷了，泪点是山姆说的那句“i cannot carry it for you ，but i  can carry you”，我不能帮你分担属于你的重任，但我可以背着你一路前行。整部剧我真的最喜欢山姆，一个稳重可靠的朋友，一个不在乎功与名默默在背后付出的朋友，还好他最后回到了久违的家乡，和喜欢的人结婚，还有两个可爱的孩子，他无疑是最幸福的人。,0,1,10,0
魔戒指代的是权力,0,2,10,0
在我心里永不完结,0,2,10,1
剧情很棒！画面也很好！有一段对于我来说有点小恐怖，只能戴着耳机 听着玛卡巴卡，捂着耳朵，但整体来说还是很值得去看的！！！,2,3,10,1
不知道演的啥  男主一直很蠢  看过最蠢的电影 不知道高分怎么来的。,0,2,1,1
史诗级的大结局，二十年前还只是看场面，现在重温泪目数次，经典永不过时！,0,2,10,1
虽然看过各种的大片，现在再看魔戒依然觉得好震撼。电脑特技就不细说了，这么多年电影技术的发展，但是到现在重看这电脑技术依然优秀，多少年过去了依然经典。忠诚，信任，无畏，都能深深的戳到，故事虽然告一个段落，只能一直往前走，带着记忆往前走。永远的中土世界，永不结束！,1,3,10,1
神话 史诗 永恒,0,3,10,1
超级震撼 特别好看 带感十足,2,2,10,1
怀旧第三遍ye,1,2,0,1
20年连映，想当年,0,3,10,0
第三部重头戏最多的部分，阉割了一些，可惜,1,3,8,1
还愿二十年指环王重映，太好看了,2,2,10,1
剧情很震撼。,2,2,10,0
第三部最棒了！莱戈拉斯单杀一头象和象上骑着的好几个奥克的场景依旧吹爆！还有公主保护父亲的那段，以及最后的史诗片段魔戒融化。永远的神作！！,1,4,10,1
场面宏大精彩，男主令人厌恶,0,4,6,1
很好看！精彩！经典,0,4,10,1
对忠诚报以慈爱，对英勇报以荣誉，对背叛报以复仇,1,4,10,1
经典就是经典！如果是加长版就更好了,0,2,10,1
人生一次去杜比影院看，献给《指环王3》，作为一部画面和音乐都顶级的电影只有去最顶配的影院看才能达到最佳效果。接下来的愿望就是有朝一日能去一次新西兰！！,0,2,10,1
人生一次去杜比影院看，献给《指环王3》，作为一部画面和音乐都顶级的电影只有去最顶配的影院看才能达到最佳效果。接下来的愿望就是有朝一日能去一次新西兰！！,0,2,10,1
关于电影 还需要说什么指环王 最最适合电影院看的 还需要理由吗？谁能超越他 指环王的价值 推荐看央视六套 第十放映厅的对指环王历史价值的评论,0,2,10,1
Completion of my life,0,2,10,1
语言难以表达的震撼,2,3,10,1
不止是不是20年前的电影问题，帧数很低，imax大屏幕上一打起来什么都看不清。T_T,0,2,8,1
纪念自己20年的岁月,1,3,10,1
不知道用什么言语表达，饱含热泪，震撼至极，我永远热爱这系列魔幻史诗。,0,3,10,1
无可挑剔完美,0,2,10,1
