content,gender,userlevel,score,ticket
你们。。。。,2,3,8,0
对祖国的爱让我给了他八分，单就电影本身来说，不及格。,0,2,8,0
很好的电影哦,2,2,10,0
很感动  让人感动,0,2,8,0
还不错吧，挺好,0,2,8,0
爱国情怀  爱死你了,0,3,10,0
冲着时节去看的 不过也值得一看,2,2,6,1
好看极了，最后一部收官之作，也是大作！,1,1,9,0
受教育。拍的好。,1,2,10,0
别问，问就是超级好看！！！,2,2,10,0
爱国 好评 。,1,3,9,0
祖国70周年必须支持,2,3,10,0
超棒！❤️❤️,2,2,10,0
很震撼，作为一名中国人很骄傲,2,2,8,0
这家伙很懒什么都没有留下,1,3,10,0
看得挺感动的,0,2,9,0
分成一小段一小段的讲述了从新中国成立以来的国家大事件中发生的小故事，很感动。,0,2,8,0
挺好看的，推,0,2,9,0
好          。,0,3,10,0
观影效果不错！,1,1,10,0
感觉还行吧。,2,1,8,0
还行,2,1,8,0
电影好看，还可以,1,2,10,0
一般吧，就感觉每个故事太短了,0,1,6,1
超棒的呀，大部分故事都给我留下来很深的映像，白昼流星那边我没怎么看懂|･ω･｀)，其他我觉得都ok。,0,2,9,0
很好还会再次光临,1,1,10,0
前面故事情节不错,1,3,8,0
感恩祖国，我爱,0,3,10,0
太好看了、我是中国人我自豪,2,4,10,0
积极向上。香港回归。激动人心,2,2,10,0
很震撼  为我的祖国感到无比的骄傲,0,2,10,0
鼓舞人心，中国强大了，身为中国人感到光荣,2,1,10,0
祖国生日献礼,1,2,8,0
我爱你中国！,0,2,10,0
本来是为了去看魏晨而去的，后来发现，这个电影的内容真的很赞,0,1,10,0
很棒！推荐推荐,1,3,10,0
前面还好，后面剧情感觉有点突兀了,1,3,9,0
爱国主义教育，很不错。,0,2,9,0
每个故事都很感人,0,2,9,0
非常喜欢，太感人了,0,3,10,0
祖国强大不容易,1,1,10,0
很好的不错。,0,2,8,0
和爸妈一起看的，振奋人心，总体挺有意义,0,3,9,0
非常不错。。。。,1,2,10,0
很燃，值得一看的电影。,1,2,10,0
每一个小片段都很感人啊肯定很用心,0,2,10,0
好看(｡･ω･｡)ﾉ♡,0,2,10,0
激发爱国热情,0,2,9,0
带孩子一起看的，很好看,2,2,10,0
感动，紧张，揪心，骄傲，自豪，在影片结束后，全场鼓掌,0,3,10,0
挺好看的一部电影。,1,2,10,0
电影很感人，值得观看,0,1,8,0
建国前后的故事不错，之后越接近现在，就有点差强人意了,0,3,7,1
陈凯歌不行，其余都很好,0,2,8,0
3部电影中，我觉得最好的不是没缺点，但为祖国加分，我为你骄傲！,1,3,10,0
还可以吧。。,2,2,9,0
是一个个小故事组成的，感情很真挚,2,1,10,0
祖国万岁！！,0,2,10,0
很好看！我爱我的祖国，愿祖国越来越强大,2,2,10,0
完美完美完美,0,2,10,0
爱国主义教育片，看的我们又哭又笑的。。。,2,1,10,0
昊然哥哥贼棒,0,1,9,0
振奋人心，热血澎湃。深刻体会到了我伟大的祖国快速发展，人民安居乐业。祝伟大的祖国繁荣昌盛！,0,1,9,0
主旋律正能量,0,3,8,0
带孩子去看的，很好看。,0,2,10,0
很不错！值得,1,2,10,0
很好，爱我中华，爱我国家,2,2,10,0
剧情不错，挺好的,0,2,10,0
挺好            好好好好,2,3,10,0
震撼人心！非常值得观看！,0,2,10,0
一般般吧。。。,2,2,6,1
还好吧，感觉导演在完成任务似的，抓各种演员进来演,0,3,7,1
和朋友一起，哭坏了，民族荣誉感飙升,2,1,10,0
好看好看好看,1,3,10,0
很好看  让人热血澎湃,0,2,10,0
好看好看好看,2,1,10,0
好看好看好看,0,2,9,0
好看诶不错吧,2,2,10,0
靠情怀来卖的，后面几个故事不咋地,1,1,8,0
推荐这部电影，很好看,0,2,10,0
非常好看特别好看,0,2,10,0
很好看！！！,0,2,10,0
还行吧...,1,4,8,0
输入六个字啊,0,1,10,0
特别好看啊 值得一看,1,3,10,0
好看，适合孩子教育,0,1,10,0
挺感人，很有意义的电影,2,3,9,0
很好看，看了很感动，特别想哭，跟骄傲自己是中国人,0,2,10,0
不错很好可以,1,1,10,0
除了神舟返回，其他都算合理,1,1,7,1
很感动，好片,0,2,10,0
超级不错，全家人一起看的,0,2,10,0
每一个故事都让我更加热爱祖国热爱生活,0,2,10,0
完美，完美，好，够了吧,1,2,10,0
好吃，最少六个字,1,1,10,0
不错的主旋律电影,1,4,8,0
祖国母亲在发展，越来越强大,2,3,9,0
虽然这个没看完但给人的感觉还不错,1,4,10,0
看完被感动到了,2,2,10,0
OK兔兔咯胡咯,0,2,10,0
国庆献礼～首选必看！,0,2,9,0
真的很不错哦⊙∀⊙！,1,2,10,0
开头已然是高潮了，后面有点拖沓。,0,1,8,0
一般，有的故事好有的故事无聊,2,2,7,1
太好看了！！！！！,1,2,10,0
前夕篇超棒，后边刘昊然的那块本子不大好。,2,2,8,0
不错很好很好,0,1,10,0
分低因为陈凯歌的部分,1,3,6,1
勿忘祖国❤❤,2,3,10,0
爱国情油然而生，,0,2,7,1
必看，尤其学生多了解中国的发展变化,0,2,10,0
好看好看！！！！,0,1,10,0
很好看 很壮观,0,2,10,0
很好。。。。。,0,3,9,0
看了很满足的电影。,1,3,10,0
很好看的一部电影,1,1,10,0
看哭了，挺好,1,2,10,0
很好，值得去看,0,3,10,0
非常不错，值得观看。,0,2,10,0
为祖国妈妈感到骄傲,1,2,9,0
很好便宜方便,1,1,10,0
看后很感动，喜欢冬冬,0,2,9,0
好看！！！！,2,2,10,0
我爱你中国！,1,3,10,0
一般般 一般般,1,4,7,1
致敬我的祖国。,0,1,10,0
评价晚了，感动!,0,1,10,0
可以,2,4,9,0
故事情节很好,0,2,8,0
很喜欢熊出没，每年的电影都会看，今年也不例外，画面很好，故事情节通俗易懂，孩子看的津津有味，值得推荐，喜欢的可以购买！！,2,2,10,0
不错哦。。。,2,3,10,0
让我们重新认识中国,0,3,10,0
给自己和孩子上了一堂课,0,2,10,0
太好看了，除了白昼流星,2,1,10,0
除了时间太长，其他没毛病，全程有梗有泪点,0,2,10,0
超级好看和妹妹一块看的,0,2,10,0
很喜欢，好看,0,3,10,0
好看好看好看,0,1,10,0
祖国70周年生日快乐,0,3,9,0
好看，每个单元时间正好,2,1,8,0
好有教育意义,1,3,10,0
好看好看好看,0,2,10,0
影片好看的。,2,2,10,0
不错，最喜欢原子弹前夜奥运会三个故事,1,3,10,0
很棒的样子，孩子也很爱看,2,1,10,0
好看好看好看,0,2,10,0
挺好，热泪盈眶了。,2,3,10,0
非常好看，很精彩,0,2,10,0
 愿祖国繁荣昌盛～,2,3,9,0
《我和我的祖国》七个导演分别取材新中国成立周年以来取得的伟大成就，分别用现实发生一系列故事很感人！电影超级棒！是一部每个中国人都应该看看的好影片！我爱你！中国！愿祖国繁荣昌盛！人民幸福安康！,0,3,10,0
好很好非常好，白昼流星是败笔,0,2,10,0
为祖国感到骄傲。,0,3,10,0
很好看的一部电影,0,2,10,0
我爱我的祖国,1,2,10,0
很好的电影哦,2,3,10,0
有些故事好有些故事牵强  观众一眼就能看出来(狗头),2,4,9,0
和爸妈一起看的电影，特别有感触。对中国又添了一份崇敬之情。我爱你，中国,0,2,10,0
感觉还挺不错,0,2,10,0
好嘿嘿good,0,3,10,0
温暖，回忆，憧憬，感人的电影,1,3,9,0
非常不错的电影,0,1,10,0
我和我的祖国，一刻也不能分割～,2,2,10,0
非常感人的电影，国庆必看,0,2,10,0
铜鼓咯饿了咯,1,1,10,0
只值得一颗星，这个星是给中国的…说实话这个电影里面故事令我敬佩，但是，真的很困很无聊,1,2,2,0
非常赞！大家都要去看！爱欧豪！,2,2,10,0
很有感触，很喜欢,0,1,10,0
我爱我的祖国♥️,0,2,10,0
嗯哇哇哇万物,0,1,10,0
非常好的几个小故事，振奋人心,0,2,10,0
好看，好看好看,2,3,10,0
非常好看，激动人心,2,2,10,0
挺好看的，赞,0,2,9,0
在国庆档三大片里这个最好吧,0,4,9,0
特别不错，看得热血沸腾，祖国加油,0,2,10,0
每一段都很有情感输出，从开国大典涉及的大事件，到迎接奥运发生的小事都很让人得到情感认同,0,2,10,0
我和我的祖国,2,2,10,0
都不错，都挺好看的,0,3,10,0
好看感人至深,0,3,10,0
就那样，还是有点失望,1,3,8,0
还不错的电影,0,2,8,0
热血沸腾感到很自豪,0,2,10,0
好看！！！！,0,1,10,0
超级好，赞赞赞,2,2,10,0
好看！！！！,1,2,10,0
好看赚足了眼泪,0,2,10,0
白昼流星的主题比较好，可惜没拍出意境来,1,2,8,0
我觉得非常棒的，加油，继续努力,0,2,10,0
我们80后觉得好看，很多90后00后都说不好看，可能我们生长的年代不同感受不同吧,0,2,10,0
一般般吧，感觉主题赢了,2,2,8,0
不连贯 小品级电影,0,3,3,0
片子非常好，鼓励国人的一种精神食粮。值得一看。,1,2,9,0
情节不错！！！,1,2,10,0
不错 挺好看的,1,2,10,0
振奋人心，厉害了我的国！,2,2,10,0
好看，演技不错，演员也很喜欢,1,3,8,0
假大空！完全奔着影片名去的，浪费了我爱国的热情！,1,2,5,1
服务人员态度差  而且询问洗手间在哪里。随便指个地方又的都不理你。横鼻子竖眼的。肯定比不上第五季齐纳国际影城。设备也不好。看着电影突然停电了。吓死人不说。停电了都不知道进来看看有没有人需要帮助吗？,2,3,1,0
整体不错，很有时代感,0,2,9,0
好看好看好看,0,3,10,0
很赞哦！勾起了很多儿时回忆，见证了我们我的祖国这些年的进步……,2,3,9,0
一般般吧。。。。,0,2,6,1
国庆档，好电影,2,4,8,0
对葛大爷演的具有小市民性格特点的北京出租车司机共鸣感最深，可能也是因为这个小故事最接近我们身边和年代。,2,2,9,0
中国人，中国心，好看,0,3,9,0
好看的电影啊,0,3,10,0
特别好 我太喜欢中国啦,0,3,10,0
好看非常好看,1,1,10,0
非常满意，值得一看,1,2,10,0
爱国片，看的好激动啊，同时也很感动！,0,2,10,0
最喜欢第一个故事,0,2,10,0
*<(|3▒▒▒一觉睡醒拿礼物,0,3,10,0
很好！！！！,2,2,10,0
很好，，，，，,0,2,10,0
2019年必看系列,0,2,10,0
很好看，值得一去,0,3,8,0
还可以吧，不错,0,2,10,0
带爸妈一起去看的，很好看,2,3,10,0
看的震撼，电影很好,0,1,10,0
每期必看，每期必看,2,3,10,0
好评。。。！,1,3,10,0
不错，让爸爸妈妈去看的,2,2,10,0
感觉前所未有的强大,0,2,10,0
情怀满分，从身边的小事出发，记录了小人物们的点点滴滴生活，而这些小人物的背后，确实一个个祖国的大英雄与一段不可思议的故事。,0,4,10,0
好的好的好的,0,2,10,0
还好吧哈哈哈,0,3,8,0
好看的电影，,0,1,10,0
很满意，给十分,0,2,10,0
最后一个故事看不懂,1,2,8,0
可以哦，好看,0,3,10,0
可以的，很棒！,0,2,10,0
好看好看好看,0,2,10,0
与我的祖国母亲同庆。愿我的祖国繁荣昌盛。,2,2,9,0
好看好看好看,2,3,10,0
满分，不错！！虽然是翻拍，但是中国的还很不错的。,0,3,10,0
我和我的祖国，一刻也不能分割,2,4,10,0
和家人看的感觉真好,0,3,10,0
电影棒棒哒！,0,2,10,0
感动，非常值得一看,1,2,10,0
6个孤零零的故事凑在一起，要是相互有联系，就像《无问西东》一样就好,0,3,7,1
时间长，很值得！,0,3,10,0
故事感情节太多了,1,4,8,0
我爱我的祖国 好看,2,2,10,0
一般，看风景。,0,3,5,1
好！好！好！,1,3,9,0
还可以吧...,0,3,8,0
我爱我的祖国,1,3,10,0
不错。很适合全家人一起去看，回忆杀,1,4,9,0
祖国你好,1,3,10,0
故事情节很不错,0,3,10,0
看来凯歌导演真的是拍不动了，那谁也太像吴亦凡了,1,2,8,0
还是很不错的,0,3,8,0
陈凯歌你可拉倒吧,1,4,7,1
记录了我们历史中的一些重要事件和一些为国争光的历史,0,3,10,0
好看，而且非常有意义,0,2,10,0
没有我想象中那么好看，我以为我为流泪，结果全程很无感的观看，也没有让我太感动。,1,3,6,1
祖国强大，我爱我的美丽祖国,2,1,10,0
超级棒，，，,0,2,10,0
此生不悔入华夏,1,3,10,0
有感动有热血有搞笑的年度最完美,0,2,10,0
不错，支持一下,1,2,10,0
我和我的祖国，一刻也不能分割,0,2,10,0
四⭐️半，《前夜》……这些故事都很好看，也很幽默，很多人都说《相遇》不好看，其实你们只要了解这个故事，才发现《相遇》的故事很悲惨。但是这个片子有一个不足的地方，就是越到后面，感觉没有感情了。  我很推荐这个影片。,0,2,9,0
非常真实，愿我们伟大的祖国越来越好,0,2,10,0
一个个关于我爱我的祖国的故事很感动人。,1,3,10,0
买错了，电影票买错城市了，我也服了自己了，除了不支持退票别的没啥，为了我的祖国贡献了票房我骄傲,0,2,10,0
挺好看的，让大家了解了历史，了解了之前一辈人的艰苦奋斗。,0,2,8,0
非常好的片子，带儿子一起看的。,1,1,10,0
商业主旋律，东东很可爱,0,3,7,1
感动，身边的老奶奶一直在哭,0,2,10,0
我爱你我的祖国,1,2,10,0
一般般，其实是最希望看到过去那个年代的人生活状态,1,3,8,0
某些故事不怎么喜欢,0,2,8,0
国之于家，如水之于鱼,1,2,10,0
个人觉得蛮感动的，每一个小节都热泪盈眶，不错,2,2,10,0
很爱看，很感动，我爱的我的祖国,2,3,10,0
这种主旋律电影看的就是一个情怀吧，剧情也还不错，每个故事都特别有意义。,0,2,7,1
好看！学到了好多东西,2,3,10,0
国庆假的必看片，各个小篇幅都好看,0,3,9,0
怎么说  是我太肤浅了 有两个没怎么看懂,2,3,6,1
完美，很正三观！,0,2,10,0
是一部好片子，只不过白昼流星那一啪真的狗血了，有很多漏洞啊！其他都挺好！,2,2,9,0
很好！适合国庆看,0,1,10,0
很感动，很好看,1,4,10,0
我爱我的祖国！非常完美的电影,0,2,10,0
失望，陈凯歌拍的什么玩意,1,3,3,0
很感人，特别是张译演的那个故事,0,2,10,0
好就完了啊啊,0,3,10,0
还可以，中国一天比一天强大,0,2,10,0
只能是刚及格,1,3,6,1
感动的一塌糊涂！,0,2,10,0
我爱我的祖国,2,2,10,0
最喜欢夺冠，后面的故事有凑篇幅之嫌,2,3,8,0
非常好。。。。。。,1,3,10,0
还行，中华人民共和国万岁,1,2,10,0
好看，喜欢的片子之一,2,3,10,0
很赞，祖国越来越强大，感动。,2,1,10,0
挺好看的。。,2,3,10,0
有的很不错的,0,2,9,0
不魔攻你你你,1,2,10,0
每个故事，都触动人心，除了葛大爷那一集，其他的，都哭了，我们都是国家建设中的螺丝钉，守护住自己的那份责任，便是爱国。,2,4,9,0
徐峥那个最好，葛优那个最棒,2,2,8,0
我就想给《白昼流星》正名一下，拍得挺好，难度最大的一个故事，但拍出效果了，顺便再提下“登山队”，平心而论，国庆三部曲票房没干过另外两部，但好看度和震撼度稳赢！,0,4,8,0
个人觉得还可以,2,1,9,0
故事情节都超喜欢！！！,1,2,8,0
蛮好的，影院ok，电影感人。,2,1,10,0
不错。很有感觉,2,3,8,0
看的很感动，每一个小故事都很形象,0,2,9,0
这样的题材必须满分,1,2,10,0
我是来凑字数的,0,2,8,0
还可以吧，记不太清了,1,3,8,0
挺不错的。。。。,0,2,10,0
好看的，，，,1,3,8,0
很正派，很励志，喜欢,0,2,10,0
还可以  还原了经典事件,0,3,8,0
感人肺腑，有很大的教育意义,2,2,10,0
爱国电影当然赞了,0,2,10,0
第一段升国旗的地方感动，剩下的片段没看完，支持祖国！,0,2,8,0
我爱祖国！！！,0,2,10,0
带孩子感受祖国的发展变化,2,1,10,0
挺好看的推荐大家去看,2,3,9,0
好看好看好看,1,3,9,0
我和我的中国。,1,4,10,0
为中华之崛起,2,2,10,0
每位演员的演出都很棒！！七个历史瞬间体验到了祖国的不容易，会唱国歌的人，祖国会带他回家！朱一龙先生，未来可期！,0,2,10,0
有泪点，有笑点，感动，值回票价,2,1,8,0
好看好看好看,0,2,10,0
很喜欢，都是冲肖战去看的,2,3,10,0
要是某几部分不拉胯就好了，如果还能有一部这样的电影，希望它可以吧衔接感做的更好。,0,3,8,0
我爱我的祖国,0,2,10,0
好看死了耶耶,0,2,10,0
好好好不错吧,1,2,10,0
看哭了T﹏T,0,3,10,0
一般般还好吧,1,2,9,0
挺好的，期待下次去,2,2,8,0
我和我的祖国！,1,3,10,0
很好看 值得推荐,1,3,10,0
无以言表的喜悦,0,1,10,0
好像是看睡着了,1,2,10,0
好看，后来电视又看了两遍,1,2,10,0
几位导演都挺用心，围绕几大事件而拍摄的短片，不错！！！,0,2,10,0
还好，，，，,0,3,9,0
推荐。。。。。,0,2,10,0
很感人我爱你中国,2,1,10,0
好看极了，很棒,2,2,10,0
好看好看好看,0,2,10,0
我永远爱中国，爱一辈子。,0,3,10,0
感人，爱国情怀,0,2,10,0
我爱你中国。,2,3,10,0
赞赞赞，很喜欢,2,4,10,0
以片断记录形式，讲述建国，开国来的大事件。挺有意义！,0,2,10,0
很感动，好看！！,2,2,10,0
非常喜欢， ，,0,2,10,0
非常好非常好,0,2,10,0
好的好的好的,1,1,10,0
真心好看，震撼,2,3,10,0
我爱你中国！,1,3,10,0
祖国繁荣昌盛富强,2,2,10,0
祖国最美哒，期待祖国越来越完美，我们就是世界第一,1,1,10,0
冬冬真的很棒一小孩,0,3,10,0
好好好,0,2,8,0
！！好看！！！,0,2,10,0
还用说？那肯定是个赞呀,0,3,10,0
帅帅气气。。,1,3,8,0
7个故事全是国内知名导演作品，导演功力都还挺不错的，但是充分展示了中国影视市场:我们从来不缺好导演，好演员，我们缺的是好编剧。这几个故事总体来说都是以小突大，从某一个小人物出发展示那个重要时间节点的重要历史事件，而共情能力，描绘群像的能力太弱，就显得太浮于表面了。比如相遇篇原子弹爆炸的时代背景下描写一个爱情故事，是不是格局太小了点儿？白昼流星没get想表达的深层含义，如果是脱贫背景下的中国航天取得举世瞩目的成就，刻意地太明显；护航篇空军还是很帅的，被帅了一脸，但整个故事说不通的地方太多……电影总体下来就是所有好材料没熬出一锅好粥的感觉。最喜欢夺冠篇，电影中有几个地方很让人飙泪，但依旧瑜难掩瑕。,0,2,6,1
为了国庆的作品，有拼凑感，演员演技在线。应个景吧,1,2,6,1
好看呀呀呀呀,0,3,10,0
几乎145号,0,2,10,0
中国棒棒哒嘿嘿,1,2,10,0
很好看嗷，永远爱祖国,0,2,10,0
每个故事都很让人感动,0,1,10,0
太一般了尽吹牛逼了,0,2,1,0
值得推荐！不同角度不同视觉效果！,0,3,10,0
为了那个长的想朴智旻的小孩去看的，还行,0,2,7,1
我，和我的祖国，一刻也不能分割。,2,1,7,1
好看 很精彩,0,1,10,0
不记得啦，只是看过,2,3,10,0
祖国的繁荣离不开老一辈革命者的努力,0,2,8,0
好好看，儿子激情澎湃,0,2,10,0
挺好的，瑕不遮瑜,1,1,9,0
为了三只狗，哭了三次。,0,2,9,0
期待值有点高了，内容有些潦草,1,3,7,1
每一个中国人都应该去看看。才知道现在的生活是多么不容易。,1,3,10,0
主旋律作品，总体感觉还可以，没有特别出彩的,1,4,8,0
真的太棒了！！！,2,2,10,0
讲述了祖国的繁荣昌盛，，不但强大！,0,2,10,0
好刚刚哈哈哈,2,2,10,0
不写感受不行吗,0,2,10,0
还不错咯，，,1,2,7,1
挺好的一步爱国电影,0,2,10,0
非常可以。。,0,3,10,0
还不错，爱国情怀,0,2,8,0
复合10月1,0,2,10,0
值得看的一部电影,2,2,10,0
几个小故事组合！我爱我的祖国！哈哈,1,1,10,0
好看感动中国,2,2,10,0
还不错。。。,0,2,8,0
从4岁到70岁的观众无不动容，这部电影已深深打动了所有的观众，每次看都有不同体会！,1,2,10,0
我和我的祖国，满满感动❤️,0,2,10,0
电影特别好看,0,2,10,0
很棒！值得一看,2,1,10,0
太好了，这是中国人拍的最好的电,2,3,10,0
主旋律电影。看着还是挺感动 丰满的,2,4,8,0
深受触动，祖国强大，人民富强,1,2,10,0
白昼流星是个遗憾,0,2,10,0
挺不错的，意料之中,1,3,10,0
这还用说 十分十分,2,2,10,0
好看啊激动落泪,0,1,10,0
好地方，值得一去,0,3,10,0
我爱我的祖国,1,3,10,0
perfect，现在的安宁是多少人用血肉换来的,0,3,10,0
点赞，好看！,0,3,10,0
也有良莠不齐,1,4,8,0
祝贺祖国母亲生日快乐，满分！,0,3,10,0
很感动。我和我的祖国,1,2,10,0
感动，也感人,0,2,10,0
只会强大了，我们才算强大了,1,3,9,0
温馨回顾了经典，中国脊梁。,1,5,8,0
电影很好看 其中个别故事不是很好,2,2,9,0
好好好好好看,0,3,10,0
好，好，好，非常好,1,2,10,0
身为中国人感到自豪,0,3,10,0
祝福我的祖国繁荣昌盛。,1,2,10,0
带孩子去看的，对他受益匪浅。,0,2,10,0
好好  ！！！！！,1,2,10,0
为祖国的强大感到自豪，愿祖国越来越好,1,2,10,0
非常非常好看啊……,2,2,10,0
很棒！！！！！,0,3,10,0
带孩子看的，虽然孩子小，但也能看明白，散场后一直惦记问我核试验的人最后怎么了。,2,2,10,0
这个电影整体来说还是蛮好看的，支持我大中国，人祖国加油,2,2,10,0
很多小故事拼在一起 体现了国家一步步越来越好的过程,0,4,10,0
不错，值得推荐！,0,1,10,0
厉害了我的国,0,2,10,0
可以，好看嘞,0,1,8,0
挺好，:/-,0,3,10,0
好看好看很好看,1,2,10,0
支持支持支持,0,2,10,0
可以，不错的电影。,1,2,10,0
不错很好看！,0,3,10,0
较好，前的，后面太假，太空舱出来，那快，哪有随便进出呢，早就封锁了,2,2,7,1
好看(｡･ω･｡)ﾉ♡,2,2,10,0
很有感觉。。。。。。,1,3,9,0
好看。。。。,2,2,10,0
还行  我爱祖国祖国爱我,2,2,8,0
和老爸去看的，最喜欢白昼流星,0,2,8,0
还是不错的。,1,2,10,0
震撼！！！又看了第二遍,0,4,10,0
挺好的，徐峥导演的那一段最好看。,2,2,9,0
很好，我亲爱的祖国,0,2,10,0
满满的爱国心，国强才能民安，爱祖国。,0,2,10,0
物超所值啊，强烈推荐,2,1,10,0
很好很好很好,0,3,10,0
最喜欢前夜和夺冠。陈凯歌导演的白昼流星看不太懂,0,3,9,0
看了两次 推荐+++++++++,2,3,10,0
好看精彩绝伦,0,1,10,0
感受国家发展中幕后英雄们的无私奉献，给他们点赞,1,2,10,0
很棒！！值得推荐,2,1,10,0
很好看真的呀,2,2,9,0
好看，燃爆了。,2,1,10,0
超级好看，超级好看,0,1,10,0
我最喜欢的就是黄渤演的那个片段和中国女排的片段，两个小朋友演的实在是太好了,0,2,8,0
体现了深厚的家国情怀,0,1,10,0
一个人去看的我和我的祖国，没人演员演技都很精湛，让你能很快融入进去。七十周年献礼，我爱我的祖国,0,1,10,0
除了个别段落，大部分都很有共情。,1,3,10,0
赞赞赞，推荐观看很有意义,0,2,10,0
大场面，震撼,2,1,10,0
还行 演员演技都在线 就是剧情有点杂,0,2,10,0
伟大祖国万岁,1,2,10,0
好看 很好看,2,2,10,0
挺好的挺好的,1,4,10,0
我爱你我的祖国！,0,4,9,0
典型的献礼电影，达到应有的水平。,2,5,6,1
很多人说看不懂白昼流星，但是看下来最喜欢的就是女排和白昼流星。,2,2,8,0
第一次看一部电影这么多场景的，不错,1,2,10,0
好看，。。。。。,1,1,9,0
满分.....,0,1,10,0
我和朋友哭了一地,0,2,9,0
不错不错不错,0,2,10,0
我爱我的祖国，本片有温情 有感动 ！角色演绎立体丰满，表现可圈可点，诚意十足！,1,3,10,0
太爱了，带姥姥一起看的，她老人家更能真切体会当时的感受，为祖国繁荣昌盛自豪,2,1,10,0
非常非常好看,1,1,9,0
满怀期待不好看,2,1,10,0
厉害了我的国！,1,1,10,0
好看，内容真的很棒,0,2,10,0
素材不错，连接性一般,2,2,8,0
论这部电影，七个片段的每一幕都足见导演的精心设计、演员的用心演绎，并且可以将感人之处、引人共鸣之处直观地呈现出来，高度实现了传情达意的效果。不过，游刃有余的节奏感与更有张力的剧情结构是其有待提升的方面。,1,5,9,0
一般般 爱国主旋律,0,2,5,1
很好呵呵哈哈哈,1,2,9,0
好，真的很棒,0,2,10,0
难忘的历史瞬间，这一刻被点燃,1,2,8,0
由很多个小片段组成的，纪录祖国的每个成长历程,2,2,10,0
挺好看的  很有感触,0,2,8,0
我爱我的祖国,2,2,10,0
我和我的祖国记录了从49年建国到15年发生的大事件，看得令人震撼，令人激动！请你记住，在你身后有一个强大的祖国！,1,2,10,0
太好看了，，我好喜欢中国,0,3,10,0
我爱我的组祖国,2,3,10,0
非常好看的一部电影，带给人很多的感动,1,2,10,0
不忘初心方得始终,0,2,10,0
