content,gender,userlevel,score,ticket
要永远相信童话和英雄，保存善良和好奇心，努力成长,2,2,10,0
非常满意  哦,0,2,10,0
可以，不错，很好,1,1,10,0
复联的终结章，值得一看,0,2,9,0
还行，就是有点伤感。,0,1,8,0
test......,1,4,10,0
太好看了，太刺激了,0,2,10,0
就哭了口头无图,1,1,10,0
对比《复联3》的超高水准，总体来说，虽然完成度上不如复联3，中期有点拖，最后又有些赶，小毛病也有些不能自圆其说，但不管从哪个角度来讲，这肯定是部高水准的电影制作,0,2,9,0
电影很精彩，价格实惠。,0,2,10,0
好看好看好看,0,2,10,0
没有没有没有,1,2,10,0
太好看了！我的妈呀！激动激动,1,3,10,0
.........huu,1,2,6,1
刺客回咯四讲四有,1,2,10,0
真的是十分好看,0,3,10,0
好看好看好看,0,2,10,0
我的眼泪不值钱,0,2,10,0
好看，会期待续集,2,3,10,0
好看！！！！！,0,3,10,0
很好看，实惠,1,2,10,0
电影拍的非常好,0,3,10,0
不错不错，，,1,2,9,0
很好看，系列电影每部必看,1,2,10,0
Haokan,1,2,10,0
妇联4，特效满分,0,3,10,0
可以可以，不错,0,2,8,0
好看的好看的,1,2,10,0
啥电影来着 不错吧 反正是我买单,0,3,8,0
强烈推荐太好看了,1,2,10,0
复仇者四终局之战,1,4,10,0
期待了很久的结局！,0,2,10,0
我看着睡着了,0,1,8,0
终于完结了，和媳妇一起看的,0,2,10,0
复联4完美落幕，看的让人心涌澎湃！,1,2,10,0
满意满意满意,0,2,10,0
很好看，特别有带入感,0,1,10,0
儿子说很不错,2,2,10,0
1.宇宙的最后一战,0,2,10,0
好看，真的，真心推荐,0,2,10,0
小蜘蛛回来了  可惜钢铁侠没了,2,2,10,0
好看，有点模糊,1,2,10,0
很好看很好看,0,2,10,0
钢铁侠死了，莫名有点小伤心(┯_┯),0,2,10,0
凌晨看的！最后真的是太好哭了！,2,3,10,0
好看 非常好看,0,1,10,0
看着感觉挺好的,1,1,10,0
就是结局有点悲伤,0,3,10,0
人生的一次特写吧,0,1,7,1
KKK涂抹默默www,1,2,10,0
电影超级好看就是电影院太热了吧,1,3,10,0
好看！真好看,0,2,10,0
挺不错额1，下次还来,0,3,10,0
爱你三千遍,0,1,10,0
不错！！！！,1,2,10,0
没看过完整的所有有关复联的影片，开头确实有点蒙，往后会越来越清晰，以致于融入。nice,2,3,10,0
I love Marvel,1,1,10,0
还可以，不错！,0,1,10,0
漫威结束了。,1,3,10,0
好牛逼太牛逼了,0,1,9,0
好看！6666,0,2,10,0
很好哈哈哈哈哈,1,2,10,0
很好看，推荐,2,2,10,0
之前几部都没有看过，全程在问基友谁是谁,2,3,8,0
一如既往的支持,0,2,10,0
挺好的哦哦哦,0,3,10,0
看的不是太懂，,0,2,6,1
男友推荐的，好看,2,2,9,0
打斗爽，感人的地方感动的一批，强,1,2,10,0
非常好，挺好的！完美,2,2,10,0
前半集都睡着了，后半集精彩。,0,2,9,0
不好看弃了,2,2,4,0
十年布局 最终一战,1,4,10,0
钢铁侠，再见。,2,2,9,0
一直看，这个跟很感人的场面，哭了很多复联的粉,2,3,9,0
我最喜欢的美国队长，钢铁侠…全部都回来了，比起3来说，这部似乎显得稍微逊色几分，但还是不错的,1,5,10,0
超好看~值得去看哟,2,2,10,0
非常不错，下次再光顾,0,2,10,0
好看好看好看,0,2,10,0
看看我结局后,0,3,8,0
好嚯嚯嚯嚯货,1,2,8,0
和家人一起看的。,0,1,8,0
好看就完事了嗷,1,3,10,0
不如原来的好,0,1,8,0
和朋友一起来的！,0,2,10,0
这么久了才来评价。。。我记得当时影院里听到好几个女生都在哭,1,1,10,0
老公喜欢看，主要陪他看！,2,1,10,0
超级无敌巨好看,1,1,10,0
可好看好看了,2,3,10,0
还行还行还行,0,2,8,0
不好看，没有看之前的那些，看得一头雾水,0,2,5,1
我更喜欢3，就故事情节来讲哈不说其他的,1,2,8,0
不错，值得看一下，,2,1,9,0
嗯好看 非常好看,0,1,10,0
还好吧！没想的那门好,1,1,0,1
为什么非要6个字母呢,0,2,10,0
很好看。没有失望。不错。,1,5,10,0
好看，刚上映就来看了,2,2,10,0
一直都是它的铁粉！,1,3,9,0
好看，值得一看,2,1,10,0
特效一级棒，好看,0,2,9,0
再见了，钢铁侠！,1,2,10,0
不错，这个真的可以去看看,0,2,10,0
及格线水平作品,0,2,6,1
完美，终局之战，圆了一个梦,1,3,10,0
挺好的一部电影,2,3,10,0
垃圾电影，圈钱！,1,4,3,0
好看，值得推荐，科幻巨片，后期漫威系列该有什么来接替,0,1,10,0
不错，不错，不错，,1,2,10,0
好的服务  人很好  好位置  送早餐  有接送,0,2,10,0
热血沸腾，全是青春吧,1,1,10,0
牛批 好看！！！！！！,1,2,10,0
热血沸腾    完美的电影,0,2,10,0
完结篇，但是感觉总差了点什么,1,5,8,0
确实挺好看的,0,2,9,0
感觉还行，值得一看,0,3,7,1
大片就是大片，震撼。,2,2,10,0
感觉还好，，,1,1,9,0
食之无味弃之可惜,1,2,10,0
挺好的片子。,1,2,10,0
情节感人，剧情生动,2,1,10,0
good job,2,3,10,0
非常不错强烈推荐,2,1,10,0
很震撼很感动。喜欢钢铁侠。爱你三千遍,0,1,10,0
爱了爱了爱了,2,3,10,0
漫威永恒！！,2,4,10,0
还不错的体验,0,2,9,0
还可以还可以还可以╮(￣▽￣)╭,0,2,9,0
好看好看好看,0,2,10,0
比较喜欢美国大片,1,3,8,0
个人感觉挺好,1,2,10,0
情怀总是能获得更多人的理解，谢谢漫威。,1,2,10,0
剧情略显麻木了,1,3,8,0
红红火火恍恍惚惚哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死我了╯∀╰,1,2,10,0
好好好，孩子喜欢,1,1,10,0
好看(｡･ω･｡)ﾉ♡,0,3,10,0
点三十二个赞吧,2,3,8,0
感觉还可以呀,0,2,10,0
无敌无敌无敌,0,2,10,0
超级喜欢漫威系列,1,3,10,0
唉，要大变动啊！,0,3,10,0
简直是漫威党的福利啊  之前的好多坑都填上了  好看,0,1,9,0
