score|username|time|title|content
5（满分 5 分）|¥66.6|2020年2月15日|一个孩子的心声|其实并不是不想学习，我现在真是迫不及待都想往学校里跑，老师觉得我们在家不能约束自己，要求笔记、作业等等。常常面对孩子的是很多的作业和笔记上交。由于网课刚开始实行，孩子都不适应，效果肯定要差，如果非要逼着孩子去写去记肯定也没什么作用，希望老师要耐心的讲解，不要因为网课效果不好就布置超多的作业，毕竟天天捧着手机，对眼睛伤害很大，如果再一字一眼的写下去，一天下来眼睛特别痛。老师应该用趣味的方式，把教学分成一个个小环节，既让孩子更容易接受。更不让孩子觉得课堂乏味无趣，学生不是在你面前。不要用老套的课堂方式来教学，既然有一个这样的软件，就要好好利用，让孩子们既能收获快乐又能收获知识。
5（满分 5 分）|狗时一|2020年2月12日|我也不知道为什么突然就想写了。|个人认为钉钉这个软件已经很好了，反正我是不能够理解那些给钉钉差评的学生，其实就是在为自己不想上网课找个撒气筒，就算没有钉钉也会有别的软件要让我们来上网课，而且比起那些能监控学生后台的软件钉钉已经算是很好的了。直播有回放，能在看直播的时候讨论发表自己的想法，还有直播回放也有倍速的功能。知道钉钉这个软件有学生去刻意评低分我的第一反应就是感觉开发研究这个软件的小伙伴们肯定很寒心，这个软件也是汇聚了很多人的心血的。他们一定在心里大声呐喊“我太难了”。我也只是个学生，虽然也不想上网但是我并不觉得钉钉应该要被...这样。总之，希望这款软件能越来越好啦每个人都不容易，人的言论往往会有很大的杀伤力，不要难过！加油！
5（满分 5 分）|很好不用谢我|2020年2月15日|钉钉|首先虽然我也不愿意去上网课，但是那些带着个人情绪恶意去给这个软件打一星的人也有点过分了吧！首先这本身是一个办公的软件，现在特殊时期是为了学生开发出了网课，抛开个人的情绪客观的说这一款软件本质上是一款好的软件吧！而且在换位思考下，且不说我们这个小的地方，就说一下其他地方的中考生高考生，想一想在这个特殊时期如果没有这样的一款软件来提供一个上网课的机会他们会不会着急！而且现在的科技飞速发展，就算没有钉钉，也难保不会有其他的渠道为我们提供网络授课的模式吧，是不是说如果这次搬出网课的功能的不是钉钉，而是其他的软件也要带着个人情绪去恶意评论吗，都不是小孩了能不能别做这么幼稚的事了！
5（满分 5 分）|nmyyyyy|2020年2月13日|不要随波逐流|其实我对上网课软件本身不抱有什么太多情绪的，但钉钉有几方面还是可以夸赞一下的，最好的一块我觉得就是老师能够对学生上交的作业进行点评，通过语音的方式其实和平时学习差不了多少，当然缺点也是有的，比如老师开直播时候没有提示，踩着点进的时候往往已经开始讲解了，希望你能够有更明显的措施像弹窗或者提前的预告
5（满分 5 分）|lyszsd|2020年2月18日|.|我作为一个初三即将中考的学生发表一下我的看法吧
5（满分 5 分）|春暖花开去武汉看樱花🌸|2020年2月18日|工作者，看到一星事件|疫情当前有工作有收入是一件非常幸运的事情了，非常能够理解学生在家里一直在网课的煎熬，但是对于中国绝大部分的工作者来说，能够通过钉钉远程解决工作的问题确实能够缓解很多压力，尤其在现在很多公司面临资金周转困难的压力，很多家庭面临房贷车贷和孩子的压力，公司能够正常运转正常发工资真的是不幸中的万幸，疫情当头，大部分人都只能在家里默默守护着中国乃至地球这个村子都，希望着白衣天使和前线工作者们帮助我们战胜疫情，等到解放的时候社会的经济能够得到正常运转。老天的事情现在有白衣天使帮我们扛着，那我们也只能做好自己的事情。虽然之前我也一直不太喜欢钉钉的声音，但是现在我很感谢钉钉让我能够做到远程工作和学习，真的很棒哦～
5（满分 5 分）|@_@#1#2#3|2020年2月14日|好平台不该背锅|我是一名工作者，17年前非典的时候我还在上学，学校放了长假，那时候没有这么高科技的线上协同工具，放假了管不住自己就到处疯跑着玩儿。而这次封城令后，全国各地关于复工，开学的各类通知公告频出，我当时问家里人，那今年的高考怎么办？努力了这么久，临到考前冲刺的关键时期却出了这样的事情，在17年前出现这样的情况，可能也就只能靠自己了，但是现在，不管工作，还是学习，我们有这么多的办公
5（满分 5 分）|全网最帅李老师|2020年2月18日|可不可以在平板上开发屏幕共享模式|这个软件我捣鼓半天，确实很强大，作为教学直播平台，功能绰绰有余。正如很多老师提到的，可不可以优化一下平板上共享屏幕的功能，因为当老师不写板书实在说不过去。另外发现，直播时音画不同步，老师提出问题请同学评论区回复，学生回复后会延迟出现，这个挺耽误时间的。希望阿里各位坚持在岗，在家也躲不了秃顶的程序员们再接再厉，大家共渡难关，也是提高国家信息化发展的一个契机。无视小孩子的乱发脾气吧，他们终有一天会长大，会明白自己的无知，会懂得成年人的辛苦，会嘲笑自己的行为。我们成长的意义就在于一直朝前看，不被外力干扰，勇敢自信的面对生活不是吗。
5（满分 5 分）|世间0724|2020年2月15日|来自学生党的|刚开始吧叮叮是老师让我们下载的，只是说说，我特别不理解有微信打卡不好吗非的用丁丁当时特不喜欢，到最后好多同学都进入班级群，我就下载了，渐渐的觉得也挺好每科老师布置的作业都能教的每科老师那里，不会像微信一样发个作业要爬楼梯好长时间才找的这课作业，叮叮直接给每科老师了，现在因为疫情还能线上直播讲课，虽然不适应又听不懂的但我想以后慢慢会好的，还有一点丁丁很不好的地方就是推送的时候提示音太短了很低，如果叮叮声音换个提示音再高点就好了，嗯就这么多了，总体来说不错，省略几百字，，，，，，因为时间原因就不再平那么多了好就这样吧，谢谢🙏
5（满分 5 分）|一名底层上班族！|2020年2月13日|一个上班族|不明白为什么要给一个软件评低分，你不爱上学，不爱上班，那是你个人问题，不是一个软件的问题，那么如果没有钉钉，还会有其他的软件用来直播，只是这个软件名气大一些，办公方便便捷，在家办公可以外勤打卡，还可以语音或者视屏会议，还能投屏，我并不觉得这个软件有哪里不好，当刷到各种帖子，其他软件都会碰到有人说一句：你下载钉钉了没？多少多少卸载，我要给它差评，要给它搞下架。我在想，一个这么方便的软件，到底哪里不好了，工作或者上课，都是老板,老师的命令，为什么不去直接对老板,老师呢？因为你不敢，所以来给一个软件差评！我不是托，只是觉得莫名其妙，一些人，从心里早就变了质，老师上课只是不想让学生落下课程，不然久了，可能就会忘记之前学的什么，同样老板也是这样，不远程办公，公司就运行不下去，运营不下去就面临倒闭，那么你会不会失业？工资还会有？搞不懂你们这些人的脑回路！
5（满分 5 分）|青年人要在流沙河修仙|2020年2月10日|不要因为不想上网课恶意评论|第一 我也是一个学生，在疫情期间，我确实也因为假期的赖床啊什么的不想天天被老师逼着打卡看直播，但是作为一名高三，我觉得这个软件确实让我没了那么多在家没办法学习的恐慌情绪，因为这款软件的设计功能等真的可以做到有效的监督
5（满分 5 分）|清华双杰生一堆|2020年2月18日|学生的观点|我持中立态度（嘛，其实还是有点偏向学生的，毕竟是学生党）。但是我希望你们这些人不要喷我们学生了。我只想说，并不是我们学生就不懂得感恩老师，不懂得努力奋斗，道理我们都懂，但是学生的确也有学生的难处。我们学校成绩一直不错，原因还是题海战术，我们学校分快慢班，我们快班是早上五点起，晚上十点睡（有时候没做完的作业还要打手电在寝室写，一般都到半夜了），周末还要补课，周五离校，周六下午就要返校了，还有一大堆作业，我们几乎所有的假期都是平行班的二分之一。所以学生也有学生的难处，这要搁很多大人身上都会身体吃不消的吧。我们学生也没有别的意思，学校和老师压榨我们都已经够我们受得了，好不容易放个假还要上网课，所以抱怨一下也是很正常的吧……打一星也并不是网络跟风，这是我们学生对钉钉真实的想法，我们真的很厌恶霸占我们的假期，所以我觉得某些人骂我们学生不知好歹就有点过分了，现在中国的教育都是这样，让你们体会一下我们的生活，你们估计比我们一星打得还要狠吧，所以都互相体谅一下，大家都不容易，都有很多事和工作要做，不必要为了一个钉钉那么激动地发表言论，而且现在学生的竞争压力也很大，学生在学习上大多都是很认真的，我们也有努力，也有奋斗，也有梦想，所以别再喷学生了好吗某些人。最后祝疫情早点结束，武汉早点好起来，中国加油🇨🇳
5（满分 5 分）|天天开昕|2020年2月18日|一个学生党的观点|看到网上有很多很多给钉钉打一分差评的学生们，我表示很无语。我自己也是一位学生党，我给钉钉打了很多五星好评，还叫上亲戚朋友们一起打五星。我们学校也是用钉钉来办公学习的，我们也是用钉钉来打卡上课的，我是一名六年级学生，马上就要小升初了，面对这一次疫情，我们没有办法，像在学校那样认真学习。钉钉给我们提供了一个很好的平台，让我们这些小升初或者有些中考高考的学生们能够更加积极认真地抓紧学习机会。
5（满分 5 分）|sisilovo|2020年2月17日|你自以为是的样子，真的很蠢|不吹不黑，每次听到钉钉群里一遍遍响起来的消息铃声我是真的很烦（我以为是多重要的事儿，其实就是领导说了句话下面一水儿点赞的回复），到对于工作的人来说，钉钉确实很方便，尤其是传文件。有些过大的文件经常会遇到邮件发不了微信收不到的情况，如果不是钉钉的话，可能远程发个文件都要拆成几个发出去。所以就工作而言，我觉得钉钉还是很好用的。受到疫情影响，大家的生产学习工作都无法正常开展，这不是钉钉的错。钉钉作为个工具，只是尽可能的让这个影响变小一点儿，而且，它应用的初衷，并不是方便你们这些小孩子的，好嘛！这都拎不清，不知道你们这些小孩子自以为是的劲儿是哪儿给惯出来。放假放爽了不想学习？我们都是从这个阶段过来的，但有些事儿等你们自己悟出来的时候往往都已经晚了，所以请打一分的小孩子别闹了好嘛，你们所厌恶的校园，学习，作业，都是一个成年人回不去的从前。好好珍惜这样的日子吧！
5（满分 5 分）|hhvdrjj|2020年2月17日|钉钉冲啊！|我原是不愿来评分的，但是大量的1星泄愤让我们这些钉钉原本的受众很难受。钉钉作为一款办公软件，上手快，功能齐全，使用流畅，满足了智能办公的需求。他除了拥有打卡，通知，流程审批这些办公所需的基本功能，还拥有钉盘，在线会议和在线培训，且基本无卡顿。除此之外，钉钉设计的一些小功能，对办公人员很友好，比如钉的消息会短信通知，如果你太久没看还会给你打电话;比如文件可以在线编辑;比如收到的文件可以直接打印等等。用打一星泄愤的同学们，钉钉下架了，还会有别的软件来替代它让你们上网课。你们觉得打卡很烦，但是工作后没打卡会影响你的考勤，影响你的工资，而不再只是老师与父母的批评。你们觉得开小差是突然被cue到你很惊恐，但是工作后开会被cue就不只是惊恐了，回答不上来会让你尴尬，会害怕领导在心里给你扣分，会害怕影响你的职业生涯..同学们珍惜你们的学生时光吧，那才是最无忧无虑的日子。别做这么幼稚的事，除了泄愤和凑热闹带给你的愉悦感，你什么都没解决也什么都没得到。
5（满分 5 分）|艾米一世|2020年2月15日|很喜欢钉钉，让我们能继续学习|我已经初二了，这个时候是两级分化的时期，钉钉帮我继续学习不掉队。💕💕那些，一星的小学生，不爱学习就算了，你不学，别人还要学。接下来是凑字🌚🌝还睡懒觉睡懒觉的快递那你上课不想看到肯定不是看见重复看了彼此的客户反馈查看卡兰迪肯爹可能佛次开发你的计算大力水手好无聊哦大家内心肯定会想念谁看见我不是看诚惶诚恐圣罗兰怎么M难兄难弟接下来就看得开就是嫁鸡随鸡爱看的空气啦淋漓尽致你M没什么这可是还是老时间辛苦辛苦的克莱斯勒我肯定看都会想你的好时机啦啦啦啦啦怕我累可是流量卡卡卡你妈妈手机上了历史课你喜欢吗上课
5（满分 5 分）|生活是需要努力的|2020年2月19日|软件很好用|能在家安心学习，就因为你父母的努力工作，软件自身的用途本就是商务，暂时借给你们用一下学习就抵制，这属于“被仇恨名词了双眼”？问题这个仇恨就是因为学习不够目光短浅造成的，不就更该多学习丰富自己，现在不学习，不出意外的话可能就体会到上班必须要学习来丰富自己增加学历了，为什么呢？因为自己想要的生活不是伸手就来的了，搬砖的活都可能被人工智能话取代，这些辛苦开发软件的其实就该是学习的榜样，好厉害不是吗？多少个加班不停的完善，这是别人的劳动成果，也是别人的饭碗，砸了别人饭碗以后可能自己也没饭碗的，考虑清楚哦！而且钉钉作为我们上班族用我最喜欢的就是领导发消息你没发现，钉钉会人性化的电话提醒及时处理，很多地方避免了不必要的麻烦，在线办公，在线处理，减少了线下很多的麻烦，它值得五星
5（满分 5 分）|中长上房揭瓦宠物狗|2020年2月15日|不是很理解打一星的人|看到有人在朋友圈呼吁大家打一星，就单纯是为了让软件下架，难道这样自己就不用学了吗？这种人脑子不太正常吧？？？人家软件是辛辛苦苦做出来的，为了让各位在疫情期间有机会学习，特意开发了线上上课的功能，就算你觉得无所谓，不想听，也不能用你自己的个人负面情绪来评价一个那么好的那么方便的软件，不得不说，难道你自己在家就能自学的很好吗？？？正处于高三初三的同学很需要这样的软件学习，可能时间久了是对眼睛不好，但是学校不是给你安排的明明白白的有休息时间吗！你自己不自觉用休息时间看手机打游戏，还怨人家软件，简直不可理喻，希望各位一星选手能换位思考一下，毕竟有很多很多人需要学，更有山区里的孩子，想学还没这个机会呢，多大的人了，还那么幼稚，实话实说，那么多大公司都用钉钉办公，是您一个一星就能把人家软件搞下架的嘛？？？
5（满分 5 分）|是的风格呢|2020年2月10日|使用钉钉真实的感受|我偶然看到朋友圈和某音才忍不住来评论的。其实我很早就开始接触钉钉，因为工作原因也常常使用。从它的钉信息或者免费电话，有很多实用功能。
5（满分 5 分）|卑微某某|2020年2月10日|关于有些同学的做法|关于给一星的同学我想说这个软件可以促进我们学习到底也是为了大家好难道在疫情期间就应该无所事事吗？你们有没有想过这个用心创作软件的人的心情呢？明明是对大家有益处的可是大家却因为他耽误你玩手机反而让你学习给差评还讲一些讽刺的话我认为这种行为非常的不好
5（满分 5 分）|浛浛！|2020年2月19日|极其正直的评论|我觉得这个软件挺好的，虽然我没用过。但是这并不妨碍我给它五星。人家就一个学习软件，你们跟一个学习软件较什么劲。让你多学点东西不好吗？没跟你们收费就不错了，这么良心的软件，灯笼打着你都找不到。学习使人进步，学习使你快乐。学习会使你获得许多你成长所必需的“能源”，学习会给你带来更多的希望，学习会让你拥有更多的“资本”。但同时，学习也使你付出许多，其中包括你的努力、你的钻研、你的时光、你的心血和汗水等。学习是一架保持平衡的天平，一边是付出，一边是收获，少付出少收获，多付出多收获，不劳必定无获！要想取得理想的成绩，勤奋至关重要！只有勤奋学习，才能成就美好人生！勤奋出天才，这是一面永不褪色的旗帜，它永远激励我们不断追求、不断探索。有书好好读，有书赶快读，读书的时间不多。只要我们刻苦拼搏、一心向上，就一定能取得令人满意的成绩。虽然在学习的过程中会遇到许多不顺心的事，但古人说得好——吃一堑，长一智。多了一次失败，就多了一次教训；多了一次挫折，就多了一次经验。没有失败和挫折的人，是永远不会成功的。学业的精深造诣来源于勤奋好学，只有好学者，才能在无边的知识海洋里猎取到真智才学，只有真正勤奋的人才能克服困难，持之以恒，不断开拓知识的领域，武装自己的头脑，成为自己的主宰，让我们勤奋学习，持之以恒，成就自己的人生，让自己的青春写满无悔！
5（满分 5 分）|盖世大佬|2020年2月17日|替钉钉说点良心话|这个特殊的寒假，钉钉建立起了学生和老师的特殊纽带，第一次下载这个软件，令我十分咂舌，因为它功能实在太多了，有着太多的可以解决你需要解决的问题的plan.它的团队也一定付出了很大的心血。昨天在b站看着钉钉的调侃，虽然挺好笑，但也挺心酸的。
