score,username,time,title,content
5（满分 5 分）,Ante！！！,2020年2月18日,上课有错吗,作为一个考研的学子，我对众多中小学生的行为在表示一定理解的程度上，也感到担忧。中小学生还没有面临社会，他们不知道自己所掌握的知识有什么用，只知道学习太累，游戏看剧才是他们喜欢的。不在这边用大人视角给你训诫，但倘若你的家里并不是大福大贵之家，不是官宦之家，不是可以让你一辈子混吃等死也能活得很舒服的家庭的话，知识还是重要的。现在中小学的知识只是基础，还没有分科，但万丈高楼平地起，你没有这些基础以后别人在玩的时候，你只能学或者被迫提前离开学校谋生，中国的教育已经算是相对公平了，高考也是对你们的一次检验。是你以后能不能自由自足的生活的第一道坎，相信我，不学习你可能现在很爽快，到10年20年之后就像你父母告诉你的那样，你后悔了！加油吧，孩子们现在社会压力越来越大为搏一条出路，学习就是你最好的武器。
5（满分 5 分）,一名贵阳的初中生,2020年2月9日,关于钉钉的看法,因为疫情原因，也不得不使用了这款软件。作为一名即将面临中考的初三学生，本以为会因为疫情而耽误了课程。却在关键时刻出现了这个软件为我们直播上课。虽然内心还是有点不爽，但还是接受了现实，毕竟学业重要。网上有说这个软件直播的时候老师可以在你不知情的情况下打开前置摄像头。当我看到这个的时候还是被吓了一跳。但后来也看到了官方出来辟谣，钉钉会注重用户的隐私，老师不能打开我们的前置摄像头。只有申请与老师连麦的时候同学和老师才能看到自己。所以大家可以放心学习啦！最后祝愿大家好好学习天天向上。
5（满分 5 分）,某位不愿意透露姓名的初一学生,2020年2月15日,钉钉从来没有做错,个人是一个初一学生，在疫情这段被迫假期时间里，感到了懒散和堕落。没有办法出去，也不敢出去。每一个学生都呆在家里， 学习不到新的知识。这就是很恼人的，这次病毒，就拿它当敌人来说，很大范围的攻击了中国的经济，教育等各个方面。我们学生当然不能让他得逞，除了居家不出门之外，我们更应合理利用时间。天天在家玩就很好吗？钉钉这个软件就是最好的东西，能让我们实时连线老师，进行解答，上课。在家里的我们本懒散的生活又开始充实了起来，钉钉从来就没有做错，它的各个功能其实都比较到位的。除了直播有时候会卡但是对于一些爱学习的人来说，钉钉是一个非常好的软件。那些评一星的人是不是太冲动了？就因为你们抱怨教育政策而找了钉钉这样一个软件当替罪羊？？好好想想，一时的休息重要还是自己的前途重要。
5（满分 5 分）,初三学生党。,2020年2月13日,钉钉,钉钉真的是个很棒的软件，在我们不知道的地方有多少人为了这个软件付出了很多很多，财力，人力等等。可笑的是现在一个这么好的网上办公学习软件却要被全国那些不懂事的小学生中学生给毁了，我实在想不通这是因为什么。我父母都已经使用这个软件好几年了，他们都觉得这很棒，而且我觉得现在这些不知道学习的学生们如果连这种情况都没办法克服，没办法好好学习了的话，将来踏上社会又能怎样呢，所以请你们饶了钉钉，请你们多自我反思一下，别把这个耗费了别人心血研发出来的软件给毁在我们学生的手机，请学生们不要为自己抹黑，不管你是几年级，不管你多大，只要你还是个学生，那你的职责就应该是好好学习，所以请不要把自己的怨念发泄在别人的心血上可以马，谢谢你们这些软件研发团队能开发出这么好的软件，感谢
5（满分 5 分）,奇异果子小V,2020年2月12日,用不一样的方式去成为自己想成为的人,疫情特殊时期，只能上网课，这是不可避免的事情，即使所有人都给钉钉评一星让钉钉下架学校也会用其他直播软件上课，其他的软件会不会必须露脸不好说哦，钉钉是不会一定要露脸的，我是一个初一学生党，个人非常佩服初三和高三的学哥学姐们，毕竟要面临中考和高考，网课现在对于他们是非常重要哒，或许这种方式学习确实稍微简陋了些，但知识不会随着环境的变化而变化，学的东西永远是不变的，考试考的知识也是不变的，只要认真听，在网课上学的效率是可以与课堂的学习效率齐平的，只要认真对待这种学习的方式，学到的东西也可以让我们受益匪浅，钉钉确实是一个很好的直播网课软件，希望越来越好，初一学妹也在这里给初三高三的学哥学姐们加油打气呀！考试一定要加油哦！
5（满分 5 分）,黎酱吖,2020年2月17日,给一星的人好好看看,我求那些给一分的人好好想想，这个软件又不是只有学生在用，许多单位、公司都在用，你们能不能为其他人考虑考虑，不要那么自私，退一步说就算这个软件被你们搞下架了，教育局还是会找其他的软件顶上的。这么做有意思吗，真的不知道你们怎么想的。就算你们不想学也不需要这样对一个软件啊。这个软件是多少人的心血啊，你们换位思考一下，如果这个软件是你们的父母一个一个代码敲出来的，为了这个软件工作奋斗了不知道多少个日月，你们还会给这个软件打一分吗。你们就不能理解一下别人吗，这明明不是软件的错，为什么非要把气发在一个软件上面。这个软件是给需要的人的，不是给你们不懂得珍惜别人劳动成果的人的。你们不想再网上上课可以给老师反应，不想学习也是你们自己的事，但是你们唯独不能喷这个软件，这个软件又没有做错什么，它只是发挥了它自己的作用，而且给很多人带来了便利。你们这些打一星的人，不想学习就直说，没必要为难一个软件，这个软件啥错都没有。你说那些为了这个软件可以成功上架的人付出了许多努力，我不想他们的努力就因为你们的不爱学习这个简单的理由给作罢了。我真的很生气，生气你们不知道珍惜。你们如果不喜欢完全可能不给五星，但你们不要只给个一星，这让别人都很为难。
5（满分 5 分）,武汉加油，湖北加油，中国加油🇨🇳,2020年2月12日,各位同志客观评分好吗,你们学习是为了谁啊，就因为一个网课的原因，感情用事就随便给一个软件打一分？什么心态。对于软件的开发商来说，客户的评分是很重要的好吗，可不可以不要老是瞎胡闹？这次疫情不是你们放假的理由，课还是要照常上，如果因为这次疫情落下了课程，真正影响到未来的是你们自己好吗？现在疫情这么严重，每个人都在为疫情作贡献，医生去武汉，专家研制药物，慈善家捐献器材，每个人都这么努力，你们却盼着放假好玩？你跟我说你是在开玩笑，那么多个人都在开玩笑？给一个原本很好的软件差评，还不是因为设备原因，仅仅只是因为你的心情，你们不会惭愧吗？我真的是无语，拜托你们理智一点好吗？真的无语，还整天武汉加油，都只是口头上说说罢了，其实什么行动也没有，至少要好好学习吧，连好好学习都做不到，还支持武汉？反正我觉得这个软件各方面都挺好的，我觉得给五星不过分，对于那些给一星的我是真的无语😓
5（满分 5 分）,风坠,2020年2月14日,很好,好！（单单指一个字还有这个感叹号就蕴含了无数的对这个软件的赞美，首先是在这个特殊时期，钉钉愿意把自己变成众多学生的学习软件我只想说：你很厉害！其次是我很不理解大多的学生的评价，我不知道软件是哪里做得不够好从而导致同学你们是这样子评价的，然后就是网上前段时间一直在说老师在自己不知情的情况打开自己的摄像头，钉钉的工作人员也有解释说明这并非是自己的产品，最后我希望同学们能理解老师及其所有的工作人员，他们是在帮我们在这段特殊时期让我们做好停课不停学的事实。）
5（满分 5 分）,好ྉ好ྉ先ྉ生ྉ (・ω< )★,2020年2月14日,希望你们理智对待好吗？？,疫情爆发开学延期假期延长这些都是意想不到的事情，人家作为一个软件只是安安份份的运营，总体来说没有什么太大毛病，我们班的同学都挺喜欢的，第一次一个班上网课也都很新奇，并且很多平时在课堂上不敢回答提问的人，在网络上反而能发表意见。人家软件搞得好好的，你们非要因为什么假期要听网课，不想上课这种理由来给人家一星？？把自己的负面情绪撒在没有意识的软件上未免太不公平了吧？它软件本身强迫你上课了吗？你们有本事去差评要求你们上课的领导啊？本来这个寒假已经放够了以往的量，这个时间段早就在学校老老实实呆着了，相比之下你们居然还嫌不够？贪得无厌也不是你们这样搞的吧？
5（满分 5 分）,暮sy,2020年2月13日,一个知道学习重要性的学生,现在是真不知道很多学生是怎么想的，疫情当前，我们没办法去学校学习，而中会考高考什么的都没表明是否要延迟，一个人在家学习效率，除非是一些自控力非常好的，不然是终究不如在学校的。而且自学也不是每个人都能做到的，一不小心还可能走进误区，理解能力不那么好的自学也会有点困难，现在有了钉钉，有了老师教学授课，自然是和自己一个人在家要好很多。对于那些不学的人，钉钉直播自然是没用的，但对于会学的想学的，却能帮助他们事半功倍。而且钉钉只是一个平台，它不止有学生和老师要用，评论区里那些打一星的，要是真的下架了能负起责任吗？我每天上网课一连就是几节，也觉得很累，但我知道这总比我自己一个人去自学好。毕竟就算理科的知识都在书上我可以自学，但文科这一种却是真的不知道怎么办，有了钉钉就好很多。
5（满分 5 分）,正在看着的人,2020年2月18日,我也是学生，我希望所有人一如既往,我看到有老师给了一星，有学生给了一星，也有线上搬砖工给了一星。他们有些人恼怒于期望中的长假没有到来，有些人烦闷于不适应新的工作学习方式。作为今年即将高考的高三学生，我想说这次疫情是对国家机器的考验，是对紧张的医患关系的考验，是对所有专业相关人士的考验，也更是对所有我们普通人的考验。我们能做的也许不多，能维持原本的学习工作生活节奏就是对社会最大的贡献。适应新环境的过程也许苦些累些，但为了我们共同的目标，我们应该和钉钉共同努力，在网络上找回我们的生活节奏，过好每一天。大部分人打了一星是因为不知道自己想要什么，但是请钉钉注意有些一星评价是有建设性意义的，是中肯的。也希望钉钉也能在这次疫情大劫中经历发挥自己的价值，帮助所有人顺利完成疫情阶段的复工复学。加油！
5（满分 5 分）,¥66.6,2020年2月15日,一个孩子的心声,其实并不是不想学习，我现在真是迫不及待都想往学校里跑，老师觉得我们在家不能约束自己，要求笔记、作业等等。常常面对孩子的是很多的作业和笔记上交。由于网课刚开始实行，孩子都不适应，效果肯定要差，如果非要逼着孩子去写去记肯定也没什么作用，希望老师要耐心的讲解，不要因为网课效果不好就布置超多的作业，毕竟天天捧着手机，对眼睛伤害很大，如果再一字一眼的写下去，一天下来眼睛特别痛。老师应该用趣味的方式，把教学分成一个个小环节，既让孩子更容易接受。更不让孩子觉得课堂乏味无趣，学生不是在你面前。不要用老套的课堂方式来教学，既然有一个这样的软件，就要好好利用，让孩子们既能收获快乐又能收获知识。
5（满分 5 分）,狗时一,2020年2月12日,我也不知道为什么突然就想写了。,个人认为钉钉这个软件已经很好了，反正我是不能够理解那些给钉钉差评的学生，其实就是在为自己不想上网课找个撒气筒，就算没有钉钉也会有别的软件要让我们来上网课，而且比起那些能监控学生后台的软件钉钉已经算是很好的了。直播有回放，能在看直播的时候讨论发表自己的想法，还有直播回放也有倍速的功能。知道钉钉这个软件有学生去刻意评低分我的第一反应就是感觉开发研究这个软件的小伙伴们肯定很寒心，这个软件也是汇聚了很多人的心血的。他们一定在心里大声呐喊“我太难了”。我也只是个学生，虽然也不想上网但是我并不觉得钉钉应该要被...这样。总之，希望这款软件能越来越好啦每个人都不容易，人的言论往往会有很大的杀伤力，不要难过！加油！
5（满分 5 分）,斯基sama,2020年2月17日,客观来说是很好用的一款软件,实在是觉得钉钉被恶意刷一星实在太惨，我作为一名学生虽然一开始也并不愿意接受网络授课😅，但是钉钉作为一款办公用的软件确实好用啊！比如说，我要把文件单独转出来方便找的时候，钉钉很贴心地给我提供了转给我自己的按键，细节挺好👌。单独传一张照片的时候为了图快还可以直接上滑上传，我觉得挺酷的😝。我知道大家都还不适应网上的课程教学，下载钉钉也基本上是学校要求，但是请不要因为自己主观上的错误认识而影响对这个软件的评价。跟软件有什么好生气呢？愿意学的，不会因为方式改变而改变态度。
5（满分 5 分）,一八六的恰,2020年2月17日,我永远喜欢钉钉😢,连续下跌的评分是真的超级无敌惨的呀 说到底钉钉根本就不是网课罪恶的源头啊 虽然自己也是个学生 但还是要为钉钉正名一下 敢问 是钉钉宣传的网课吗？？是钉钉让我们不得不在家上网课吗？？是钉钉让我们的假期变得这么充实的吗？？？？从源头考虑 一切都要怪吃蝙蝠的人 钉钉不过是这个时期被发现的适合上网课的软件而已 况且钉钉是为了在这个时候上网课才被开发出来的软件吗 应该在这之前就有了吧 实打实的讲 真的挺方便的 老师检查作业可以看到交作业的人和不交作业的人 学生提交作业也方便 还有什么今日待办班级通知的 这无疑是一个好软件 看到过评论里有说刷水军回暖真的low 在这里我真的是很想抨击一下那个恬不知耻的兄台了 开发出这个软件不就是为了平时的工作等等吗 是钉钉想刷水军回暖的吗？？？？？还不是因为一系列的恶意评价？？？否则自刷真的有必要吗？？？还有说帮学弟学妹们一把的 我真的是吐掉 国家栋梁如何来？？不是通过学习吗？？不是通过教育吗？？？？讲道理 如果不想学习的心态一直持续下去直至每一个中国人 拜托 这样国家就废啦 不是经常说少年强则国强吗？？？？你们说的都是些p话 那些持续刷恶评说一分以下就会下架的 在我看来真的好笑 你真以为如果下架了教育部门就不会有别的办法了吗？？如果真要让你强制性的上网课 一个命令下来什么办法不会有？？这个钉钉没了还会有下一个 那些想要逃避网课的说法简直就是愚蠢至极 本人也是使用钉钉上课的学生 但抵触感完全没有那么强烈 归根结底还是因为你们懒罢了 一切想法还是源于钉钉官方微博发的视频了 真的是年度最惨 最后 我永远支持钉钉 加油 (ง •̀o•́)ง (ง •̀o•́)ง 武汉加油╮(‵▽′)╭遭受疫情迫害的人民加油 中国加油！！！！！
5（满分 5 分）,阳光明媚爱学习,2020年2月16日,仅仅觉得软件很好，别无其他,评论里那些义正严辞的人，你不过也就是站在自己角度上来评定他人的行为，和学生站在自己的角度上用自己仅仅可以做到的方式来反抗有什么区别？？？有人说应该向老师反映，然后老师就会说你不想上就不上好了，我又不会逼你，然后全校通报批评，处分，记过，然后家长又来逼你？
5（满分 5 分）,很好不用谢我,2020年2月15日,钉钉,首先虽然我也不愿意去上网课，但是那些带着个人情绪恶意去给这个软件打一星的人也有点过分了吧！首先这本身是一个办公的软件，现在特殊时期是为了学生开发出了网课，抛开个人的情绪客观的说这一款软件本质上是一款好的软件吧！而且在换位思考下，且不说我们这个小的地方，就说一下其他地方的中考生高考生，想一想在这个特殊时期如果没有这样的一款软件来提供一个上网课的机会他们会不会着急！而且现在的科技飞速发展，就算没有钉钉，也难保不会有其他的渠道为我们提供网络授课的模式吧，是不是说如果这次搬出网课的功能的不是钉钉，而是其他的软件也要带着个人情绪去恶意评论吗，都不是小孩了能不能别做这么幼稚的事了！
5（满分 5 分）,nmyyyyy,2020年2月13日,不要随波逐流,其实我对上网课软件本身不抱有什么太多情绪的，但钉钉有几方面还是可以夸赞一下的，最好的一块我觉得就是老师能够对学生上交的作业进行点评，通过语音的方式其实和平时学习差不了多少，当然缺点也是有的，比如老师开直播时候没有提示，踩着点进的时候往往已经开始讲解了，希望你能够有更明显的措施像弹窗或者提前的预告
5（满分 5 分）,客观评分不好吗,2020年2月17日,恶意评分有点过分吧,我是高二学生，这次因为学校停课而需要用钉钉上网课。我并不觉得在使用时有什么问题，反而觉得十分方便。这个评分我觉得是要从软件的使用功能上入手，而并非一味的凭自己的主观意愿去评价。说到底为什么总是恶意评分，不就是觉得这是该放假的时间却开学了吗？但仔细想想现在真的是放假时间吗？按理说本就该开学了。你不愿意学习，总有人愿意学习，打卡什么的功能不也是为了监督吗。你说你有能力，觉得这样学很浪费时间，那你去找你班主任反应啊，不管怎么样目的只是监督自己学习而已。学习当然累，你在哪儿学都累，别把气撒在别人身上。网课是钉钉这个软件要求的吗？是教育局是学校要求的，你怎么不去给他们打电话发短信辱骂？还有那些说宁愿补课也不想上网课，真补课了，骂得最欢的人不还是你们吗？有的学校既上网课又补课，那不好意思，是学校的问题，不是软件的问题，你们去找校方闹啊！不过是觉得自己在网上发表发表评论别人也逮不到你，对自己没什么影响。但是对软件有影响啊。难道说这个软件下架了你就永远不可能学习了？做梦呢吧，学习软件还少了？
5（满分 5 分）,清华双杰生一堆,2020年2月18日,学生的观点,我持中立态度（嘛，其实还是有点偏向学生的，毕竟是学生党）。但是我希望你们这些人不要喷我们学生了。我只想说，并不是我们学生就不懂得感恩老师，不懂得努力奋斗，道理我们都懂，但是学生的确也有学生的难处。我们学校成绩一直不错，原因还是题海战术，我们学校分快慢班，我们快班是早上五点起，晚上十点睡（有时候没做完的作业还要打手电在寝室写，一般都到半夜了），周末还要补课，周五离校，周六下午就要返校了，还有一大堆作业，我们几乎所有的假期都是平行班的二分之一。所以学生也有学生的难处，这要搁很多大人身上都会身体吃不消的吧。我们学生也没有别的意思，学校和老师压榨我们都已经够我们受得了，好不容易放个假还要上网课，所以抱怨一下也是很正常的吧……打一星也并不是网络跟风，这是我们学生对钉钉真实的想法，我们真的很厌恶霸占我们的假期，所以我觉得某些人骂我们学生不知好歹就有点过分了，现在中国的教育都是这样，让你们体会一下我们的生活，你们估计比我们一星打得还要狠吧，所以都互相体谅一下，大家都不容易，都有很多事和工作要做，不必要为了一个钉钉那么激动地发表言论，而且现在学生的竞争压力也很大，学生在学习上大多都是很认真的，我们也有努力，也有奋斗，也有梦想，所以别再喷学生了好吗某些人。最后祝疫情早点结束，武汉早点好起来，中国加油🇨🇳
5（满分 5 分）,mofashibag,2020年2月15日,喷子们嘴巴干净点！你们不学我还要学,首先我们是因为疫情原因下载了丁丁这个软件来上线上直播课的，但是我在下载的过程中发现有很多的学生横着不良的语言对丁丁进行了抨击。在使用过后，我觉得这个应用真的很良心！做什么事情都很方便，而且在这个上面听课也很有效
5（满分 5 分）,世间0724,2020年2月15日,来自学生党的,刚开始吧叮叮是老师让我们下载的，只是说说，我特别不理解有微信打卡不好吗非的用丁丁当时特不喜欢，到最后好多同学都进入班级群，我就下载了，渐渐的觉得也挺好每科老师布置的作业都能教的每科老师那里，不会像微信一样发个作业要爬楼梯好长时间才找的这课作业，叮叮直接给每科老师了，现在因为疫情还能线上直播讲课，虽然不适应又听不懂的但我想以后慢慢会好的，还有一点丁丁很不好的地方就是推送的时候提示音太短了很低，如果叮叮声音换个提示音再高点就好了，嗯就这么多了，总体来说不错，省略几百字，，，，，，因为时间原因就不再平那么多了好就这样吧，谢谢🙏
5（满分 5 分）,网课杀我_y,2020年2月14日,在下初二会考生，对网课恨得一比，但是个人感觉三观还可以，以下发言希望打一星的朋友们看一下,希望各位用钉钉和其他没有涉及隐私问题的网课软件的能看一下，别用刷一星泄愤了。
5（满分 5 分）,@_@#1#2#3,2020年2月14日,好平台不该背锅,我是一名工作者，17年前非典的时候我还在上学，学校放了长假，那时候没有这么高科技的线上协同工具，放假了管不住自己就到处疯跑着玩儿。而这次封城令后，全国各地关于复工，开学的各类通知公告频出，我当时问家里人，那今年的高考怎么办？努力了这么久，临到考前冲刺的关键时期却出了这样的事情，在17年前出现这样的情况，可能也就只能靠自己了，但是现在，不管工作，还是学习，我们有这么多的办公
5（满分 5 分）,一名底层上班族！,2020年2月13日,一个上班族,不明白为什么要给一个软件评低分，你不爱上学，不爱上班，那是你个人问题，不是一个软件的问题，那么如果没有钉钉，还会有其他的软件用来直播，只是这个软件名气大一些，办公方便便捷，在家办公可以外勤打卡，还可以语音或者视屏会议，还能投屏，我并不觉得这个软件有哪里不好，当刷到各种帖子，其他软件都会碰到有人说一句：你下载钉钉了没？多少多少卸载，我要给它差评，要给它搞下架。我在想，一个这么方便的软件，到底哪里不好了，工作或者上课，都是老板，老师的命令，为什么不去直接对老板，老师呢？因为你不敢，所以来给一个软件差评！我不是托，只是觉得莫名其妙，一些人，从心里早就变了质，老师上课只是不想让学生落下课程，不然久了，可能就会忘记之前学的什么，同样老板也是这样，不远程办公，公司就运行不下去，运营不下去就面临倒闭，那么你会不会失业？工资还会有？搞不懂你们这些人的脑回路！
5（满分 5 分）,David.BMG,2020年2月11日,一名高二学生的心声,我是一名高二的学生，我在这里真的很想对那些打一星的人说一句话，请你们理智的看待问题，软件本身没有任何问题也没有任何毛病，不想上课是你们自己的问题，麻烦不要连累到那些想考大学的高三学姐学长好嘛，麻烦你们开玩笑也要看看时候，现在正是国家有难的时候，我们难道就真的在家里坐以待毙？学习不仅是为了你自己，更是为了国家做贡献，你不努力，别人在努力，国家不进步，别的国家早晚会超过，也许你说这跟你关系不大，请你仔细想一想，跟你真的没一点关系吗？我还是那句话，软件本身没有任何问题，钉钉是一款非常棒的软件，请你们不要把你们的负能量带给那些积极向上的奋斗者！
5（满分 5 分）,青年人要在流沙河修仙,2020年2月10日,不要因为不想上网课恶意评论,第一 我也是一个学生，在疫情期间，我确实也因为假期的赖床啊什么的不想天天被老师逼着打卡看直播，但是作为一名高三，我觉得这个软件确实让我没了那么多在家没办法学习的恐慌情绪，因为这款软件的设计功能等真的可以做到有效的监督
5（满分 5 分）,lyszsd,2020年2月18日,.,我作为一个初三即将中考的学生发表一下我的看法吧
