city,time,wea,tem,wind,wind_level
香港,周一（30日）,阴,28℃/26℃,东风,3-4级转<3级
香港,周二（1日）,多云,28℃/26℃,东风,<3级
香港,周三（2日）,多云,29℃/26℃,东南风转东风,<3级
香港,周四（3日）,多云,29℃/26℃,东风,<3级
香港,周五（4日）,雨,29℃/25℃,东南风转东风,<3级
香港,周六（5日）,雨,28℃/25℃,东南风转东北风,<3级
香港,周日（6日）,晴转多云,28℃/25℃,东北风,<3级
香港,周一（7日）,晴转多云,28℃/25℃,东北风,<3级
福州,周一（30日）,多云,30℃/21℃,东风转东北风,<3级
福州,周二（1日）,多云转晴,31℃/20℃,东风转东北风,<3级
福州,周三（2日）,多云,31℃/21℃,东风转东北风,<3级
福州,周四（3日）,多云,30℃/22℃,东北风,<3级
福州,周五（4日）,多云,29℃/21℃,东北风,<3级
福州,周六（5日）,多云,28℃/20℃,东北风转北风,<3级
福州,周日（6日）,阴转多云,28℃/18℃,东北风转西北风,<3级
福州,周一（7日）,多云,27℃/19℃,东北风,<3级
杭州,周一（30日）,晴转多云,29℃/21℃,东风,<3级
杭州,周二（1日）,晴转阴,30℃/22℃,东风转东南风,<3级
杭州,周三（2日）,晴转多云,30℃/21℃,东风,<3级
杭州,周四（3日）,阴,28℃/21℃,东风转北风,<3级
杭州,周五（4日）,阴转多云,25℃/19℃,北风转东南风,<3级
杭州,周六（5日）,阴转晴,25℃/18℃,东风转东南风,<3级
杭州,周日（6日）,多云,24℃/16℃,西北风,<3级
杭州,周一（7日）,阴转晴,21℃/15℃,北风转西北风,<3级
银川,周一（30日）,阴转晴,27℃/14℃,南风,<3级
银川,周二（1日）,多云转阴,26℃/14℃,东北风,<3级
银川,周三（2日）,雨转阴,19℃/6℃,东北风,<3级
银川,周四（3日）,多云转雨,19℃/6℃,东南风,<3级
银川,周五（4日）,雨转阴,13℃/6℃,东风转东北风,<3级
银川,周六（5日）,雨,13℃/6℃,东北风,<3级
银川,周日（6日）,雨转多云,13℃/4℃,东北风转东风,<3级
银川,周一（7日）,阴转多云,16℃/5℃,东风转东南风,<3级
太原,周一（30日）,多云转阴,26℃/14℃,南风,<3级
太原,周二（1日）,阴,26℃/14℃,南风转北风,<3级
太原,周三（2日）,阴转雨,25℃/10℃,东风,<3级
太原,周四（3日）,雨,14℃/6℃,东风,<3级
太原,周五（4日）,雨转阴,10℃/6℃,东风,<3级
太原,周六（5日）,阴,14℃/5℃,东风转东北风,<3级
太原,周日（6日）,阴,16℃/6℃,东风转东北风,<3级
太原,周一（7日）,阴,18℃/6℃,东南风转东风,<3级
济南,周一（30日）,晴,30℃/19℃,南风,<3级
济南,周二（1日）,多云转阴,31℃/20℃,南风,<3级
济南,周三（2日）,多云转雨,31℃/15℃,南风转东北风,<3级转3-4级
济南,周四（3日）,雨转阴,17℃/12℃,东北风转北风,3-4级转<3级
济南,周五（4日）,阴,18℃/12℃,北风转东北风,<3级
济南,周六（5日）,阴,19℃/11℃,北风,<3级转3-4级
济南,周日（6日）,多云,19℃/9℃,东北风,4-5级转<3级
济南,周一（7日）,多云,21℃/10℃,北风转西风,3-4级转<3级
南京,周一（30日）,晴,30℃/22℃,东南风转东风,<3级
南京,周二（1日）,晴转多云,31℃/22℃,东风,<3级
南京,周三（2日）,晴转多云,31℃/22℃,东风,<3级转3-4级
南京,周四（3日）,阴,28℃/21℃,东风,3-4级
南京,周五（4日）,多云转阴,23℃/19℃,东风转东南风,3-4级转<3级
南京,周六（5日）,多云,25℃/18℃,东北风转北风,<3级转3-4级
南京,周日（6日）,阴转晴,23℃/16℃,北风转东北风,3-4级转<3级
南京,周一（7日）,多云转晴,23℃/15℃,东北风转北风,3-4级转<3级
合肥,周一（30日）,晴,32℃/21℃,东风转东南风,<3级
合肥,周二（1日）,阴转多云,32℃/22℃,东风,<3级
合肥,周三（2日）,多云转阴,32℃/23℃,东风,<3级
合肥,周四（3日）,雨,28℃/21℃,东风,3-4级
合肥,周五（4日）,雨转阴,21℃/18℃,东风,3-4级转<3级
合肥,周六（5日）,多云,25℃/17℃,北风,<3级
合肥,周日（6日）,阴转多云,22℃/16℃,北风,3-4级转<3级
合肥,周一（7日）,多云,23℃/14℃,东北风,3-4级转<3级
南昌,周一（30日）,晴,34℃/23℃,东北风转东风,<3级
南昌,周二（1日）,晴转多云,33℃/23℃,东北风,<3级
南昌,周三（2日）,多云,33℃/23℃,东北风,<3级
南昌,周四（3日）,多云,33℃/23℃,东北风转北风,<3级
南昌,周五（4日）,阴转多云,32℃/23℃,北风,<3级
南昌,周六（5日）,多云,28℃/21℃,北风,<3级
南昌,周日（6日）,多云,28℃/20℃,北风,<3级
南昌,周一（7日）,多云,25℃/18℃,北风,<3级
长沙,周一（30日）,晴,35℃/21℃,南风转东风,<3级
长沙,周二（1日）,多云转晴,33℃/22℃,南风转东南风,<3级
长沙,周三（2日）,晴转多云,33℃/24℃,南风转东南风,<3级
长沙,周四（3日）,晴转多云,33℃/23℃,东风转北风,<3级
长沙,周五（4日）,多云,30℃/22℃,东风转北风,<3级
长沙,周六（5日）,晴转多云,28℃/20℃,东北风转北风,<3级
长沙,周日（6日）,多云转阴,23℃/18℃,北风,3-4级转<3级
长沙,周一（7日）,阴,24℃/17℃,北风转西北风,<3级
武汉,周一（30日）,晴,34℃/23℃,南风转东南风,<3级
武汉,周二（1日）,多云,32℃/24℃,南风转东南风,<3级
武汉,周三（2日）,晴转雨,32℃/25℃,东风,<3级
武汉,周四（3日）,雨,32℃/24℃,东风转北风,<3级
武汉,周五（4日）,雨,27℃/21℃,北风,<3级
武汉,周六（5日）,多云,23℃/18℃,北风,<3级
武汉,周日（6日）,阴,21℃/16℃,东北风,3-4级
武汉,周一（7日）,阴,24℃/18℃,东北风,3-4级转<3级
广州,周一（30日）,多云,33℃/23℃,东南风转南风,<3级
广州,周二（1日）,多云,33℃/23℃,东南风转西南风,<3级
广州,周三（2日）,多云,33℃/23℃,南风,<3级
广州,周四（3日）,多云转晴,33℃/23℃,东南风转南风,<3级
广州,周五（4日）,雨,34℃/23℃,南风转北风,<3级
广州,周六（5日）,雨,33℃/21℃,西南风转北风,<3级
广州,周日（6日）,多云,31℃/21℃,东北风转北风,<3级
广州,周一（7日）,多云,30℃/21℃,东北风转北风,<3级
南宁,周一（30日）,晴,32℃/21℃,南风转东风,<3级
南宁,周二（1日）,晴,31℃/22℃,南风转东南风,<3级
南宁,周三（2日）,晴转雨,31℃/22℃,南风,<3级
南宁,周四（3日）,雨转晴,32℃/22℃,东南风转南风,<3级
南宁,周五（4日）,多云,32℃/22℃,东南风转南风,<3级
南宁,周六（5日）,多云转雨,32℃/21℃,南风转北风,<3级
南宁,周日（6日）,雨,30℃/21℃,东北风转北风,<3级
南宁,周一（7日）,晴转多云,30℃/21℃,东风转北风,<3级
贵阳,周一（30日）,多云,26℃/15℃,南风,<3级
贵阳,周二（1日）,阴转多云,25℃/17℃,南风,<3级
贵阳,周三（2日）,阴转雨,25℃/17℃,南风,<3级
贵阳,周四（3日）,雨,25℃/17℃,东南风转南风,<3级
贵阳,周五（4日）,雨,26℃/18℃,南风,<3级
贵阳,周六（5日）,雨,25℃/16℃,南风转东南风,<3级
贵阳,周日（6日）,雨,22℃/17℃,南风转东风,<3级
贵阳,周一（7日）,多云转雨,21℃/15℃,东南风转东风,<3级
昆明,周一（30日）,雨转阴,23℃/13℃,西南风,<3级
昆明,周二（1日）,雨,23℃/14℃,西南风,<3级
昆明,周三（2日）,雨,23℃/15℃,西南风转南风,<3级
昆明,周四（3日）,雨转多云,23℃/14℃,西南风转南风,<3级
昆明,周五（4日）,雨,23℃/16℃,西南风转南风,<3级
昆明,周六（5日）,雨,22℃/15℃,西南风转南风,<3级
昆明,周日（6日）,雨,22℃/15℃,西南风转南风,<3级
昆明,周一（7日）,雨,21℃/13℃,南风转东南风,<3级
成都,周一（30日）,雨,27℃/20℃,东风转北风,<3级
成都,周二（1日）,雨,26℃/20℃,东风转东北风,<3级
成都,周三（2日）,雨,24℃/19℃,东北风转北风,<3级
成都,周四（3日）,雨,22℃/19℃,东北风转东风,<3级
成都,周五（4日）,多云转雨,22℃/19℃,东北风转北风,<3级
成都,周六（5日）,雨,22℃/19℃,东风转东北风,<3级
成都,周日（6日）,阴转雨,19℃/17℃,东北风,<3级
成都,周一（7日）,阴,18℃/16℃,东北风,<3级
拉萨,周一（30日）,雨,14℃/6℃,南风,<3级
拉萨,周二（1日）,雨,15℃/7℃,西南风转南风,<3级
拉萨,周三（2日）,雨转阴,15℃/7℃,南风,<3级
拉萨,周四（3日）,雨转阴,16℃/8℃,南风,<3级
拉萨,周五（4日）,多云,16℃/7℃,南风,<3级
拉萨,周六（5日）,多云,16℃/7℃,南风,<3级
拉萨,周日（6日）,雨,15℃/7℃,南风,<3级
拉萨,周一（7日）,雨,14℃/7℃,南风,<3级
西宁,周一（30日）,多云转阴,21℃/7℃,东北风转东南风,<3级
西宁,周二（1日）,阴转雨,20℃/8℃,南风转东风,<3级
西宁,周三（2日）,雨转多云,13℃/5℃,东南风,<3级
西宁,周四（3日）,雨,13℃/6℃,东南风转东风,<3级
西宁,周五（4日）,雨,12℃/6℃,东北风,<3级
西宁,周六（5日）,雨,9℃/4℃,东风,<3级
西宁,周日（6日）,阴,11℃/5℃,东风转东南风,<3级
西宁,周一（7日）,雨,11℃/5℃,南风,<3级
乌鲁木齐,周一（30日）,雨,12℃/6℃,西北风,<3级
乌鲁木齐,周二（1日）,阴转多云,12℃/6℃,北风转西北风,<3级
乌鲁木齐,周三（2日）,多云转阴,13℃/5℃,北风转西南风,<3级
乌鲁木齐,周四（3日）,多云,16℃/8℃,东北风转西风,<3级
乌鲁木齐,周五（4日）,多云,16℃/8℃,北风转东南风,<3级
乌鲁木齐,周六（5日）,多云,18℃/8℃,东风转东南风,<3级
乌鲁木齐,周日（6日）,多云,19℃/9℃,东北风转南风,<3级
乌鲁木齐,周一（7日）,多云,19℃/9℃,东北风转南风,<3级
西安,周一（30日）,阴转晴,25℃/12℃,西南风转南风,<3级
西安,周二（1日）,晴转多云,25℃/13℃,西南风,<3级
西安,周三（2日）,阴转雨,22℃/2℃,西北风转南风,<3级
西安,周四（3日）,雨转晴,11℃/0℃,西北风转西风,<3级
西安,周五（4日）,晴转多云,13℃/0℃,西南风转南风,<3级
西安,周六（5日）,阴,12℃/0℃,西北风转西风,<3级
西安,周日（6日）,多云,13℃/1℃,西北风转西南风,<3级
西安,周一（7日）,多云,14℃/0℃,西北风转西风,<3级
郑州,周一（30日）,晴转多云,33℃/22℃,南风转东南风,<3级
郑州,周二（1日）,阴转晴,32℃/22℃,南风转东北风,<3级
郑州,周三（2日）,阴转雨,29℃/17℃,东南风转东北风,<3级转3-4级
郑州,周四（3日）,雨,19℃/12℃,东北风,4-5级转3-4级
郑州,周五（4日）,雨,13℃/11℃,东北风,3-4级
郑州,周六（5日）,阴,16℃/12℃,东北风转北风,3-4级转<3级
郑州,周日（6日）,阴,18℃/13℃,东北风转北风,3-4级转<3级
郑州,周一（7日）,多云,22℃/13℃,东北风转西风,<3级
呼和浩特,周一（30日）,雨转阴,23℃/11℃,西南风转南风,4-5级转<3级
呼和浩特,周二（1日）,多云转阴,24℃/9℃,西南风转东北风,<3级
呼和浩特,周三（2日）,雨转多云,14℃/1℃,北风转东北风,3-4级转<3级
呼和浩特,周四（3日）,多云转阴,14℃/5℃,东北风,<3级
呼和浩特,周五（4日）,阴,12℃/3℃,东北风,<3级
呼和浩特,周六（5日）,阴转多云,13℃/3℃,东北风,<3级
呼和浩特,周日（6日）,多云转阴,13℃/3℃,东北风,3-4级转<3级
呼和浩特,周一（7日）,阴,14℃/4℃,东风转东南风,<3级
石家庄,周一（30日）,多云,31℃/18℃,南风,<3级
石家庄,周二（1日）,阴转多云,30℃/18℃,东南风转西风,<3级
石家庄,周三（2日）,阴转雨,30℃/10℃,东南风转东北风,<3级
石家庄,周四（3日）,阴,16℃/9℃,东风转东北风,<3级
石家庄,周五（4日）,雨转阴,15℃/8℃,东北风,<3级
石家庄,周六（5日）,阴,18℃/8℃,东北风转西北风,<3级
石家庄,周日（6日）,阴,21℃/8℃,东北风转西南风,<3级
石家庄,周一（7日）,多云转阴,23℃/10℃,东北风转西风,<3级
沈阳,周一（30日）,多云,27℃/17℃,西南风转南风,3-4级转<3级
沈阳,周二（1日）,多云转阴,27℃/16℃,南风,3-4级转<3级
沈阳,周三（2日）,阴转雨,21℃/5℃,北风,3-4级转<3级
沈阳,周四（3日）,雨转阴,14℃/4℃,东北风转北风,3-4级转<3级
沈阳,周五（4日）,阴转多云,17℃/5℃,东北风转北风,<3级转3-4级
沈阳,周六（5日）,阴,14℃/5℃,北风转东北风,<3级
沈阳,周日（6日）,多云,17℃/5℃,北风,3-4级转<3级
沈阳,周一（7日）,多云,18℃/7℃,北风,3-4级转<3级
长春,周一（30日）,阴转晴,25℃/17℃,西南风转南风,4-5级转3-4级
长春,周二（1日）,晴转阴,25℃/15℃,西南风转南风,4-5级转3-4级
长春,周三（2日）,阴转雨,19℃/5℃,北风,3-4级转<3级
长春,周四（3日）,阴转晴,13℃/3℃,北风转南风,<3级
长春,周五（4日）,阴,14℃/4℃,东风,<3级
长春,周六（5日）,阴,13℃/2℃,东风转西南风,<3级
长春,周日（6日）,晴转多云,14℃/3℃,北风转西南风,<3级
长春,周一（7日）,多云,16℃/6℃,北风转西风,<3级
哈尔滨,周一（30日）,多云转晴,25℃/18℃,西南风转南风,3-4级
哈尔滨,周二（1日）,多云,24℃/16℃,西南风转南风,3-4级
哈尔滨,周三（2日）,阴转雨,19℃/5℃,西南风转西北风,<3级
哈尔滨,周四（3日）,多云转晴,13℃/4℃,西北风转南风,<3级
哈尔滨,周五（4日）,多云,15℃/4℃,南风,<3级
哈尔滨,周六（5日）,阴,13℃/2℃,西南风,<3级
哈尔滨,周日（6日）,阴,14℃/3℃,西南风,<3级
哈尔滨,周一（7日）,阴,16℃/4℃,西北风转西风,<3级
重庆,周一（30日）,多云转阴,31℃/22℃,东南风转东风,<3级
重庆,周二（1日）,阴,30℃/23℃,东北风转东风,<3级
重庆,周三（2日）,多云转雨,31℃/23℃,南风转东北风,<3级
重庆,周四（3日）,雨,27℃/22℃,南风转东南风,<3级
重庆,周五（4日）,雨,28℃/22℃,南风转东南风,<3级
重庆,周六（5日）,雨,27℃/21℃,南风转东风,<3级
重庆,周日（6日）,雨,26℃/20℃,北风,<3级
重庆,周一（7日）,雨,24℃/18℃,东北风,<3级
上海,周一（30日）,多云转晴,26℃/21℃,东北风转东风,<3级
上海,周二（1日）,晴转多云,26℃/21℃,东南风,<3级
上海,周三（2日）,晴转阴,26℃/22℃,东南风转东风,<3级
上海,周四（3日）,阴,25℃/22℃,东风转东北风,3-4级
上海,周五（4日）,阴转多云,24℃/21℃,北风转东南风,3-4级
上海,周六（5日）,雨转多云,23℃/20℃,北风,3-4级
上海,周日（6日）,多云转雨,23℃/20℃,北风转西北风,3-4级转4-5级
上海,周一（7日）,雨转多云,22℃/19℃,北风,5-6级转4-5级
天津,周一（30日）,多云转阴,30℃/23℃,南风,3-4级转<3级
天津,周二（1日）,阴转多云,29℃/22℃,西南风,3-4级转<3级
天津,周三（2日）,阴转雨,28℃/13℃,东风转东北风,5-6级转3-4级
天津,周四（3日）,多云转阴,17℃/13℃,东风转东北风,<3级
天津,周五（4日）,阴,19℃/13℃,东风转北风,<3级转3-4级
天津,周六（5日）,阴,19℃/13℃,东北风,<3级
天津,周日（6日）,多云转阴,20℃/13℃,东北风转西风,<3级
天津,周一（7日）,多云,22℃/13℃,北风转西风,<3级
北京,周一（30日）,多云,30℃/17℃,南风转东南风,3-4级转<3级
北京,周二（1日）,多云,29℃/17℃,南风转北风,<3级
北京,周三（2日）,多云转雨,28℃/9℃,东风转东南风,<3级
北京,周四（3日）,阴,18℃/9℃,东南风转东风,<3级
北京,周五（4日）,阴,19℃/9℃,南风转北风,<3级
北京,周六（5日）,阴,20℃/8℃,东风转北风,<3级
北京,周日（6日）,多云转阴,21℃/9℃,东北风转西北风,<3级
北京,周一（7日）,多云,23℃/11℃,北风转西北风,<3级
