City_ID,City_EN,City_CN,Country_code,Country_EN,Country_CN,Province_EN,Province_CN,Admin_ district_EN,Admin_ district_CN,Latitude,Longitude,AD_code,
CN101050507,lanxi,兰西,CN,China,中国,heilongjiang,黑龙江,suihua,绥化,46.259037,126.289314,231222,
CN101050508,qinggang,青冈,CN,China,中国,heilongjiang,黑龙江,suihua,绥化,46.686596,126.11227,231223,
CN101050509,qingan,庆安,CN,China,中国,heilongjiang,黑龙江,suihua,绥化,46.879204,127.510025,231224,
CN101050510,suiling,绥棱,CN,China,中国,heilongjiang,黑龙江,suihua,绥化,47.247196,127.11112,231226,
CN101050511,beilin,北林,CN,China,中国,heilongjiang,黑龙江,suihua,绥化,46.63491,126.99066,231202,
CN101050601,heihe,黑河,CN,China,中国,heilongjiang,黑龙江,heihe,黑河,50.249584,127.49902,"231101,231100",
CN101050602,nenjiang,嫩江,CN,China,中国,heilongjiang,黑龙江,heihe,黑河,49.17746,125.229904,231121,
CN101050603,sunwu,孙吴,CN,China,中国,heilongjiang,黑龙江,heihe,黑河,49.423943,127.32732,231124,
CN101050604,xunke,逊克,CN,China,中国,heilongjiang,黑龙江,heihe,黑河,49.582973,128.47615,231123,
CN101050605,wudalianchi,五大连池,CN,China,中国,heilongjiang,黑龙江,heihe,黑河,48.512688,126.19769,231182,
CN101050606,beian,北安,CN,China,中国,heilongjiang,黑龙江,heihe,黑河,48.245438,126.508736,231181,
CN101050607,aihui,爱辉,CN,China,中国,heilongjiang,黑龙江,heihe,黑河,50.249027,127.49764,231102,
CN101050701,daxinganling,大兴安岭,CN,China,中国,heilongjiang,黑龙江,daxinganling,大兴安岭,52.335262,124.711525,"232700,232701",
CN101050702,tahe,塔河,CN,China,中国,heilongjiang,黑龙江,daxinganling,大兴安岭,52.335228,124.71052,232722,
CN101050703,mohe,漠河,CN,China,中国,heilongjiang,黑龙江,daxinganling,大兴安岭,52.972073,122.536255,232723,
CN101050704,huma,呼玛,CN,China,中国,heilongjiang,黑龙江,daxinganling,大兴安岭,51.726997,126.6621,232721,
CN101050705,huzhong,呼中,CN,China,中国,heilongjiang,黑龙江,daxinganling,大兴安岭,52.03336,123.5863,232721,
CN101050706,xinlin,新林,CN,China,中国,heilongjiang,黑龙江,daxinganling,大兴安岭,51.67373,124.395004,232721,
CN101050708,jiagedaqi,加格达奇,CN,China,中国,heilongjiang,黑龙江,daxinganling,大兴安岭,50.408726,124.13959,"232701,232701",
CN101050801,yichun,伊春,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.726852,128.89928,"230701,230700,230702",
CN101050802,wuyiling,乌伊岭,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,48.59112,129.43785,230714,
CN101050803,wuying,五营,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,48.108204,129.24503,230710,
CN101050804,tieli,铁力,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,46.98577,128.03056,230781,
CN101050805,jiayin,嘉荫,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,48.891376,130.39769,230722,
CN101050806,nancha,南岔,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.137314,129.28246,230703,
CN101050807,youhao,友好,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.8543,128.83896,230704,
CN101050808,xilin,西林,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.47944,129.31145,230705,
CN101050809,cuiluan,翠峦,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.726227,128.67175,230706,
CN101050810,xinqing,新青,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,48.288292,129.52995,230707,
CN101050811,meixi,美溪,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.6361,129.1334,230708,
CN101050812,jinshantun,金山屯,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.41295,129.43594,230709,
CN101050813,wumahe,乌马河,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.72696,128.80295,230711,
CN101050814,tangwanghe,汤旺河,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,48.45365,129.57224,230712,
CN101050815,dailing,带岭,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.02753,129.02115,230713,
CN101050816,hongxing,红星,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,48.23837,129.3888,230715,
CN101050817,shangganling,上甘岭,CN,China,中国,heilongjiang,黑龙江,yichun,伊春,47.974857,129.02509,230716,
CN101050901,daqing,大庆,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,46.590733,125.11272,"230601,230600",
CN101050902,lindian,林甸,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,47.186413,124.87774,230623,
CN101050903,zhaozhou,肇州,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,45.708687,125.273254,230621,
CN101050904,zhaoyuan,肇源,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,45.518833,125.08197,230622,
CN101050905,duerbote,杜尔伯特,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,46.865974,124.44626,230624,
CN101050906,saertu,萨尔图,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,46.596355,125.11464,230602,
CN101050907,longfeng,龙凤,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,46.573948,125.1458,230603,
CN101050908,ranghulu,让胡路,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,46.653255,124.86834,230604,
CN101050909,honggang,红岗,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,46.40305,124.88953,230605,
CN101050910,datong,大同,CN,China,中国,heilongjiang,黑龙江,daqing,大庆,46.034306,124.81851,230606,
CN101051001,xinxing,新兴,CN,China,中国,heilongjiang,黑龙江,qitaihe,七台河,45.79426,130.88948,230902,
CN101051002,qitaihe,七台河,CN,China,中国,heilongjiang,黑龙江,qitaihe,七台河,45.771267,131.01558,"230901,230900",
CN101051003,boli,勃利,CN,China,中国,heilongjiang,黑龙江,qitaihe,七台河,45.75157,130.57503,230921,
CN101051004,taoshan,桃山,CN,China,中国,heilongjiang,黑龙江,qitaihe,七台河,45.771217,131.01585,230903,
CN101051005,qiezihe,茄子河,CN,China,中国,heilongjiang,黑龙江,qitaihe,七台河,45.77659,131.07156,230904,
CN101051101,jixi,鸡西,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.300045,130.97597,"230301,230300",
CN101051102,hulin,虎林,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.767986,132.97388,230381,
CN101051103,mishan,密山,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.54725,131.87413,230382,
CN101051104,jidong,鸡东,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.250893,131.14891,230321,
CN101051105,jiguan,鸡冠,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.30034,130.97438,230302,
CN101051106,hengshan,恒山,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.21324,130.91063,230303,
CN101051107,didao,滴道,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.348812,130.84682,230304,
CN101051108,lishu,梨树,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.092194,130.69778,230305,
CN101051109,chengzihe,城子河,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.33825,131.0105,230306,
CN101051110,mashan,麻山,CN,China,中国,heilongjiang,黑龙江,jixi,鸡西,45.209606,130.48112,230307,
CN101051201,hegang,鹤岗,CN,China,中国,heilongjiang,黑龙江,hegang,鹤岗,47.332085,130.27748,"230401,230400",
CN101051202,suibin,绥滨,CN,China,中国,heilongjiang,黑龙江,hegang,鹤岗,47.28989,131.86052,230422,
CN101051203,luobei,萝北,CN,China,中国,heilongjiang,黑龙江,hegang,鹤岗,47.577576,130.82909,230421,
CN101051204,xiangyang,向阳,CN,China,中国,heilongjiang,黑龙江,hegang,鹤岗,47.34537,130.29248,230402,
CN101051205,gongnong,工农,CN,China,中国,heilongjiang,黑龙江,hegang,鹤岗,47.331676,130.27666,230403,
CN101051206,nanshan,南山,CN,China,中国,heilongjiang,黑龙江,hegang,鹤岗,47.31324,130.27553,230404,
CN101051207,xingan,兴安,CN,China,中国,heilongjiang,黑龙江,hegang,鹤岗,47.25291,130.23618,230405,
CN101051208,dongshan,东山,CN,China,中国,heilongjiang,黑龙江,hegang,鹤岗,47.337383,130.31714,230406,
CN101051209,xingshan,兴山,CN,China,中国,heilongjiang,黑龙江,hegang,鹤岗,47.35997,130.30534,230407,
CN101051301,shuangyashan,双鸭山,CN,China,中国,heilongjiang,黑龙江,shuangyashan,双鸭山,46.64344,131.1573,"230501,230500",
CN101051302,jixian,集贤,CN,China,中国,heilongjiang,黑龙江,shuangyashan,双鸭山,46.72898,131.13933,230521,
CN101051303,baoqing,宝清,CN,China,中国,heilongjiang,黑龙江,shuangyashan,双鸭山,46.32878,132.20642,230523,
CN101051304,raohe,饶河,CN,China,中国,heilongjiang,黑龙江,shuangyashan,双鸭山,46.80129,134.02116,230524,
CN101051305,youyi,友谊,CN,China,中国,heilongjiang,黑龙江,shuangyashan,双鸭山,46.775158,131.81062,230522,
CN101051306,jianshan,尖山,CN,China,中国,heilongjiang,黑龙江,shuangyashan,双鸭山,46.64296,131.15897,230502,
CN101051307,lingdong,岭东,CN,China,中国,heilongjiang,黑龙江,shuangyashan,双鸭山,46.591076,131.16368,230503,
CN101051308,sifangtai,四方台,CN,China,中国,heilongjiang,黑龙江,shuangyashan,双鸭山,46.594345,131.33318,230505,
CN101051309,baoshan,宝山,CN,China,中国,heilongjiang,黑龙江,shuangyashan,双鸭山,46.573364,131.4043,230506,
CN101060101,changchun,长春,CN,China,中国,jilin,吉林,changchun,长春,43.88684,125.3245,"220101,220100,220000",
CN101060102,nongan,农安,CN,China,中国,jilin,吉林,changchun,长春,44.43126,125.175285,220122,
CN101060103,dehui,德惠,CN,China,中国,jilin,吉林,changchun,长春,44.53391,125.70332,220183,
CN101060104,jiutai,九台,CN,China,中国,jilin,吉林,changchun,长春,44.157154,125.84468,220113,
