name,site,title,type,belong,nature,website
山西大学商务学院,山西,——,财经,山西省教育厅,独立学院,www.sdsy.sxu.edu.cn
山西农业大学信息学院,山西,——,农业,山西省教育厅,独立学院,www.cisau.com.cn
新疆大学科学技术学院,新疆,——,综合,新疆维吾尔自治区教育厅,独立学院,www.kj.xju.edu.cn
新疆农业大学科学技术学院,新疆,——,农业,新疆维吾尔自治区教育厅,独立学院,http://www.xjstc.net/
江南大学太湖学院,江苏,——,综合,——,独立学院,www.thxy.org
东北大学大连艺术学院,辽宁,——,综合,——,独立学院,http://www.dac.edu.cn
吉林艺术学院动画学院,吉林,——,综合,——,独立学院,www.jldh.com.cn
安徽工程科技学院机电学院,安徽,——,工科,——,独立学院,www.ahpu.edu.cn
安徽工业大学工商学院,安徽,——,工科,安徽省教育厅,独立学院,http://icczs.ahut.edu.cn
安徽师范大学皖江学院,安徽,——,师范,安徽省教育厅,独立学院,——
安徽医科大学临床医学院,安徽,——,医药,安徽省教育厅,独立学院,http://cc.ahmu.edu.cn
阜阳师范学院信息工程学院,安徽,——,综合,安徽省教育厅,独立学院,www.fync.edu.cn
吉林师范大学博达学院,吉林,——,师范,吉林省教育厅,独立学院,www.bdxy.com.cn
长春大学旅游学院,吉林,——,综合,吉林省教育厅,独立学院,www.cctourcollege.com
山东科技大学泰山科技学院,山东,——,综合,山东省教育厅,独立学院,http://taxq.sdust.edu.cn
上海外国语大学贤达经济人文学院,上海,——,财经,上海市教育委员会,独立学院,——
温州大学城市学院,浙江,——,综合,浙江省教育厅,独立学院,www.wucc.cn
广西师范大学漓江学院,广西,——,综合,广西壮族自治区教育厅,独立学院,——
广西师范学院师园学院,广西,——,综合,广西壮族自治区教育厅,独立学院,www.gxsyu.com
桂林工学院博文管理学院,广西,——,综合,——,独立学院,http://www.bwgl.cn
南京大学金陵学院,江苏,——,综合,江苏省教育厅,独立学院,http://jlxy.nju.edu.cn
贵州民族学院人文科技学院,贵州,——,民族,贵州省教育厅,独立学院,http://www.gzmyrw.cn/
遵义医学院医学与科技学院,贵州,——,医药,贵州省教育厅,独立学院,http://www.zmc.edu.cn/
南京理工大学紫金学院,江苏,——,工科,江苏省教育厅,独立学院,http://zj.njust.edu.cn
广东工业大学华立学院,广东,——,工科,广东省教育厅,独立学院,http://www.hualixy.com/index.asp
广州大学松田学院,广东,——,综合,广东省教育厅,独立学院,www.sontan.net
成都理工大学工程技术学院,四川,——,工科,四川省教育厅,独立学院,http://www.cdutetc.cn/default.jsp
四川师范大学成都学院,四川,——,工科,四川省教育厅,独立学院,——
西安交通大学城市学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.xjtucc.cn/
西北大学现代学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.xdxd.cn/
南京理工大学泰州科技学院,江苏,——,工科,江苏省教育厅,独立学院,www.njusttz.edu.cn
东莞理工学院城市学院,广东,——,工科,广东省教育厅,独立学院,http://csxy.dgut.edu.cn/
北京航空航天大学北海学院,广西,——,综合,广西壮族自治区教育厅,独立学院,www.bh.buaa.edu.cn
上海师范大学天华学院,上海,211,综合,上海市教育委员会,独立学院,http
中山大学新华学院,广东,——,综合,广东省教育厅,独立学院,http://xh.sysu.edu.cn
四川大学锦城学院,四川,——,综合,四川省教育厅,独立学院,http://www.scujcc.com.cn/
南京师范大学中北学院,江苏,——,综合,江苏省教育厅,独立学院,http://zb.njnu.edu.cn/
南京医科大学康达学院,江苏,——,综合,江苏省教育厅,独立学院,http://kdc.njmu.edu.cn
南京中医药大学翰林学院,江苏,——,综合,江苏省教育厅,独立学院,http://www.hlxy.edu.cn/
苏州大学文正学院,江苏,——,综合,江苏省教育厅,独立学院,www.sdwz.cn
苏州大学应用技术学院,江苏,——,综合,江苏省教育厅,独立学院,http://tec.suda.edu.cn
苏州科技学院天平学院,江苏,——,综合,江苏省教育厅,独立学院,http://tpxy.usts.edu.cn
扬州大学广陵学院,江苏,——,综合,江苏省教育厅,独立学院,http://glxy.yzu.edu.cn
徐州师范大学科文学院,江苏,——,综合,江苏省教育厅,独立学院,http://kwxy.xznu.edu.cn/
南京财经大学红山学院,江苏,——,综合,江苏省教育厅,独立学院,http://hs.njue.edu.cn
江苏工业学院怀德学院,江苏,——,综合,——,独立学院,http://hdc.cczu..edu.cn
南通大学杏林学院,江苏,——,综合,江苏省教育厅,独立学院,http://xlxy.ntu.edu.cn/
中国海洋大学青岛学院,山东,——,综合,——,独立学院,http://www.oucqdc.edu.cn
曲阜师范大学杏坛学院,山东,——,综合,山东省教育厅,独立学院,http://www.qlit.edu.cn
华南农业大学珠江学院,广东,——,农业,广东省教育厅,独立学院,http://www.scauzhujiang.cn/
湖南师范大学树达学院,湖南,——,师范,湖南省教育厅,独立学院,http://sdw.hunnu.edu.cn
湖南文理学院芙蓉学院,湖南,——,综合,——,独立学院,www.hnuf.cn
湖南理工学院南湖学院,湖南,——,工科,湖南省教育厅,独立学院,www.hnist.cn
衡阳师范学院南岳学院,湖南,——,师范,湖南省教育厅,独立学院,http://nyxy.hynu.cn
湖南中医药大学湘杏学院,湖南,——,医药,湖南省教育厅,独立学院,http://xxxy.hnctcm.edu.cn/
广东技术师范学院天河学院,广东,——,工科,广东省教育厅,独立学院,www.thxy.cn
东南大学成贤学院,江苏,——,综合,江苏省教育厅,独立学院,http://cxxy.seu.edu.cn
西安欧亚学院,陕西,——,财经,陕西省教育厅,本科,http://www.eurasia.edu/
上海建桥学院,上海,——,综合,上海市教育委员会,本科,http://zsb.gench.edu.cn
福建师范大学闽南科技学院,福建,——,工科,福建省教育厅,独立学院,www.mnkjxy.com
福建农林大学东方学院,福建,——,工科,福建省教育厅,独立学院,www.fafuoc.com
武汉大学珞珈学院,湖北,——,综合,湖北省教育厅,独立学院,http://luojia
沈阳建筑大学城市建设学院,辽宁,——,工科,辽宁省教育厅,独立学院,www.sjcy.cn
大连医科大学中山学院,辽宁,——,医药,辽宁省教育厅,独立学院,www.dmuzs.edu.cn
辽宁师范大学海华学院,辽宁,——,师范,辽宁省教育厅,独立学院,www.lshhxy.cn
湖北工业大学工程技术学院,湖北,——,工科,湖北省教育厅,独立学院,http://gcxy.hbut.edu.cn
武汉科技学院外经贸学院,湖北,——,财经,——,独立学院,www.cibewuse.org
湖北民族学院科技学院,湖北,——,工科,湖北省教育厅,独立学院,www.hbmykjxy.com
湖北经济学院法商学院,湖北,——,财经,湖北省教育厅,独立学院,http://fsxy.hbue.edu.cn
武汉体育学院体育科技学院,湖北,——,体育,湖北省教育厅,独立学院,www.kjxy.wipe.edu.cn
襄樊学院理工学院,湖北,——,工科,湖北省教育厅,独立学院,http://www.hbasstu.net
孝感学院新技术学院,湖北,——,工科,湖北省教育厅,独立学院,http://www.hbeutc.cn
浙江工业大学之江学院,浙江,——,工科,浙江省教育厅,独立学院,www.zjc.zjut.edu.cn
浙江师范大学行知学院,浙江,——,综合,浙江省教育厅,独立学院,http://xz.zjnu.edu.cn.zs
宁波大学科学技术学院,浙江,——,综合,浙江省教育厅,独立学院,——
杭州电子科技大学信息工程学院,浙江,——,工科,浙江省教育厅,独立学院,www.hziee.edu.cn
浙江理工大学科技与艺术学院,浙江,——,工科,浙江省教育厅,独立学院,www.ky.zstu.edu.cn
浙江海洋学院东海科学技术学院,浙江,——,农业,浙江省教育厅,独立学院,http://dk.zjou.edu.cn
浙江林学院天目学院,浙江,——,林业,——,独立学院,http://tmxy.zafu.edu.cn/
温州医学院仁济学院,浙江,——,医药,浙江省教育厅,独立学院,www.wzmc.net
浙江中医药大学滨江学院,浙江,——,医药,浙江省教育厅,独立学院,http://bjxy.zjtcm.net
湖州师范学院求真学院,浙江,——,师范,浙江省教育厅,独立学院,www.hutc.zj.cn
绍兴文理学院元培学院,浙江,——,师范,浙江省教育厅,独立学院,www.ypcol.com
温州大学瓯江学院,浙江,——,师范,浙江省教育厅,独立学院,www.ojc.zj.cn
浙江工商大学杭州商学院,浙江,——,财经,浙江省教育厅,独立学院,http://hsy.zjgsu.edu.cn/
嘉兴学院南湖学院,浙江,——,财经,浙江省教育厅,独立学院,http://nhxy.zjxu.edu.cn
浙江财经学院东方学院,浙江,——,财经,浙江省教育厅,独立学院,www.zufedfc.edu.cn
大庆石油学院华瑞学院,黑龙江,——,工科,——,独立学院,——
黑龙江大学剑桥学院,黑龙江,——,综合,——,独立学院,www.jqu.net.cn
青岛理工大学琴岛学院,山东,——,工科,山东省教育厅,独立学院,——
中国石油大学胜利学院,山东,——,工科,山东省教育厅,独立学院,www.pusc.cn
赣南师范学院科技学院,江西,——,师范,江西省教育厅,独立学院,www.gnsyky.cn
福州大学阳光学院,福建,——,工科,福建省教育厅,独立学院,http://ygxy.fzu.edu.cn
福州大学至诚学院,福建,——,综合,福建省教育厅,独立学院,www.fdzcxy.com
河南师范大学新联学院,河南,——,师范,河南省教育厅,独立学院,http://www.xlxy.edu.cn/
信阳师范学院华锐学院,河南,——,师范,河南省教育厅,独立学院,http://www.hrxy.edu.cn/
安阳师范学院人文管理学院,河南,——,师范,河南省教育厅,独立学院,http://shm.aynu.edu.cn
河南理工大学万方科技学院,河南,——,工科,河南省教育厅,独立学院,www.hpu.edu.cn
兰州交通大学博文学院,甘肃,——,工科,甘肃省教育厅,独立学院,http://www.bowenedu.cn/
兰州理工大学技术工程学院,甘肃,——,工科,甘肃省教育厅,独立学院,Http://www.lutcte.cn
山西大学商务学院,山西,——,财经,山西省教育厅,独立学院,www.sdsy.sxu.edu.cn
山西农业大学信息学院,山西,——,农业,山西省教育厅,独立学院,www.cisau.com.cn
新疆大学科学技术学院,新疆,——,综合,新疆维吾尔自治区教育厅,独立学院,www.kj.xju.edu.cn
新疆农业大学科学技术学院,新疆,——,农业,新疆维吾尔自治区教育厅,独立学院,http://www.xjstc.net/
江南大学太湖学院,江苏,——,综合,——,独立学院,www.thxy.org
东北大学大连艺术学院,辽宁,——,综合,——,独立学院,http://www.dac.edu.cn
吉林艺术学院动画学院,吉林,——,综合,——,独立学院,www.jldh.com.cn
安徽工程科技学院机电学院,安徽,——,工科,——,独立学院,www.ahpu.edu.cn
安徽工业大学工商学院,安徽,——,工科,安徽省教育厅,独立学院,http://icczs.ahut.edu.cn
安徽师范大学皖江学院,安徽,——,师范,安徽省教育厅,独立学院,——
安徽医科大学临床医学院,安徽,——,医药,安徽省教育厅,独立学院,http://cc.ahmu.edu.cn
阜阳师范学院信息工程学院,安徽,——,综合,安徽省教育厅,独立学院,www.fync.edu.cn
吉林师范大学博达学院,吉林,——,师范,吉林省教育厅,独立学院,www.bdxy.com.cn
长春大学旅游学院,吉林,——,综合,吉林省教育厅,独立学院,www.cctourcollege.com
山东科技大学泰山科技学院,山东,——,综合,山东省教育厅,独立学院,http://taxq.sdust.edu.cn
上海外国语大学贤达经济人文学院,上海,——,财经,上海市教育委员会,独立学院,——
温州大学城市学院,浙江,——,综合,浙江省教育厅,独立学院,www.wucc.cn
广西师范大学漓江学院,广西,——,综合,广西壮族自治区教育厅,独立学院,——
广西师范学院师园学院,广西,——,综合,广西壮族自治区教育厅,独立学院,www.gxsyu.com
桂林工学院博文管理学院,广西,——,综合,——,独立学院,http://www.bwgl.cn
南京大学金陵学院,江苏,——,综合,江苏省教育厅,独立学院,http://jlxy.nju.edu.cn
贵州民族学院人文科技学院,贵州,——,民族,贵州省教育厅,独立学院,http://www.gzmyrw.cn/
遵义医学院医学与科技学院,贵州,——,医药,贵州省教育厅,独立学院,http://www.zmc.edu.cn/
南京理工大学紫金学院,江苏,——,工科,江苏省教育厅,独立学院,http://zj.njust.edu.cn
广东工业大学华立学院,广东,——,工科,广东省教育厅,独立学院,http://www.hualixy.com/index.asp
广州大学松田学院,广东,——,综合,广东省教育厅,独立学院,www.sontan.net
成都理工大学工程技术学院,四川,——,工科,四川省教育厅,独立学院,http://www.cdutetc.cn/default.jsp
四川师范大学成都学院,四川,——,工科,四川省教育厅,独立学院,——
西安交通大学城市学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.xjtucc.cn/
西北大学现代学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.xdxd.cn/
南京理工大学泰州科技学院,江苏,——,工科,江苏省教育厅,独立学院,www.njusttz.edu.cn
东莞理工学院城市学院,广东,——,工科,广东省教育厅,独立学院,http://csxy.dgut.edu.cn/
北京航空航天大学北海学院,广西,——,综合,广西壮族自治区教育厅,独立学院,www.bh.buaa.edu.cn
上海师范大学天华学院,上海,211,综合,上海市教育委员会,独立学院,http
中山大学新华学院,广东,——,综合,广东省教育厅,独立学院,http://xh.sysu.edu.cn
四川大学锦城学院,四川,——,综合,四川省教育厅,独立学院,http://www.scujcc.com.cn/
南京师范大学中北学院,江苏,——,综合,江苏省教育厅,独立学院,http://zb.njnu.edu.cn/
南京医科大学康达学院,江苏,——,综合,江苏省教育厅,独立学院,http://kdc.njmu.edu.cn
南京中医药大学翰林学院,江苏,——,综合,江苏省教育厅,独立学院,http://www.hlxy.edu.cn/
苏州大学文正学院,江苏,——,综合,江苏省教育厅,独立学院,www.sdwz.cn
苏州大学应用技术学院,江苏,——,综合,江苏省教育厅,独立学院,http://tec.suda.edu.cn
苏州科技学院天平学院,江苏,——,综合,江苏省教育厅,独立学院,http://tpxy.usts.edu.cn
扬州大学广陵学院,江苏,——,综合,江苏省教育厅,独立学院,http://glxy.yzu.edu.cn
徐州师范大学科文学院,江苏,——,综合,江苏省教育厅,独立学院,http://kwxy.xznu.edu.cn/
南京财经大学红山学院,江苏,——,综合,江苏省教育厅,独立学院,http://hs.njue.edu.cn
江苏工业学院怀德学院,江苏,——,综合,——,独立学院,http://hdc.cczu..edu.cn
南通大学杏林学院,江苏,——,综合,江苏省教育厅,独立学院,http://xlxy.ntu.edu.cn/
中国海洋大学青岛学院,山东,——,综合,——,独立学院,http://www.oucqdc.edu.cn
曲阜师范大学杏坛学院,山东,——,综合,山东省教育厅,独立学院,http://www.qlit.edu.cn
山东师范大学历山学院,山东,——,综合,——,独立学院,——
聊城大学东昌学院,山东,——,综合,山东省教育厅,独立学院,www.lcudc.cn
河南农业大学华豫学院,河南,——,综合,——,独立学院,www.squ.net.cn
长安大学兴华学院,陕西,——,综合,——,独立学院,——
华中农业大学楚天学院,湖北,——,农业,湖北省教育厅,独立学院,www.hnctxy.com
同济大学同科学院,上海,——,综合,——,独立学院,——
西南财经大学天府学院,四川,——,财经,四川省教育厅,独立学院,www.tf
四川大学锦江学院,四川,——,综合,四川省教育厅,独立学院,——
河南财经学院成功学院,河南,——,财经,——,独立学院,www.chenggong.edu.cn
西安理工大学高科学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.xthtc.com/
西安科技大学高新学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.gx
四川音乐学院绵阳艺术学院,四川,——,艺术,四川省教育厅,独立学院,http://www.cymy.edu.cn/
西南科技大学城市学院,安徽,——,工科,四川省教育厅,独立学院,www.ccswust.com.cn
福建农林大学金山学院,福建,——,农业,福建省教育厅,独立学院,http://jsxy.fafu.edu.cn
天津财经大学珠江学院,天津,——,综合,天津市教育委员会,独立学院,http://zhujiang.tjufe.edu.cn
北京师范大学-香港浸会大学联合国际学院,广东,——,综合,——,本科,http://www.uic.edu.hk
浙江大学宁波理工学院,浙江,211,工科,浙江省教育厅,独立学院,www.nit.net.cn
北京师范大学珠海分校,广东,——,综合,广东省教育厅,独立学院,www.bnuz.edu.cn
大连理工大学城市学院,辽宁,——,工科,辽宁省教育厅,独立学院,http://city.dlut.edu.cn
浙江大学城市学院,浙江,——,工科,浙江省教育厅,独立学院,zs.zucc.edu.cn
武汉大学东湖分校,湖北,——,工科,——,独立学院,www.dh.whu.edu.cn
华中师范大学汉口分校,湖北,——,工科,——,独立学院,www.hkxytz.com
电子科技大学中山学院,广东,——,综合,广东省教育厅,独立学院,www.zsc.edu.cn
武汉科技大学中南分校,湖北,——,工科,湖北省教育厅,独立学院,www.wut.edu.cn
华中科技大学武昌分校,湖北,——,工科,湖北省教育厅,独立学院,www.hustwb.edu.cn
宁波大学科学技术学院,浙江,——,综合,浙江省教育厅,独立学院,——
杭州电子科技大学信息工程学院,浙江,——,工科,浙江省教育厅,独立学院,www.hziee.edu.cn
浙江理工大学科技与艺术学院,浙江,——,工科,浙江省教育厅,独立学院,www.ky.zstu.edu.cn
浙江海洋学院东海科学技术学院,浙江,——,农业,浙江省教育厅,独立学院,http://dk.zjou.edu.cn
浙江林学院天目学院,浙江,——,林业,——,独立学院,http://tmxy.zafu.edu.cn/
温州医学院仁济学院,浙江,——,医药,浙江省教育厅,独立学院,www.wzmc.net
浙江中医药大学滨江学院,浙江,——,医药,浙江省教育厅,独立学院,http://bjxy.zjtcm.net
湖州师范学院求真学院,浙江,——,师范,浙江省教育厅,独立学院,www.hutc.zj.cn
绍兴文理学院元培学院,浙江,——,师范,浙江省教育厅,独立学院,www.ypcol.com
温州大学瓯江学院,浙江,——,师范,浙江省教育厅,独立学院,www.ojc.zj.cn
浙江工商大学杭州商学院,浙江,——,财经,浙江省教育厅,独立学院,http://hsy.zjgsu.edu.cn/
嘉兴学院南湖学院,浙江,——,财经,浙江省教育厅,独立学院,http://nhxy.zjxu.edu.cn
浙江财经学院东方学院,浙江,——,财经,浙江省教育厅,独立学院,www.zufedfc.edu.cn
大庆石油学院华瑞学院,黑龙江,——,工科,——,独立学院,——
黑龙江大学剑桥学院,黑龙江,——,综合,——,独立学院,www.jqu.net.cn
青岛理工大学琴岛学院,山东,——,工科,山东省教育厅,独立学院,——
中国石油大学胜利学院,山东,——,工科,山东省教育厅,独立学院,www.pusc.cn
赣南师范学院科技学院,江西,——,师范,江西省教育厅,独立学院,www.gnsyky.cn
福州大学阳光学院,福建,——,工科,福建省教育厅,独立学院,http://ygxy.fzu.edu.cn
福州大学至诚学院,福建,——,综合,福建省教育厅,独立学院,www.fdzcxy.com
河南师范大学新联学院,河南,——,师范,河南省教育厅,独立学院,http://www.xlxy.edu.cn/
信阳师范学院华锐学院,河南,——,师范,河南省教育厅,独立学院,http://www.hrxy.edu.cn/
安阳师范学院人文管理学院,河南,——,师范,河南省教育厅,独立学院,http://shm.aynu.edu.cn
河南理工大学万方科技学院,河南,——,工科,河南省教育厅,独立学院,www.hpu.edu.cn
兰州交通大学博文学院,甘肃,——,工科,甘肃省教育厅,独立学院,http://www.bowenedu.cn/
兰州理工大学技术工程学院,甘肃,——,工科,甘肃省教育厅,独立学院,Http://www.lutcte.cn
山西大学商务学院,山西,——,财经,山西省教育厅,独立学院,www.sdsy.sxu.edu.cn
山西农业大学信息学院,山西,——,农业,山西省教育厅,独立学院,www.cisau.com.cn
新疆大学科学技术学院,新疆,——,综合,新疆维吾尔自治区教育厅,独立学院,www.kj.xju.edu.cn
新疆农业大学科学技术学院,新疆,——,农业,新疆维吾尔自治区教育厅,独立学院,http://www.xjstc.net/
江南大学太湖学院,江苏,——,综合,——,独立学院,www.thxy.org
东北大学大连艺术学院,辽宁,——,综合,——,独立学院,http://www.dac.edu.cn
吉林艺术学院动画学院,吉林,——,综合,——,独立学院,www.jldh.com.cn
安徽工程科技学院机电学院,安徽,——,工科,——,独立学院,www.ahpu.edu.cn
安徽工业大学工商学院,安徽,——,工科,安徽省教育厅,独立学院,http://icczs.ahut.edu.cn
安徽师范大学皖江学院,安徽,——,师范,安徽省教育厅,独立学院,——
安徽医科大学临床医学院,安徽,——,医药,安徽省教育厅,独立学院,http://cc.ahmu.edu.cn
阜阳师范学院信息工程学院,安徽,——,综合,安徽省教育厅,独立学院,www.fync.edu.cn
吉林师范大学博达学院,吉林,——,师范,吉林省教育厅,独立学院,www.bdxy.com.cn
长春大学旅游学院,吉林,——,综合,吉林省教育厅,独立学院,www.cctourcollege.com
山东科技大学泰山科技学院,山东,——,综合,山东省教育厅,独立学院,http://taxq.sdust.edu.cn
上海外国语大学贤达经济人文学院,上海,——,财经,上海市教育委员会,独立学院,——
温州大学城市学院,浙江,——,综合,浙江省教育厅,独立学院,www.wucc.cn
广西师范大学漓江学院,广西,——,综合,广西壮族自治区教育厅,独立学院,——
广西师范学院师园学院,广西,——,综合,广西壮族自治区教育厅,独立学院,www.gxsyu.com
桂林工学院博文管理学院,广西,——,综合,——,独立学院,http://www.bwgl.cn
南京大学金陵学院,江苏,——,综合,江苏省教育厅,独立学院,http://jlxy.nju.edu.cn
贵州民族学院人文科技学院,贵州,——,民族,贵州省教育厅,独立学院,http://www.gzmyrw.cn/
遵义医学院医学与科技学院,贵州,——,医药,贵州省教育厅,独立学院,http://www.zmc.edu.cn/
南京理工大学紫金学院,江苏,——,工科,江苏省教育厅,独立学院,http://zj.njust.edu.cn
广东工业大学华立学院,广东,——,工科,广东省教育厅,独立学院,http://www.hualixy.com/index.asp
广州大学松田学院,广东,——,综合,广东省教育厅,独立学院,www.sontan.net
成都理工大学工程技术学院,四川,——,工科,四川省教育厅,独立学院,http://www.cdutetc.cn/default.jsp
四川师范大学成都学院,四川,——,工科,四川省教育厅,独立学院,——
西安交通大学城市学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.xjtucc.cn/
西北大学现代学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.xdxd.cn/
南京理工大学泰州科技学院,江苏,——,工科,江苏省教育厅,独立学院,www.njusttz.edu.cn
东莞理工学院城市学院,广东,——,工科,广东省教育厅,独立学院,http://csxy.dgut.edu.cn/
北京航空航天大学北海学院,广西,——,综合,广西壮族自治区教育厅,独立学院,www.bh.buaa.edu.cn
上海师范大学天华学院,上海,211,综合,上海市教育委员会,独立学院,http
中山大学新华学院,广东,——,综合,广东省教育厅,独立学院,http://xh.sysu.edu.cn
四川大学锦城学院,四川,——,综合,四川省教育厅,独立学院,http://www.scujcc.com.cn/
南京师范大学中北学院,江苏,——,综合,江苏省教育厅,独立学院,http://zb.njnu.edu.cn/
南京医科大学康达学院,江苏,——,综合,江苏省教育厅,独立学院,http://kdc.njmu.edu.cn
南京中医药大学翰林学院,江苏,——,综合,江苏省教育厅,独立学院,http://www.hlxy.edu.cn/
苏州大学文正学院,江苏,——,综合,江苏省教育厅,独立学院,www.sdwz.cn
苏州大学应用技术学院,江苏,——,综合,江苏省教育厅,独立学院,http://tec.suda.edu.cn
苏州科技学院天平学院,江苏,——,综合,江苏省教育厅,独立学院,http://tpxy.usts.edu.cn
扬州大学广陵学院,江苏,——,综合,江苏省教育厅,独立学院,http://glxy.yzu.edu.cn
徐州师范大学科文学院,江苏,——,综合,江苏省教育厅,独立学院,http://kwxy.xznu.edu.cn/
南京财经大学红山学院,江苏,——,综合,江苏省教育厅,独立学院,http://hs.njue.edu.cn
江苏工业学院怀德学院,江苏,——,综合,——,独立学院,http://hdc.cczu..edu.cn
南通大学杏林学院,江苏,——,综合,江苏省教育厅,独立学院,http://xlxy.ntu.edu.cn/
中国海洋大学青岛学院,山东,——,综合,——,独立学院,http://www.oucqdc.edu.cn
曲阜师范大学杏坛学院,山东,——,综合,山东省教育厅,独立学院,http://www.qlit.edu.cn
山东师范大学历山学院,山东,——,综合,——,独立学院,——
聊城大学东昌学院,山东,——,综合,山东省教育厅,独立学院,www.lcudc.cn
河南农业大学华豫学院,河南,——,综合,——,独立学院,www.squ.net.cn
长安大学兴华学院,陕西,——,综合,——,独立学院,——
华中农业大学楚天学院,湖北,——,农业,湖北省教育厅,独立学院,www.hnctxy.com
同济大学同科学院,上海,——,综合,——,独立学院,——
西南财经大学天府学院,四川,——,财经,四川省教育厅,独立学院,www.tf
四川大学锦江学院,四川,——,综合,四川省教育厅,独立学院,——
河南财经学院成功学院,河南,——,财经,——,独立学院,www.chenggong.edu.cn
西安理工大学高科学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.xthtc.com/
西安科技大学高新学院,陕西,——,工科,陕西省教育厅,独立学院,http://www.gx
四川音乐学院绵阳艺术学院,四川,——,艺术,四川省教育厅,独立学院,http://www.cymy.edu.cn/
西南科技大学城市学院,安徽,——,工科,四川省教育厅,独立学院,www.ccswust.com.cn
福建农林大学金山学院,福建,——,农业,福建省教育厅,独立学院,http://jsxy.fafu.edu.cn
天津财经大学珠江学院,天津,——,综合,天津市教育委员会,独立学院,http://zhujiang.tjufe.edu.cn
北京师范大学-香港浸会大学联合国际学院,广东,——,综合,——,本科,http://www.uic.edu.hk
浙江大学宁波理工学院,浙江,211,工科,浙江省教育厅,独立学院,www.nit.net.cn
北京师范大学珠海分校,广东,——,综合,广东省教育厅,独立学院,www.bnuz.edu.cn
大连理工大学城市学院,辽宁,——,工科,辽宁省教育厅,独立学院,http://city.dlut.edu.cn
浙江大学城市学院,浙江,——,工科,浙江省教育厅,独立学院,zs.zucc.edu.cn
武汉大学东湖分校,湖北,——,工科,——,独立学院,www.dh.whu.edu.cn
华中师范大学汉口分校,湖北,——,工科,——,独立学院,www.hkxytz.com
电子科技大学中山学院,广东,——,综合,广东省教育厅,独立学院,www.zsc.edu.cn
武汉科技大学中南分校,湖北,——,工科,湖北省教育厅,独立学院,www.wut.edu.cn
华中科技大学武昌分校,湖北,——,工科,湖北省教育厅,独立学院,www.hustwb.edu.cn
兰州理工大学技术工程学院,甘肃,——,工科,甘肃省教育厅,独立学院,Http://www.lutcte.cn
山西大学商务学院,山西,——,财经,山西省教育厅,独立学院,www.sdsy.sxu.edu.cn
山西农业大学信息学院,山西,——,农业,山西省教育厅,独立学院,www.cisau.com.cn
新疆大学科学技术学院,新疆,——,综合,新疆维吾尔自治区教育厅,独立学院,www.kj.xju.edu.cn
新疆农业大学科学技术学院,新疆,——,农业,新疆维吾尔自治区教育厅,独立学院,http://www.xjstc.net/
江南大学太湖学院,江苏,——,综合,——,独立学院,www.thxy.org
东北大学大连艺术学院,辽宁,——,综合,——,独立学院,http://www.dac.edu.cn
吉林艺术学院动画学院,吉林,——,综合,——,独立学院,www.jldh.com.cn
安徽工程科技学院机电学院,安徽,——,工科,——,独立学院,www.ahpu.edu.cn
安徽工业大学工商学院,安徽,——,工科,安徽省教育厅,独立学院,http://icczs.ahut.edu.cn
安徽师范大学皖江学院,安徽,——,师范,安徽省教育厅,独立学院,——
安徽医科大学临床医学院,安徽,——,医药,安徽省教育厅,独立学院,http://cc.ahmu.edu.cn
阜阳师范学院信息工程学院,安徽,——,综合,安徽省教育厅,独立学院,www.fync.edu.cn
吉林师范大学博达学院,吉林,——,师范,吉林省教育厅,独立学院,www.bdxy.com.cn
长春大学旅游学院,吉林,——,综合,吉林省教育厅,独立学院,www.cctourcollege.com
山东科技大学泰山科技学院,山东,——,综合,山东省教育厅,独立学院,http://taxq.sdust.edu.cn
上海外国语大学贤达经济人文学院,上海,——,财经,上海市教育委员会,独立学院,——
温州大学城市学院,浙江,——,综合,浙江省教育厅,独立学院,www.wucc.cn
广西师范大学漓江学院,广西,——,综合,广西壮族自治区教育厅,独立学院,——
广西师范学院师园学院,广西,——,综合,广西壮族自治区教育厅,独立学院,www.gxsyu.com
桂林工学院博文管理学院,广西,——,综合,——,独立学院,http://www.bwgl.cn
南京大学金陵学院,江苏,——,综合,江苏省教育厅,独立学院,http://jlxy.nju.edu.cn
贵州民族学院人文科技学院,贵州,——,民族,贵州省教育厅,独立学院,http://www.gzmyrw.cn/
遵义医学院医学与科技学院,贵州,——,医药,贵州省教育厅,独立学院,http://www.zmc.edu.cn/
南京理工大学紫金学院,江苏,——,工科,江苏省教育厅,独立学院,http://zj.njust.edu.cn
广东工业大学华立学院,广东,——,工科,广东省教育厅,独立学院,http://www.hualixy.com/index.asp
广州大学松田学院,广东,——,综合,广东省教育厅,独立学院,www.sontan.net
成都理工大学工程技术学院,四川,——,工科,四川省教育厅,独立学院,http://www.cdutetc.cn/default.jsp
四川师范大学成都学院,四川,——,工科,四川省教育厅,独立学院,——
