movieId,movieName,boxInfo,sumBoxInfo,avgShowView,boxRate,showInfo,avgSeatView,date
1132519,22年后的自白,8.67,496.3万,7,<0.1%,336,9.5%,2019-01-19
1228750,照相师,5.74,855.5万,15,<0.1%,123,13.3%,2019-01-19
1242218,杨门女将之女将初征,4.96,7.2万,83,<0.1%,19,91.1%,2019-01-19
1204476,印度暴徒,3.71,6176.4万,7,<0.1%,160,10.1%,2019-01-19
487449,心灵的阳光,3.45,253.3万,105,<0.1%,12,100%,2019-01-19
248906,流浪地球,3.15,63.0万,300,<0.1%,3,--,2019-01-19
345655,云南虫谷,2.83,1.49亿,2,<0.1%,446,3.3%,2019-01-19
1228046,黄大年,2.60,187.1万,13,<0.1%,80,11.5%,2019-01-19
1133207,很高兴遇见·你,2.35,36.9万,21,<0.1%,37,26.9%,2019-01-19
1229768,两只小猪之勇闯神秘岛,2.05,460.9万,12,<0.1%,36,10.1%,2019-01-19
1212192,差等生乔曦,1.99,3.0万,40,<0.1%,5,59.7%,2019-01-19
1189514,断片之险途夺宝,1.99,5034.8万,7,<0.1%,105,11.2%,2019-01-19
345036,地球最后的夜晚,1.99,2.82亿,6,<0.1%,82,9.9%,2019-01-19
1200265,叶问外传：张天志,1.92,1.31亿,3,<0.1%,192,3.7%,2019-01-19
341605,中国推销员,1.85,1109.7万,15,<0.1%,27,24.9%,2019-01-19
10089,南海十三郎,1.77,1.7万,187,<0.1%,2,95.4%,2019-01-19
1223430,浴血广昌,1.50,9665.3万,125,<0.1%,3,--,2019-01-19
345172,奎迪：英雄再起,1.41,1700.8万,5,<0.1%,103,6.8%,2019-01-19
342568,诡梦凶铃,1.40,1026.7万,140,<0.1%,4,100%,2019-01-19
1241818,温暖之城之红日亭,1.35,18.1万,38,<0.1%,14,35.7%,2019-01-19
1196131,神探狗笨吉,1.21,386.4万,12,<0.1%,34,18.7%,2019-01-19
393,初恋浅规则,1.13,158.6万,88,<0.1%,3,46.9%,2019-01-19
1204493,天慕,1.12,1047.0万,139,<0.1%,4,100%,2019-01-19
1206875,大黄蜂,3757.65,9.41亿,14,24.7%,78158,8.1%,2019-01-20
1235560,白蛇：缘起,2870.04,1.66亿,17,18.8%,49014,14.0%,2019-01-20
1238846,密室逃生,2271.65,5814.2万,18,14.9%,39876,15.7%,2019-01-20
1174518,“大”人物,2085.18,2.71亿,13,13.7%,45556,9.8%,2019-01-20
457445,掠食城市,844.52,2840.0万,9,5.5%,26687,6.8%,2019-01-20
1243239,熊出没·原始时代,805.84,1511.4万,16,5.3%,15205,14.3%,2019-01-20
1215867,一条狗的回家路,567.23,2000.3万,9,3.7%,22273,7.8%,2019-01-20
1239844,钢铁飞龙之奥特曼崛起,400.53,1401.9万,9,2.6%,15126,8.4%,2019-01-20
1238862,我想吃掉你的胰脏,342.82,1366.4万,6,2.2%,19767,5.7%,2019-01-20
1216267,家和万事惊,278.40,1283.9万,5,1.8%,14464,4.6%,2019-01-20
1240159,来电狂响,207.47,6.30亿,8,1.3%,8283,8.0%,2019-01-20
249342,海王,193.87,19.98亿,11,1.2%,5249,10.3%,2019-01-20
888384,森林奇缘,98.43,366.0万,7,0.6%,5234,6.2%,2019-01-20
1240859,闯堂兔3囧囧时光机,62.81,299.2万,4,0.4%,5682,3.5%,2019-01-20
1212512,蜘蛛侠：平行宇宙,58.60,4.25亿,10,0.3%,1564,9.8%,2019-01-20
1218253,阿里巴巴三根金发,47.31,640.9万,22,0.3%,417,27.1%,2019-01-20
341229,命运之夜——天之杯：恶兆之花,39.83,3060.8万,7,0.2%,1719,7.7%,2019-01-20
1249315,大路朝天,28.79,2440.7万,58,0.1%,130,100%,2019-01-20
1220833,燃点,27.39,551.9万,13,0.1%,602,14.0%,2019-01-20
78582,大人物,24.48,1494.0万,10,0.1%,737,--,2019-01-20
1212192,差等生乔曦,18.12,21.1万,2,0.1%,3356,2.0%,2019-01-20
1217351,德鲁大叔,17.00,1120.7万,7,0.1%,810,8.4%,2019-01-20
341989,养家之人,16.54,567.4万,8,0.1%,631,9.0%,2019-01-20
1229697,四个春天,14.47,990.6万,12,<0.1%,327,15.0%,2019-01-20
1246221,天渠,11.88,1346.4万,75,<0.1%,40,84.9%,2019-01-20
246165,毕业那年：分手季,11.40,234.4万,38,<0.1%,103,--,2019-01-20
1281596,好小子，好功夫,7.71,7.7万,172,<0.1%,5,--,2019-01-20
1242218,杨门女将之女将初征,7.07,14.3万,75,<0.1%,24,80.8%,2019-01-20
123,龙猫,6.97,1.73亿,9,<0.1%,271,9.2%,2019-01-20
1132519,22年后的自白,6.58,502.9万,6,<0.1%,325,7.8%,2019-01-20
248906,流浪地球,6.51,69.5万,277,<0.1%,5,--,2019-01-20
1204476,印度暴徒,5.32,6181.8万,8,<0.1%,176,12.9%,2019-01-20
1248656,大微商,3.83,77.1万,49,<0.1%,17,38.4%,2019-01-20
1229915,中国合伙人2,3.29,2041.0万,44,<0.1%,58,100%,2019-01-20
1228750,照相师,2.99,858.5万,9,<0.1%,94,8.9%,2019-01-20
345655,云南虫谷,2.62,1.49亿,2,<0.1%,431,3.0%,2019-01-20
487449,心灵的阳光,2.42,255.8万,44,<0.1%,20,100%,2019-01-20
1229768,两只小猪之勇闯神秘岛,2.05,462.9万,12,<0.1%,37,13.0%,2019-01-20
341605,中国推销员,1.96,1111.7万,18,<0.1%,24,33.7%,2019-01-20
10089,南海十三郎,1.80,3.5万,120,<0.1%,3,91.3%,2019-01-20
1228046,黄大年,1.77,188.9万,9,<0.1%,83,7.4%,2019-01-20
1200265,叶问外传：张天志,1.70,1.31亿,3,<0.1%,196,3.0%,2019-01-20
345036,地球最后的夜晚,1.64,2.82亿,5,<0.1%,79,8.1%,2019-01-20
342568,诡梦凶铃,1.53,1028.3万,204,<0.1%,3,100%,2019-01-20
345172,奎迪：英雄再起,1.50,1702.3万,6,<0.1%,104,9.3%,2019-01-20
1223430,浴血广昌,1.50,9666.8万,125,<0.1%,3,--,2019-01-20
1250623,蜻蜓少年,1.44,15.0万,19,<0.1%,26,35.9%,2019-01-20
1204493,天慕,1.11,1048.1万,138,<0.1%,4,100%,2019-01-20
1206875,大黄蜂,1805.76,9.59亿,7,23.4%,75161,4.3%,2019-01-21
1235560,白蛇：缘起,1666.46,1.83亿,10,21.6%,52743,7.8%,2019-01-21
1238846,密室逃生,1290.62,7104.9万,10,16.7%,43926,8.2%,2019-01-21
1174518,“大”人物,1160.89,2.83亿,8,15.0%,45919,5.6%,2019-01-21
457445,掠食城市,419.89,3259.9万,5,5.4%,25498,3.9%,2019-01-21
1215867,一条狗的回家路,261.66,2262.0万,5,3.3%,19999,4.2%,2019-01-21
1216267,家和万事惊,213.59,1497.5万,5,2.7%,10870,4.7%,2019-01-21
1238862,我想吃掉你的胰脏,171.78,1538.2万,4,2.2%,16623,3.5%,2019-01-21
1240159,来电狂响,132.81,6.31亿,5,1.7%,8707,4.9%,2019-01-21
1239844,钢铁飞龙之奥特曼崛起,130.59,1532.5万,4,1.6%,12039,3.6%,2019-01-21
249342,海王,99.09,19.99亿,6,1.2%,5332,5.4%,2019-01-21
1218253,阿里巴巴三根金发,59.71,700.6万,40,0.7%,286,51.5%,2019-01-21
1249315,大路朝天,35.66,2476.4万,55,0.4%,187,100%,2019-01-21
888384,森林奇缘,34.95,400.9万,4,0.4%,3859,3.2%,2019-01-21
1220833,燃点,27.18,579.1万,12,0.3%,657,12.9%,2019-01-21
1240859,闯堂兔3囧囧时光机,21.15,320.3万,2,0.2%,3644,1.9%,2019-01-21
1246221,天渠,18.74,1365.2万,89,0.2%,53,85.9%,2019-01-21
1212512,蜘蛛侠：平行宇宙,17.27,4.25亿,6,0.2%,822,5.8%,2019-01-21
341229,命运之夜——天之杯：恶兆之花,15.56,3076.4万,4,0.2%,1347,4.0%,2019-01-21
78582,大人物,14.35,1508.3万,6,0.1%,780,--,2019-01-21
1212192,差等生乔曦,12.61,33.8万,7,0.1%,735,7.0%,2019-01-21
1228750,照相师,11.77,870.3万,15,0.1%,239,14.0%,2019-01-21
1217351,德鲁大叔,9.87,1130.6万,4,0.1%,890,4.5%,2019-01-21
1281596,好小子，好功夫,9.28,17.0万,172,0.1%,6,--,2019-01-21
246165,毕业那年：分手季,7.73,242.1万,25,0.1%,109,--,2019-01-21
341989,养家之人,5.24,572.6万,4,<0.1%,434,4.4%,2019-01-21
1229697,四个春天,4.98,995.6万,4,<0.1%,376,4.5%,2019-01-21
341605,中国推销员,4.31,1116.0万,13,<0.1%,66,18.3%,2019-01-21
1132519,22年后的自白,3.52,506.5万,3,<0.1%,389,3.5%,2019-01-21
1204476,印度暴徒,2.91,6184.7万,5,<0.1%,169,5.8%,2019-01-21
1228046,黄大年,2.65,191.5万,6,<0.1%,173,4.9%,2019-01-21
123,龙猫,2.64,1.73亿,4,<0.1%,252,4.2%,2019-01-21
345655,云南虫谷,2.37,1.49亿,2,<0.1%,508,2.2%,2019-01-21
1217239,勇敢往事,2.36,175.4万,169,<0.1%,7,--,2019-01-21
1200265,叶问外传：张天志,1.50,1.31亿,3,<0.1%,170,3.2%,2019-01-21
1208148,中国蓝盔,1.17,1792.8万,98,<0.1%,4,--,2019-01-21
1204493,天慕,1.09,1049.2万,137,<0.1%,4,100%,2019-01-21
1223430,浴血广昌,1.00,9667.8万,125,<0.1%,2,--,2019-01-21
1206875,大黄蜂,1813.67,9.77亿,8,24.1%,74553,4.4%,2019-01-22
1235560,白蛇：缘起,1666.93,2.00亿,9,22.1%,55946,7.3%,2019-01-22
1238846,密室逃生,1305.20,8410.1万,9,17.3%,47271,7.6%,2019-01-22
1174518,“大”人物,1070.34,2.93亿,7,14.2%,45294,5.3%,2019-01-22
457445,掠食城市,384.64,3644.5万,5,5.1%,24173,3.8%,2019-01-22
1215867,一条狗的回家路,237.40,2499.4万,5,3.1%,18603,4.2%,2019-01-22
1216267,家和万事惊,211.60,1709.1万,6,2.8%,9027,5.6%,2019-01-22
1238862,我想吃掉你的胰脏,143.11,1681.3万,4,1.9%,15010,3.3%,2019-01-22
1240159,来电狂响,126.03,6.33亿,5,1.6%,8678,4.7%,2019-01-22
1239844,钢铁飞龙之奥特曼崛起,125.78,1658.3万,4,1.6%,11813,3.5%,2019-01-22
249342,海王,99.71,20.00亿,6,1.3%,5451,5.3%,2019-01-22
1218253,阿里巴巴三根金发,56.57,757.2万,39,0.7%,286,53.3%,2019-01-22
888384,森林奇缘,36.43,437.3万,4,0.4%,3802,3.4%,2019-01-22
1220833,燃点,31.21,610.3万,12,0.4%,689,13.9%,2019-01-22
1240859,闯堂兔3囧囧时光机,22.35,342.7万,3,0.2%,3284,2.3%,2019-01-22
1246221,天渠,17.74,1382.9万,88,0.2%,51,91.5%,2019-01-22
1228750,照相师,17.60,887.9万,21,0.2%,254,18.7%,2019-01-22
1281596,好小子，好功夫,17.00,34.0万,146,0.2%,13,--,2019-01-22
1212512,蜘蛛侠：平行宇宙,16.22,4.25亿,6,0.2%,869,5.2%,2019-01-22
78582,大人物,13.53,1521.9万,5,0.1%,792,--,2019-01-22
341229,命运之夜——天之杯：恶兆之花,13.46,3089.9万,4,0.1%,1367,3.3%,2019-01-22
1212192,差等生乔曦,9.57,43.3万,6,0.1%,631,6.1%,2019-01-22
1217351,德鲁大叔,9.32,1139.5万,4,0.1%,910,4.3%,2019-01-22
246165,毕业那年：分手季,7.95,250.1万,26,0.1%,112,100%,2019-01-22
1229697,四个春天,6.11,1001.7万,5,<0.1%,362,5.7%,2019-01-22
341989,养家之人,5.11,577.7万,4,<0.1%,423,4.5%,2019-01-22
1243239,熊出没·原始时代,3.84,1515.4万,34,<0.1%,17,76.2%,2019-01-22
1132519,22年后的自白,3.51,510.0万,3,<0.1%,367,3.4%,2019-01-22
1217239,勇敢往事,2.80,178.2万,185,<0.1%,7,--,2019-01-22
1189514,断片之险途夺宝,2.74,5037.7万,8,<0.1%,98,11.5%,2019-01-22
123,龙猫,2.69,1.73亿,4,<0.1%,261,4.0%,2019-01-22
341605,中国推销员,2.60,1118.6万,6,<0.1%,67,7.6%,2019-01-22
1238946,最后一公里,2.58,896.0万,80,<0.1%,13,100%,2019-01-22
1228046,黄大年,2.57,194.1万,6,<0.1%,178,4.8%,2019-01-22
345655,云南虫谷,2.38,1.49亿,2,<0.1%,502,2.2%,2019-01-22
1204476,印度暴徒,1.71,6186.4万,4,<0.1%,174,3.8%,2019-01-22
1223430,浴血广昌,1.50,9669.3万,125,<0.1%,3,100%,2019-01-22
1244914,龟兔大作战,1.20,407.3万,41,<0.1%,15,38.8%,2019-01-22
342568,诡梦凶铃,1.08,1029.9万,157,<0.1%,3,83.8%,2019-01-22
1206875,大黄蜂,1804.83,9.96亿,8,24.0%,74312,4.4%,2019-01-23
1235560,白蛇：缘起,1664.64,2.16亿,9,22.1%,57991,7.1%,2019-01-23
1238846,密室逃生,1315.77,9725.8万,9,17.5%,49709,7.2%,2019-01-23
1174518,“大”人物,1029.54,3.04亿,7,13.7%,45225,5.2%,2019-01-23
457445,掠食城市,378.96,4023.5万,5,5.0%,23665,3.9%,2019-01-23
1215867,一条狗的回家路,230.06,2729.4万,5,3.0%,17594,4.3%,2019-01-23
1216267,家和万事惊,208.51,1917.6万,6,2.7%,8134,6.1%,2019-01-23
1238862,我想吃掉你的胰脏,145.69,1827.0万,4,1.9%,14191,3.5%,2019-01-23
1240159,来电狂响,131.86,6.34亿,5,1.7%,8741,4.9%,2019-01-23
1239844,钢铁飞龙之奥特曼崛起,123.83,1782.1万,4,1.6%,11918,3.4%,2019-01-23
249342,海王,105.33,20.01亿,6,1.4%,5488,5.6%,2019-01-23
1218253,阿里巴巴三根金发,56.44,813.6万,40,0.7%,273,54.1%,2019-01-23
1220833,燃点,36.87,647.2万,15,0.4%,713,16.5%,2019-01-23
888384,森林奇缘,35.28,472.6万,4,0.4%,3794,3.4%,2019-01-23
1246221,天渠,33.11,1416.0万,116,0.4%,72,100%,2019-01-23
1228750,照相师,23.13,911.0万,26,0.3%,282,21.6%,2019-01-23
1240859,闯堂兔3囧囧时光机,20.42,363.1万,3,0.2%,3233,2.2%,2019-01-23
1212512,蜘蛛侠：平行宇宙,18.43,4.25亿,6,0.2%,980,5.4%,2019-01-23
1244914,龟兔大作战,18.40,425.7万,61,0.2%,34,69.0%,2019-01-23
341229,命运之夜——天之杯：恶兆之花,13.45,3103.3万,4,0.1%,1298,3.4%,2019-01-23
78582,大人物,12.88,1534.8万,5,0.1%,816,--,2019-01-23
1217351,德鲁大叔,10.80,1150.3万,5,0.1%,893,5.5%,2019-01-23
1212192,差等生乔曦,10.35,53.7万,7,0.1%,531,7.6%,2019-01-23
246165,毕业那年：分手季,8.63,258.7万,28,0.1%,111,--,2019-01-23
1204080,战斗民族养成记,8.42,80.2万,66,0.1%,44,82.7%,2019-01-23
1229697,四个春天,5.65,1007.4万,5,<0.1%,372,5.5%,2019-01-23
341989,养家之人,4.30,582.0万,4,<0.1%,408,3.8%,2019-01-23
1132519,22年后的自白,3.19,513.2万,3,<0.1%,365,3.2%,2019-01-23
1228046,黄大年,3.10,197.2万,7,<0.1%,181,6.6%,2019-01-23
345655,云南虫谷,2.80,1.49亿,2,<0.1%,513,2.4%,2019-01-23
123,龙猫,2.64,1.73亿,4,<0.1%,265,3.8%,2019-01-23
1238946,最后一公里,2.08,898.1万,76,<0.1%,11,79.5%,2019-01-23
1204476,印度暴徒,1.93,6188.3万,4,<0.1%,185,4.5%,2019-01-23
1249531,热土,1.71,133.4万,14,<0.1%,121,12.5%,2019-01-23
1196131,神探狗笨吉,1.54,388.6万,11,<0.1%,47,17.2%,2019-01-23
1243911,春天的马拉松,1.51,757.5万,7,<0.1%,70,6.0%,2019-01-23
345172,奎迪：英雄再起,1.34,1705.0万,5,<0.1%,118,6.9%,2019-01-23
342568,诡梦凶铃,1.31,1031.2万,171,<0.1%,3,97.1%,2019-01-23
1200265,叶问外传：张天志,1.12,1.31亿,5,<0.1%,82,5.6%,2019-01-23
393,初恋浅规则,1.05,161.6万,67,<0.1%,4,46.2%,2019-01-23
1223430,浴血广昌,1.00,9670.3万,125,<0.1%,2,100%,2019-01-23
1206875,大黄蜂,1721.72,10.13亿,7,22.9%,74726,4.3%,2019-01-24
1235560,白蛇：缘起,1642.37,2.33亿,9,21.8%,60103,6.7%,2019-01-24
1238846,密室逃生,1273.47,1.09亿,8,16.9%,51857,6.6%,2019-01-24
1174518,“大”人物,964.32,3.13亿,7,12.8%,43925,5.0%,2019-01-24
457445,掠食城市,289.51,4313.0万,4,3.8%,21408,3.3%,2019-01-24
345808,死侍2：我爱我家,244.52,244.5万,21,3.2%,3264,10.2%,2019-01-24
1216267,家和万事惊,195.68,2112.9万,8,2.6%,5852,8.0%,2019-01-24
1215867,一条狗的回家路,185.39,2914.8万,5,2.4%,15126,4.0%,2019-01-24
1238862,我想吃掉你的胰脏,132.71,1959.7万,4,1.7%,12017,3.9%,2019-01-24
1239844,钢铁飞龙之奥特曼崛起,129.01,1911.2万,4,1.7%,11315,3.2%,2019-01-24
1240159,来电狂响,121.80,6.35亿,5,1.6%,7893,5.1%,2019-01-24
1204080,战斗民族养成记,111.23,191.4万,4,1.4%,10691,3.2%,2019-01-24
249342,海王,104.99,20.02亿,6,1.3%,5541,5.4%,2019-01-24
1244914,龟兔大作战,62.41,488.1万,97,0.8%,76,90.3%,2019-01-24
1218253,阿里巴巴三根金发,55.20,868.8万,41,0.7%,262,57.1%,2019-01-24
1246221,天渠,38.59,1454.6万,117,0.5%,83,100%,2019-01-24
888384,森林奇缘,33.52,506.2万,4,0.4%,3291,3.8%,2019-01-24
1220833,燃点,26.07,673.2万,11,0.3%,710,11.8%,2019-01-24
1228750,照相师,24.18,935.2万,26,0.3%,268,22.9%,2019-01-24
1240859,闯堂兔3囧囧时光机,19.62,382.7万,3,0.2%,2661,2.8%,2019-01-24
1212512,蜘蛛侠：平行宇宙,19.23,4.25亿,6,0.2%,1043,5.4%,2019-01-24
1217351,德鲁大叔,15.13,1165.4万,7,0.2%,817,7.6%,2019-01-24
78582,大人物,12.18,1547.0万,5,0.1%,762,--,2019-01-24
341229,命运之夜——天之杯：恶兆之花,11.83,3115.2万,4,0.1%,1179,3.4%,2019-01-24
1203740,情圣2,8.93,8.9万,1,0.1%,12617,3.9%,2019-01-24
246165,毕业那年：分手季,7.44,266.2万,26,<0.1%,103,100%,2019-01-24
1212192,差等生乔曦,7.14,60.8万,7,<0.1%,383,7.3%,2019-01-24
341989,养家之人,5.31,587.3万,5,<0.1%,368,5.3%,2019-01-24
1229697,四个春天,4.55,1011.9万,4,<0.1%,325,4.7%,2019-01-24
1228046,黄大年,4.17,201.4万,8,<0.1%,190,7.3%,2019-01-24
123,龙猫,3.02,1.73亿,4,<0.1%,276,4.4%,2019-01-24
345655,云南虫谷,2.70,1.50亿,2,<0.1%,484,2.9%,2019-01-24
1132519,22年后的自白,2.50,515.7万,3,<0.1%,317,2.9%,2019-01-24
1238946,最后一公里,2.30,900.4万,77,<0.1%,12,83.8%,2019-01-24
1217239,勇敢往事,2.30,180.5万,192,<0.1%,6,--,2019-01-24
1204476,印度暴徒,2.24,6190.6万,5,<0.1%,167,5.7%,2019-01-24
1223430,浴血广昌,2.00,9672.3万,125,<0.1%,4,100%,2019-01-24
1243911,春天的马拉松,1.41,758.9万,6,<0.1%,65,5.0%,2019-01-24
1238886,奇幻梦之旅,1.20,27.9万,42,<0.1%,8,40.8%,2019-01-24
1229915,中国合伙人2,1.19,2043.9万,9,<0.1%,55,9.8%,2019-01-24
1249315,大路朝天,1.08,2479.2万,20,<0.1%,19,21.7%,2019-01-24
345808,死侍2：我爱我家,5672.12,5916.6万,13,49.5%,141126,8.1%,2019-01-25
1235560,白蛇：缘起,1630.72,2.49亿,12,14.2%,40937,11.0%,2019-01-25
1206875,大黄蜂,1237.00,10.25亿,10,10.8%,38470,8.6%,2019-01-25
1238846,密室逃生,954.49,1.19亿,11,8.3%,26839,10.6%,2019-01-25
1174518,“大”人物,542.30,3.19亿,8,4.7%,19964,7.1%,2019-01-25
345918,大侦探霍桑,321.83,322.2万,4,2.8%,28574,3.8%,2019-01-25
1204080,战斗民族养成记,191.10,382.5万,3,1.6%,21018,2.8%,2019-01-25
1216267,家和万事惊,169.55,2282.5万,37,1.4%,1006,41.7%,2019-01-25
1239844,钢铁飞龙之奥特曼崛起,86.71,1997.9万,4,0.7%,7567,3.9%,2019-01-25
457445,掠食城市,64.08,4377.1万,5,0.5%,4217,4.7%,2019-01-25
1244914,龟兔大作战,62.57,550.7万,90,0.5%,82,90.2%,2019-01-25
1215867,一条狗的回家路,56.23,2971.1万,7,0.4%,2942,7.2%,2019-01-25
1242218,杨门女将之女将初征,54.54,69.8万,7,0.4%,3021,7.2%,2019-01-25
1218253,阿里巴巴三根金发,51.29,920.1万,43,0.4%,226,58.8%,2019-01-25
249342,海王,46.63,20.03亿,8,0.4%,1810,8.7%,2019-01-25
1240159,来电狂响,38.59,6.36亿,5,0.3%,2420,6.5%,2019-01-25
1238862,我想吃掉你的胰脏,36.80,1996.5万,7,0.3%,2051,7.7%,2019-01-25
1228750,照相师,31.83,967.0万,41,0.2%,220,41.6%,2019-01-25
1220833,燃点,26.91,700.1万,20,0.2%,383,23.8%,2019-01-25
1240859,闯堂兔3囧囧时光机,21.38,404.1万,6,0.1%,1433,6.1%,2019-01-25
888384,森林奇缘,20.23,526.4万,5,0.1%,1527,5.6%,2019-01-25
1246221,天渠,13.05,1467.7万,85,0.1%,39,75.9%,2019-01-25
1203182,海上浮城,12.05,17.6万,2,0.1%,2926,1.2%,2019-01-25
246165,毕业那年：分手季,9.71,275.9万,34,<0.1%,106,--,2019-01-25
1212512,蜘蛛侠：平行宇宙,7.98,4.25亿,6,<0.1%,410,6.5%,2019-01-25
1228046,黄大年,6.69,208.1万,28,<0.1%,90,22.8%,2019-01-25
78582,大人物,5.42,1552.4万,5,<0.1%,328,--,2019-01-25
341229,命运之夜——天之杯：恶兆之花,4.92,3120.1万,4,<0.1%,423,4.5%,2019-01-25
1229697,四个春天,4.60,1016.5万,13,<0.1%,108,15.8%,2019-01-25
1217351,德鲁大叔,3.57,1169.0万,6,<0.1%,273,7.7%,2019-01-25
1214159,江海渔童之巨龟奇缘,3.47,4.3万,51,<0.1%,34,43.4%,2019-01-25
248906,流浪地球,2.80,72.3万,400,<0.1%,2,--,2019-01-25
344649,天气预爆,2.62,1.23亿,28,<0.1%,28,71.4%,2019-01-25
341989,养家之人,2.43,589.8万,7,<0.1%,131,8.1%,2019-01-25
1243911,春天的马拉松,2.27,761.2万,20,<0.1%,28,17.7%,2019-01-25
1238946,最后一公里,2.14,902.6万,72,<0.1%,12,82.8%,2019-01-25
1249531,热土,1.95,136.1万,22,<0.1%,26,29.7%,2019-01-25
1203740,情圣2,1.84,10.8万,1,<0.1%,6099,1.6%,2019-01-25
123,龙猫,1.58,1.73亿,5,<0.1%,131,5.0%,2019-01-25
1217239,勇敢往事,1.54,182.1万,193,<0.1%,4,--,2019-01-25
1132519,22年后的自白,1.48,517.2万,5,<0.1%,90,6.1%,2019-01-25
342568,诡梦凶铃,1.47,1033.4万,133,<0.1%,5,93.5%,2019-01-25
393,初恋浅规则,1.42,163.3万,96,<0.1%,4,58.1%,2019-01-25
1249315,大路朝天,1.39,2480.6万,36,<0.1%,13,59.8%,2019-01-25
1212949,灵魂的救赎,1.31,49.4万,23,<0.1%,22,28.0%,2019-01-25
1239666,苏庆亮,1.29,7.5万,87,<0.1%,6,100%,2019-01-25
1212192,差等生乔曦,1.28,62.1万,5,<0.1%,61,6.5%,2019-01-25
1229915,中国合伙人2,1.13,2045.0万,16,<0.1%,28,16.2%,2019-01-25
1229768,两只小猪之勇闯神秘岛,1.12,466.2万,10,<0.1%,25,10.3%,2019-01-25
1243239,熊出没·原始时代,1.12,1516.5万,9,<0.1%,20,93.5%,2019-01-25
1204493,天慕,1.12,1053.0万,140,<0.1%,4,100%,2019-01-25
1223430,浴血广昌,1.00,9673.3万,125,<0.1%,2,100%,2019-01-25
345808,死侍2：我爱我家,5236.72,1.11亿,12,36.3%,132930,7.5%,2019-01-26
1235560,白蛇：缘起,2563.93,2.75亿,16,17.7%,48106,14.0%,2019-01-26
1206875,大黄蜂,1802.18,10.43亿,13,12.5%,42653,10.9%,2019-01-26
1238846,密室逃生,1613.84,1.35亿,16,11.2%,31517,14.7%,2019-01-26
1243239,熊出没·原始时代,1130.62,2647.1万,12,7.8%,29365,11.0%,2019-01-26
1174518,“大”人物,862.05,3.27亿,11,5.9%,22469,10.2%,2019-01-26
1216267,家和万事惊,168.19,2450.7万,41,1.1%,916,48.3%,2019-01-26
345918,大侦探霍桑,133.05,455.2万,3,0.9%,16178,3.0%,2019-01-26
1204080,战斗民族养成记,101.52,484.1万,4,0.7%,8288,4.0%,2019-01-26
1239844,钢铁飞龙之奥特曼崛起,100.64,2098.5万,6,0.6%,6191,5.4%,2019-01-26
1215867,一条狗的回家路,93.51,3064.6万,10,0.6%,3097,11.0%,2019-01-26
457445,掠食城市,93.31,4470.4万,7,0.6%,3917,7.4%,2019-01-26
249342,海王,89.10,20.04亿,11,0.6%,2362,11.9%,2019-01-26
1240159,来电狂响,60.76,6.36亿,8,0.4%,2539,9.0%,2019-01-26
1238862,我想吃掉你的胰脏,56.23,2052.8万,9,0.3%,2275,10.4%,2019-01-26
1218253,阿里巴巴三根金发,43.18,963.3万,42,0.2%,201,59.3%,2019-01-26
1244914,龟兔大作战,39.23,589.9万,81,0.2%,58,68.1%,2019-01-26
888384,森林奇缘,25.97,552.4万,7,0.1%,1273,8.4%,2019-01-26
1220833,燃点,20.22,720.4万,15,0.1%,370,18.8%,2019-01-26
1212512,蜘蛛侠：平行宇宙,17.47,4.26亿,9,0.1%,503,10.4%,2019-01-26
1242218,杨门女将之女将初征,13.32,83.2万,3,<0.1%,1699,3.1%,2019-01-26
246165,毕业那年：分手季,13.11,289.0万,41,<0.1%,114,--,2019-01-26
1233150,小猪佩奇过大年,11.56,12.0万,115,<0.1%,17,100%,2019-01-26
1203182,海上浮城,9.96,27.6万,3,<0.1%,1099,2.6%,2019-01-26
78582,大人物,8.76,1561.1万,8,<0.1%,334,--,2019-01-26
341989,养家之人,8.65,598.4万,16,<0.1%,158,19.4%,2019-01-26
341229,命运之夜——天之杯：恶兆之花,8.64,3128.7万,8,<0.1%,357,9.3%,2019-01-26
1240859,闯堂兔3囧囧时光机,8.45,412.6万,4,<0.1%,908,3.4%,2019-01-26
1214159,江海渔童之巨龟奇缘,6.11,10.4万,57,<0.1%,53,100%,2019-01-26
1229697,四个春天,5.56,1022.1万,10,<0.1%,154,12.3%,2019-01-26
1246221,天渠,5.46,1473.1万,91,<0.1%,15,85.5%,2019-01-26
1217351,德鲁大叔,4.31,1173.3万,6,<0.1%,279,8.0%,2019-01-26
123,龙猫,4.22,1.73亿,9,<0.1%,163,9.3%,2019-01-26
1228750,照相师,3.77,970.8万,20,<0.1%,54,21.1%,2019-01-26
248906,流浪地球,2.80,75.1万,400,<0.1%,2,--,2019-01-26
1132519,22年后的自白,2.43,519.6万,7,<0.1%,91,9.3%,2019-01-26
1229768,两只小猪之勇闯神秘岛,2.03,468.2万,25,<0.1%,17,21.7%,2019-01-26
487449,心灵的阳光,1.87,260.7万,55,<0.1%,12,100%,2019-01-26
1250623,蜻蜓少年,1.73,19.3万,38,<0.1%,15,39.4%,2019-01-26
342568,诡梦凶铃,1.57,1035.0万,136,<0.1%,5,100.0%,2019-01-26
1132732,极限速递,1.47,5.9万,22,<0.1%,21,100%,2019-01-26
1204476,印度暴徒,1.36,6192.7万,5,<0.1%,71,7.7%,2019-01-26
345655,云南虫谷,1.11,1.50亿,2,<0.1%,219,2.6%,2019-01-26
