,mayili_comment
6107,回复@赵天天:666 
6108,破镜难重圆，希望你更幸福 
6109,早该离了 
6110,加油 
6111,这才是马司令该有的样子，怎么可能回到从前呢 
6112,女神你一直都好棒，加油💪寻找自己的幸福，放下一切不快乐，一切都拘束，去寻找自己，真的开心，加油加油 
6113,往后好好爱自己 
6114,他配不上优秀的你@马伊琍 ，喜欢你的演技 
6115,放下是最好的开始。 
6116,太可惜了。愿各自一切安好！ 
6117,往后余生，愿你遇见用心呵护你的［贺涵］ 
6118,祝福你，觉得你会比以前更好 
6119,我亲爱的女神。加油 
6120,祝福你，加油！！！ 
6121,加油！ 
6122,寻找属于自己的幸福 
6123,回复@不怎么成熟a:我真心祝福马伊琍重获新生。马伊琍文采好好呀。 
6124,一路走来不容易，选择了，那就这样吧！各自安好！！！！ 
6125,终于还是…… 
6126,心疼 
6127,破镜难圆 
6128,喜欢你 
6129,回复@EmperLi:有什么好惊讶的啊？不懂？ 
6130,还是离了 
6131,祝福 
6132,贺函正在来的路上 
6133,各自美丽爱你❤ 
6134,确实是不爱了吗 
6135,加油 
6136,永远支持你 
6137,旧的不去，新的不来！ 
6138,已经不奇怪了 
6139,挺好 
6140,找自己的幸福去吧！ 
6141,你会更幸福的！ 
6142,以后更幸福 
6143,无论你如何抉择？我都爱你。祝你以后没有文章的日子里，过得越来越好，就像演戏一样，你一直都是最棒的 
6144,往后你将更美好 
6145,发生了什么⊙∀⊙？ 
6146,这么多年辛苦你了 
6147,要幸福 
6148,加油子君 
6149,看了一眼热搜都不敢有了 
6150,你这么完美，值得拥有更好的，加油！ 
6151,兜兜转转，还是分开了 
6152,更好的贺涵等着你 
6153,希望你的下一份幸福快点到来 
6154,祝好，马伊琍老师！优秀的女神！ 
6155,不管怎样，祝伊琍和孩子们天天开心！ 
6156,想哭一别两宽，各自欢喜！ 
6157,女神一定要幸福哟 
6158, 
6159,伤心，看着你们的奋斗长大的 
6160,评论不了吗 
6161,解脱 
6162,祝福
6163,终于还是离了，破镜不能重圆是真理 
6164,为什么要分开啊，我觉得你们是深爱着对方的！ 
6165,永远支持你 
6166,回复@长腿小羊x:这五个字当时也是很重的 
6167,花开两朵，天各一方。 也是完美的 
6168,再好的东西 被别人用了 你也不会就留的  脏了 
6169,我只想说，这样的男人不值得这么好的女人为他付出！祝马伊琍今后找到一个好男人，真心疼爱她照顾她愿意与她相守到老！ 
6170,婚姻只要努力过就对孩子问心无愧了 
6171,放手比苦撑要轻松自在，往后余生请让自己快乐 
6172,好好做自己，过自己想过的生活！ 
6173,你要幸福女神！！！！ 
6174,不合适的婚姻结束了 才能迎接真正的幸福 
6175,当初且行且珍惜，如今一别两宽，各自欢喜。 
6176,女神，爱你😘 
6177,加油，你可以更幸福 
6178,该放手时就放手，放过彼此吧 
6179,一声叹息。。 
6180,马伊琍会找到属于自己的贺函的 
6181,愿遇到更好的那个他❤️ 
6182,若不能长久，就趁早分手。欣赏角色中你的潇洒，希望生活中，你如角色一样，拿得起，放得下，祝福下一站你能遇见一个值得托付的人，加油！ 
6183,是离是合，全凭一念之间；是窄是宽，没有标准答案。一别两宽 各生欢喜… 
6184,终于…新生！ 
6185,离了好，有些男人是个女人对他知根知底就不会要！ 
6186,然无对错 ！马伊琍一定要幸福 
6187,回复@郑如洲儿:不要这样啊，第一次评论 
6188,你要好好的 幸福快乐！ 
6189,快来拱我上去！ 
6190,感情无法如初 最终还是选择分开了@雨在我脸上胡乱的拍 
6191,好想你们不分啊 
6192,突然看到这个消息有些心痛。 
6193,姐姐你要好好的 
6194,有对错 他辜负了神圣的婚姻 
6195,别低头皇冠会掉！ 
6196, 
6197,曾经深爱过  后来发生的事情  也努力的尝试原谅   大家也都努力回到最初  可是已经有了裂痕   回不去就是回不去了  但是这段感情还是感觉到遗憾   不过爱情是双方的   不分对错了      往后余生  以后大家都好好过     感觉他们心里都有对方   但是存在心里吧  …… 
6198,我爱女神马伊琍，落落大方又美丽 
6199,都说人生如戏，然，戏可完美，人生无完美。## 与其活在谎言漩涡中，不如认清真自我，做个高情商、正能量的人。 
6200,女神，你值得更好的 
6201,破镜果然还是不能重圆 
6202,为什么。 
6203,啊刚刚看到这个，真的很难过。就好像心中的美好破碎了。曾经即使有过裂痕，但我还是相信，你们会一直在一起，觉得你们曾经历过爱情，我在你们身上看到过我羡慕的爱情，我也觉得它会一直存在。至少随着岁月流逝，爱会依旧在，你们也能一直在一起。现在看到这个消息，真的很难过😔 
6204,看来你俩上辈子相欠的不够多，这么快就还清了，笔芯❤ 
6205,你值得更好的 
6206,破镜总是难圆。 
6207,好可惜哦😊  他们的婚姻被“”周一见”毁了 
6208,衷心祝福未来路幸福 
6209,回复@赵天天:所以女孩当一个男孩对你许下各种承诺，可以相信，不必当真先要好好爱自己 
6210,希望你会更幸福 
6211,加油， 
6212, 
6213,不管离还是各~你一直是我最爱的那一个 
6214,各生欢喜？真爱一个人，与他（她）人哪能生得出什么欢喜 
6215,当时走在一起时，两人都太理智了。 
6216,㊗伊俐的后半生幸福快乐！ 
6217,马伊琍，玛利亚 
6218,卧槽! 
6219,不是所有的裂痕都可以用时间来修复的，有些真的修复不了。祝安好。 
6220,加油马伊琍 
6221, 
6222,你会幸福的 
6223,只要不违心就好 
6224,你值得拥有更好的，只有贺涵才能配的上你！ 
6225,祝你以后幸福。永远支持你。爱你 
6226,唉！一声叹息 
6227,加油 你值得更好的 
6228,加油，未来可期 
6229,十一年前就不看好他们两个，因为年龄差异太大了，而且性格都比较强势，各自分开，你们会找到更好的 
6230,女人就该活得狠 
6231,人在做，华为P30PRO在看。 
6232,愿你幸福 
6233,找一个像贺涵那样的人来守护你，加油💪 
6234,放过他，也成全了自己，你值得更好的！ 
6235,加油(ง •̀_•́)ง加油(ง •̀_•́)ง 
6236,加油＾０＾~支持你，握不住的沙就扬了它 
6237,回复@赵天天:党性十足 
6238,真想回到奋斗的那个时段，那个时候真好 
6239,是你吗 
6240,好好幸福下去。 
6241,值得更好的，加油 
6242,我会一如既往支持你的！加油！生活越来越好！ 
6243,回复@齐齐公主要改名字了:嗯 你真相了 
6244,好好的马司令 继续支持你 
6245,最终还是离了 
6246,@王越miyuki
6247,希望一切都好 
6248,在你寂寞的时候，旁边有一个人听你呓语，陪着你无所事事；           在你空虚的时候，心头会突然出现一个眼神，让你觉得要改变一些什么；           在你被打倒在地踩上一只脚的时候，有一扇门依然为你开启，里面的人不仅不会苛责你，还会努力抚平你的伤口，为你的伤悲而伤悲。 
6249,真的心疼 
6250,祝好 
6251,回复@EmperLi:我第一反应也是卧草 
6252,依然很喜欢你 
6253,有了裂缝阳光才会照进来！各自安好！ 
6254,好一个各生欢喜 希望两个人都好好出作品 很期待 
6255,心疼你，好好爱自己，爱女儿，余生更好，加油💪爱你的人永远支持你的，无关的人不必在乎 
6256,女神，天涯何处无芳草！ 
6257,和好容易，如初太难。 
6258,这个世界没了谁都能继续，往后余生希望你能遇到对的人，幸福下去 
6259,今天看到我最喜欢的女演员这样的消息，我先是震惊然后是替你伤感，虽然他曾犯错但想到过往的好和孩子想必你还是会难过，不过今天很快就会过去，未来定有在属于你的感情，真心希望你的后半生能够稳稳的幸福 
6260,一别两宽 各生欢喜 
6261,回复@赵天天:祖国，我爱你 
6262,喜欢你，喜欢你们，更喜欢几年前那个少年口中的自己和他的马司令 
6263,其实五年前就该离了 
6264,感情上真的没有对错，愿两位以后都能幸福 
6265,还是离了好，各自安好，这个梗一直都在，不会幸福的。 
6266,以后由众人爱你💪 
6267,我从小时候就喜欢你了，祝你幸福 
6268,你值得更好的 
6269,你是最好的女神，应该有最好的生活 
6270,找自己的幸福去吧 
6271,前段时间两宋离，范晨分，无意中还回顾了你们的那一起风波，终究还是。。。难过 
6272,你演的每一部作品我都会看，也一直非常看好你们这个家庭，但今天下午看到这个推送还是难受了好久，无论如何希望你们往后都幸福吧。 
6273,一点都不意外 只是早晚而已 终究还是离了 愿两位各自安好吧 
6274,祝你等下一个贺涵 
6275,要好好儿的哈 
6276,好好的一个家庭就这样被小三给毁了！姚不会有好报的！ 
6277,加油！罗子君，你值得更好的与你相配！ 
6278,回复@赵天天:加油华为，加油中国🇨🇳 
6279,接下来，你要好好过（后半生） 
6280,以后的日子会更好，因为你值得，加油 
6281,要快乐 
6282,只觉得孩子可怜 
6283,希望亲爱的你不受影响，越来越好！ 
6284,从且行且珍惜到各生相欢，感同身受是奢望。 
6285,文章离了你，事业可以倒下了。 
6286,和好易   如初难 
6287,女神 好好的 
6288,嫁给我吧  虽然我只有21岁，但是我知道什么叫做责任什么叫做 亲情 
6289,自强不息 
6290,希望你幸福@马伊琍 
6291,祝你余生幸福 
6292,加油你是最棒的，做好自己，带好孩子就行了 
6293,华为广告啊，买马桶就买Tommi吧 
6294,你是什么样的心情发出这些字？有没有哭泣 
6295,热搜是一直被撤吧 
6296,吾爱伊琍💔 
6297,唉…… 
6298, 
6299,回复@赵天天:低保户路过 
6300,在我的青葱岁月里，我只相信你们的爱情 
6301,至今还觉得你两个是情侣头像 
6302,加油 姐姐 你会越来越好的 
6303,加油…… 
6304,各自安好吧 
6305,往后各自安好！ 
6306,听说文章把道歉微博删了  看来他也没什么诚意吧 
6307,他不值得 
6308,哈哈 
6309,危机时刻共同面对，平淡生活无问对错，生活的智慧，大气而勇敢的女人，祝福马司令 
6310,你值得更好的 会一直支持你 愿下半生过的更加精彩 人生总有告别 只是方式不同 愿伊琍以后顺遂 快乐 加油(ง •̀_•́)ง  永远爱你@马伊琍 
6311,女神，你要好好的。 
6312,春色虽美好，过不了寒冬，只论长和短，不论对与错 
6313,委屈憋着现实，不如放手做回现实，支持你的决定 
6314,你值得找到更好的 抱抱 我看你的电视剧都很励志 加油 别想太多 
6315,好好爱自己。加油 
6316,莫名的希望你们复婚！我就是一个平凡人， 
6317,我喜欢的你，不管怎样都要幸福 
6318,镜子破了怎么补都补不回原来的样子！祝余生能遇到爱你并能珍惜你的人 
6319,下半生一定要幸福 
6320,你们都是我青春里的人，在最相信的爱情的时候相信你们，因为相信你们才更加相信爱情，可终究还是散了………… 
6321,女人比男人考虑得更多，更辛苦，永远就是这个理 
6322,你值得拥有更好。 
6323,惋惜。祝一切安好！ 
6324,满脑子都是文章说得    分开了   就说明是错的    不对的人 
6325,要好好的，加油 
6326,放过自己，后面还会有贺涵 
6327,真替你感到难过，可能你们最后真的努力了，但是依旧要分开，希望你过的好 
6328,你值得更好的！ 
6329,还记得剃刀边缘 
6330,文章那小子配不上你，你值得拥有更好的！ 
6331,此情有憾，戳中泪点！ 
6332,爱过，珍惜过，拥有过，挽留过，仍失去，此生无憾 
6333,既然分开，那就各自珍重 
6334,努力生活，努力做好自己！马伊琍永远棒棒哒🎊⛽️ 
6335,你好帅！ 
6336,各生欢喜！ 
6337,永远支持你 
6338,回复@赵天天:整个事件都被你带跑偏了。。 
6339,加油，女神 
6340,干嘛呀干嘛呀，为什么要离 
6341,感情的事，只有自己知道，骗自己也很容易，叫醒自己却很难。 
6342,其实对于你们的感情生活，一直保持吃瓜心态，主要是喜欢你们各自的演技。但是听到这个消息后，还是有一种松了一口气似的感觉 是怎么回事希望你今后皆遇良人 
6343,回复@赵天天:66666 
6344,还能排上位置吗？ 
6345,哎呀我的妈，早就该离了！祝福你！ 
6346,夏琳和向南在一起就是个错误。 
6347,唉！ 
6348,女人一定要活出漂亮的自己 
6349,掉进过粪坑的感情不要也罢，捡起来哪怕消毒喷了名贵香水，总是觉得隐隐一股臭味，心理作用。 
6350,以后要幸福！余生取悦自己！ 
6351,梦里也许某个声音在召唤你，快走出困境吧。换种活法，换种老百姓的活法。你会发现生活比你预计的更美好！ 
6352,你知道，12年前，你们出现在《奋斗》，直到现在，无论换了多少手机，那32集永远都在手机里。 我感谢你们出现在我的青春岁月，但也提醒我们，青春已逝，但初心不变。祝福你夏琳！虽然，这一切都不是我们希望的结局，真希望多年后，翻开《奋斗》回忆青春，我们都还能回到那里，我们爱的那里。 ¡评论配图 
6353,@马伊琍 以后遇到更好的，懂的珍惜你的，期待你的新作品，一直很喜欢你 
6354,一定要好好的 
6355,以后好好的！ 
6356,我的女神 
6357,好好儿的 
6358,早该断了，浪费这么多年青春 
6359,你会更好的 加油 
6360,寻找自己的贺涵呗 加油💪 
6361,恭喜女神脱单了，找个贺函 
6362,为自己而活。 
6363,你要幸福喔 
6364,正确的决定！ 
6365, 
6366,且行且珍惜，也未能保住这段婚姻…… 
6367,找自己真爱吧！ 
6368,琍姐，往后余生你只会更好！ 
6369,离了也没啥，拜拜就拜拜，下一个更乖，希望看到马老师更多的戏，好久没看到新电视剧了 
6370,破镜不能重圆 
6371,回复@赵天天:前车之鉴 后车会不会是贾李 
6372,好好的琍姐！你是最棒的！开开心心最重要哦。 
6373,永远支持伊琍姐 
6374,好好的 
6375,有些事情如果经历过，心里始终会有个坎的，愿他们各自安好！ 
6376,人生很长，要经历的太多。我相信往后依然会有很多欢喜 
6377,好好的 
6378,大气 
6379,祝福姐姐 
6380,朔风如解意，容易莫摧残 
6381,剃刀边缘还有第二部么 
6382,我只知道马伊琍是贺函的 
6383,唉 
6384,且行且珍惜  现在也珍惜不下去了 
6385,我最欣赏的女演员，愿你一切都好，往后希望你更好 
6386,不想对婚姻失望 
6387,看不得分离 唉 
6388,男人好色！唉！一声叹息！ 
6389,回复@向花花同学:我也这么觉得，那永远都无法过得去的！ 
6390,湛江市岭南师范学院成人高考报名 提升学历，大专，本科。 适应人群
6391,哎，还是觉得挺惋惜的。很喜欢你们，听到这样的结果，觉得很伤感 
6392,大路朝天各走一边 
6393,小马，没关系，你值得最好的！ 
6394,也好，各自开启新生活。 
6395,就知道迟早会离，离了更爱你啦！ 
6396,往后余生，愿彼此更好吧 
6397,支持你 
6398,㊗️早日遇到你的“贺涵” 
6399,最喜欢的马老师，永远爱你。此刻的你和以后的你都是最闪亮的那可星，最闪亮的妈妈。 
6400,回复@赵天天:文章火的时候，就是爱老婆人设 
6401,各自安好. 
6402,真的有些伤感 
6403,你要好好的女神  
6404,唉，挺震惊的，以为你原谅了他，你们会白头的 
6405,回复@赵天天:跟你有鸡毛关系。 
6406,为什么马伊琍和文章的头像都是低着头的？是向婚姻低头吗？摆脱顶上去！ 
6407,你值得拥有更好的！ 
6408,破镜终难圆 
6409,终究还是分开了，但我相信你的选择。愿未来，一路有良人相伴，快乐后半生。 
6410,破镜还是难以重圆。 
6411,各自安好 
6412,你值得更好的！ 
6413,加油，女神，你值得更好的 
6414,知道这个消息后，一直伤感到现在 
6415,你值得更好！ 
6416,哎！ 
6417,加油 
6418,子女真的不愿意爸爸妈妈分开，终究还是分开了 
6419,望余生，各自安好！ 
6420,回复@赵天天:我也爱我的祖国！表白我的中国！ 
6421,琍竟然没有文章粉丝多？ 
6422,喜欢你笑的模样。不管怎样，喜欢那个随性的你 
6423,加油，女神，我们永远爱你 
6424,我的女神，这个位置从初中到现在都没撼动 
6425,祝愿你幸福，希望谁也不要带节奏，毕竟婚姻结束了，你要好好的哦 
6426,伊琍姐，祝愿你有一个圆满的下半生[米奇比心]找一个像贺涵那样懂得欣赏你，疼爱你的好男人。这段感情，希望彼此不要有恨。 
6427,老乡顶你   只有有血缘关系的才割不开 别的都是浮云 
6428,相信强大的琍姐以后的日子一定会一帆风顺，加油💪！ 
6429,愿你以后的路，值得更好的人来爱你。 
6430,姐姐你要好好的 
6431,往后各生欢喜马老师你值得更好的 
6432,真的很有才的新时代女性。余生只愿幸福就好，喜欢你 
6433,笑是一种态度，也是一种力量。记得要微笑。因为，你微笑的样子，最美。加油！ 
6434,你值得更好的 
6435,余生愿一切安好 
6436,终究还是分开了   真的很不想你们分开 
6437,努力了，回不去就是回不去了 
6438,姐姐，离的好，离的对，赞一个 
6439,加油呀，人生新篇章自此开始，相信你会过的五彩斑斓 
6440,努力过了就不遗憾，祝姐姐幸福 
6441,你们终究还是分开了，感觉好难过，我一直很喜欢你的，马伊俐姐姐以后一定要幸福，你值得拥有更好的@马伊琍 
6442,看着你微博一路成长的，真心希望你幸福 
6443,多希望你们白头到老 多希望有个美好的示范 多希望你能最后坚持到底，也给我力量 但是终究… 
6444,这？？？ 
6445,且行且珍惜 各自安好 
6446,今后女神要好好哒，幸福满满哒 
6447,努力过，不悔祝安好 
6448,不是且行且珍惜了吗………… 
6449,可算离了 
6450,你是我一直以来最喜欢的女演员，文章我也很喜欢，看到你幸福比我自己还开心，可是突然之间你们就不在一起了，虽然我明白感情的事不能勉强，可是还是觉得很失落，就像自己失恋了一样！不过我相信你一定是经过深思熟虑的，尊重你和他选择，请你一定一定要照顾好自己，照顾好孩子，你一直是我的榜样 
6451,祝你今后幸福快乐。 
6452,本以为可以好好的，谁知终究逃不过，我最喜爱的女演员，余生你要幸福呀，还是不想相信这事实 
6453,马伊琍永远支持你， 
6454,不知道从什么时候开始喜欢你的，越来越喜欢越来越爱，手机屏保和墙纸都是你的照片，但是今天，再看手机不是欣喜而是心疼。我的马小姐，愿你一切都好。@马伊琍 
6455,卧槽 
6456,恭喜，重获新生 
6457,说不出来啥感觉  落寞 
6458,物是人非了，不是马伊琍扶持文章搞不好文章这会还在那跑龙套呢？ 
6459,西安人表示舍不得丢掉马伊琍这么大气、温婉、美丽的西安媳妇   
6460,加油爱你 
6461,真的假的。好可惜 
6462,加油😊 
6463,世间万物，唯有爱情，不能有瑕疵 
6464,以后会更幸福的 
6465,没有文先生，你会更好更好更好，心疼❤️ 
6466,各自安好，祝你幸福快乐！你是最好的 
6467,破镜重圆并不是不可能，说不定几年后俩人复合了！祝福 
6468,好聚好散 
6469,破镜后的重圆，都只是短暂的挣扎，就看挣扎的时间长短。 
6470,可惜了 
6471,你要辛福 
6472,再多的深情都抵不过时间，究竟是人心易变还是感情易散… 
6473,看到这则消息，我心内充满了愤怒，为女性抱不平…… 但是既然已决定，我们要活得有骨气。 往后余生
6474,洒脱背后一定有很多心酸！加油！偶像！ 
6475,还有贺涵 
6476,你会遇到属于你的贺函 
6477,心疼你 
6478,最终还是散了 
6479,一场婚姻的终结受伤的终是孩子，希望你们别像其他分开的明星互相指责，愿你们能保持亲情，我喜欢的为数不多两个明星 
6480,回复@小哲love小魔豆:没想过他们会分开啊，因为且行且珍惜。我也替她们遗憾，好希望她们走出一条新的道路，但最后也只能各自安好了 
6481,今后还有自己，还有家人。还是幸福 
6482,爱你的人很多 ¡评论配图 
6483,破镜难重圆 
6484,男人就那样，以后一定要找懂你的 
6485,偶像，一直幸福下去，不管你做什么决定，作为粉丝，我都支持你，尊重你。曾经，你也给我了步入婚姻的莫大勇气。 
6486,原来我的前半生就是你的前半生 
6487,回复@-邵文倩:看到你的名字，你好，我叫邵倩文 
6488,你会有更美的日子 
6489,分开你会过得更好的，花花送你，加油！生活会善待你的 
6490,姚三准备捡垃圾了？爱情不分早晚 但 分道德廉耻 
6491,好伤心 
6492,女神你一个人会更好的！ 
6493,愿你的贺涵早日出现在你身边❤️ 
6494,心疼 
6495,你们一直是我认为最好的夫妻典范，我很难过 
6496,要是选边站队，我站马伊琍 
6497,可惜 
6498,加油💪往后会更好 
6499,转发微博 
6500,不敢相信婚姻了，心中的女神，好好的 
6501,回复@M王佳利M:问世间情为何物？曾以为马伊俐的且行且珍惜留住了多少情愫在里边，可现在，不免有些悲伤。 
6502,加油伊琍姐，爱情婚姻并不是生活的全部！希望你能如《我的前半生》那样出彩！ 
6503,除了邓超孙俪，最喜欢的就是你们这一对了，真的觉得很可惜，你们还是分开了，不过觉得无论你们怎么选择愿你们幸福快乐就好。 
6504,回复@玖月彦:前半生已过，后半生加油。总觉得遗憾。 
6505,现在流行分手感言。离个婚还嗨一把。 
6506,加油 
6507,加油💪 
6508,回复@和胡伟星的小号-:这句简直是精辟的句子，男女感情何不于此？想起了围城那句名言，哎！ 
6509,别想太多 加油 我们都会在你身边的 
6510,无论如何，爱你不变！ 
6511,你值得最好的 
6512,哎，有点恐婚了，祝往后幸福安好！ 
6513,超级喜欢马伊俐，漂亮，演戏绝了，百看不厌。你会过得更好 
6514,世上没有永久的婚姻，感觉还是归因于你们精神上没有共同成长吧！ 
6515,文章过分了 
6516,喜欢马司令，真的特别喜欢看你得电视，从风和日丽到我得前半生，，，， 
6517,有点欢喜却也有点悲伤，以后就各生欢喜吧！ 
6518,好吧 
6519,一直好喜欢你 现在真的好心疼你 
6520,自己爱自己照顾好自己 
6521,爱恨情仇 各自安好 且行且珍惜 
6522,如果在一起是相互折磨，不如分开各自安好 
6523,好喜欢你们，有点桑心 
6524,分了也好 毕竟那个疙瘩解不开 
6525,支持你 
6526,爱你❤ 
6527,回复@赵天天:还有 爸妈。。。 
6528,马司令加油 
6529,回复@隗隗200606:贴着脸做小三还受害者？是文章强迫她了？ 
6530,回复@小豆豆的豆豆糖:除了讨厌，别的观点我赞同！各自有各自的生活，谁也无法真正了解和理解别人的生活，甚至我们自己的生活都能看得明白吗？既然选择了，就各自安好吧！虽然很遗憾，但人生的遗憾太多太多！道不尽！理不清，就随他去吧！ 
6531,心疼我的马伊琍 
6532,虽然早就预感会有这一天，但是真的到了这一天，却感到好难过，心疼马伊琍，愿你余生幸福！ 
6533,好聚好散其实好过一拖再拖～ 
6534,去追寻属于你自己的幸福，加油 
6535,一直都很喜欢你，我也一直把你当成榜样，而且我相信你一定可以幸福的过完这一生，加油！ 
6536,过好自己，各生欢喜，永远挺你，马姐！ 
6537,加油 
6538,祝幸福 
6539,很喜欢很喜欢文章曾经的曾经…可是哎…… 
6540,果然有裂缝的婚姻无法经营下去，女神加油，往后余生好好做自己，就像我的前半生/后半生里面的主角一样，精彩的活着。 
6541,早就该这样了！文章人不错，但是不值得 
6542,刷到这个消息我震惊了 
6543,以后好好的， 
6544,看着你们俩同时发表的微博，好心酸😔 
6545,终究没逃过世俗的心！！！ 
6546,你会幸福的，我们都爱你！ 
6547,解脱了真好 
6548,生容易，活容易，生活实属不易，祝一定好！ 
6549,加油，一切都会好的。 
6550,为什么那么难的时候，都没有放弃，却在平静如水的时候，不再守候…… 
6551,你永远最美，女神 
6552,离🉐️好，离开这种男人你会更加幸福！ 
6553,回复@星座命理李-东水:哪哪都有你 
6554,文章是狗 
6555,马姐可以 
6556,希望马伊琍 余生幸福 
6557,各生欢喜 
6558,文章说过这辈子最骄傲的是马伊琍。这句话要从叹号变成句号了。有的事不想也罢，想起来就像吃了一只苍蝇。相信每一段感情最初都是用心的，走着走着却变了模样。大家都曾努力过，可…再也回不去了！ 
6559,我的女神你要好好的，你值得更好的。 
6560,往后余生，各自安好 
6561,马伊琍你值得拥有更好的一切 
6562,伟大的女人 
6563,👍👍👍👍👍👍👍 
6564,回复@隗隗200606:她是受害者，三观感人。 
6565,阿土不在，你要自己保护自己。 
6566,大气的女人，分手都这么体面的字眼 今年才结婚的我，好怕有一天我也会走上这条路 
6567,从《奋斗》到《我的前半生》你一直那么美！喜欢你所有的作品！你永远都是最棒的！@马伊琍 
6568,一切都是最好的安排 
6569,我最喜欢的女演员，实力派有演技，知性大气优雅，不管是对生活中的态度，还是在婚姻中的妥协，一直明白自己想要的是什么，不为取悦别人而活，真我而个性，一别两宽后，愿你走出前半生，归来仍是率真而纯粹的你 
6570,过去十一年零一个月，你对他爱过、恨过、笑过、哭过... 被质疑、被绯闻、被非议、被黑幕，从未辩解，无须辩解。 今夜华筵终散场，功成名遂，满目荒唐。 支持你今天的决定，因为你值得拥有更好的@马伊琍 
6571,好好的 
6572,孩子还是跟着妈妈比较好。希望你越来越好。 
6573,真的心疼，可惜 
6574,尽力了，释怀了，不过挺好不相互折磨了，去寻找自己的幸福吧女神。 
6575, 
6576,遇到更好的 
6577,偶像加油 
6578,没感情了分开也好 
6579,以后要更幸福 
6580,老马，我喜欢你。我不追星，很少喜欢演员，但我喜欢你，祝福你的生活快乐多一些，幸福多一些。 
6581,看到你们的头像，有点惋惜你们那份曾经的美好 
6582,姐姐，祝你幸福 
6583,加油 
6584,@马伊琍 不用太在意，Bαby和小明也快了！ 
6585,心疼马伊琍！ 
6586,好好的，做更好的自己 
6587,闺女是不是叫文爱马？这名字…… 
6588,从之前的事情发生，我就肯定你们会分开的，一直都很喜欢你，加油，你值得拥有更好的！ 
6589,过好每一天好好爱自己 
6590,说得好，永远都不要为了别人迷失自我 
6591,回复@赵天天:兄弟，你真溜 
6592,回复@赵天天:蹭热度可耻啊 
6593,诶 听到还是觉得很可惜 希望各自安好吧 
6594,好聚好散姐姐 
6595,特别喜欢你 
6596,希望不是因为你生了两个女儿离的婚。真的挺难过的。如果你二胎是个儿子会不会就不会离了呢。如果没有如果。 
6597,加油！永远支持你！独立、自信、坚强、大方、善良的女性、美丽的妈妈、你会遇到更好的……你也值得更好的！ 
6598,解脱了，余生不负自己便好。 
6599,分开还要轻松些 
6600,你一定要幸福啊！ 
6601,很遗憾，你们还是败给了时间 
6602,现在真的离了 又有点可怜你们两了 
6603,抱抱 愿安好 
6604,各自安好 各自欢喜 祝福日后每天都健康快乐 
6605,珍惜是努力，放开是勇气。 
6606,冷静 
6607,回复@赵天天:只有我党和国家永远陪在我身边，爱我中华🇨🇳 
6608,祝各自安好，不论对错 
6609,原来感情有了裂缝，再努力也没有用了 
6610,这才是正常结局，爱，一定是有“洁癖”的！ 
6611,文章
6612,也算是另一种解脱 
6613,一直看好的你们俩，有点小失落，我永远的女神，你要幸福！！！[米奇比心][米奇比心] 
6614,终于…… 。 
6615,各自安好 
6616,贺函会出现的。 
6617,终究还是离了，破镜难重圆💔💔你值得拥有更好的🤘🏻 
6618,我能明白你心里的痛，你们心中还有爱，以后就要化爱为亲情，友情，虽然分开，也要祝福你们 
6619,心疼 
6620,不管怎样，希望你幸福🙏 
6621,有点想哭，毕竟文章马伊琍是我都喜欢的演员 
6622,加油坚强的妈妈👩 
6623,还好，都过去了！加油 
6624,希望找到真爱 
6625,我希望你能你主演的电视剧《我的前半生一样》努力向上从新开始找到为你遮风挡雨看透你的坚强，又为你骄傲的贺涵。加油 
6626,十年一别，各向两岸。不论结果，爱过就好 
6627,此情有憾，然无对错！瞬间被戳到内伤 
6628,你是完全有实力的，来日方长，何必委屈自己！ 
6629,唉，怎么会发展成这样，贺涵，快出来 
6630,和好如初，和好容易，如初多难！ 
6631,明天会更好 
6632,到底还是离了！挺可惜的 
6633,有了隔阂就很难再回到当初，最好的自己就是靠自己，爱你哦 
6634,往后余生愿你们各自幸福。太惊讶了心疼马姐 
6635,加油 
6636,加油💪女神，以后会更好 
6637,明天会更好 
6638,回复@娱乐老鬼:且行且珍惜 下一句是相离莫相忘 
6639,为什么？ 
6640,文章自由了，你爱咋浪咋浪，跟姐没关系。 
6641,祝福你 你值得更好的 他真的不配！ 
6642,望坚强，加油，爱你 
6643,头像风格都一致，感觉有夫妻相，风雨都经历了却不能一起笑看风声，人生啊，不了解只能感慨 
6644,望幸福！ 
6645,回复@春天的雷:可以无忧无虑的 
6646,放过彼此，离了挺好 
6647,皱了就是皱了，抚不平的 
6648, 
6649,你会越来越美。 
6650,自己过最好 
6651,祝福你！ 
6652,你要幸福 
6653,你自由了 
6654,只想说 你一路的不容易 懂你 挺你 往后余生我们陪伴你 期待那个更好的懂你的人出现 
6655,余生好好的幸福 
6656,不知怎么了，以前特别喜欢的一对又一对都分了……时间终究打败了一切，祝各自安好吧！ 
6657,一别两宽 
6658,回复@赵天天:我爱你中国 
6659,很喜欢你们，。文章，这里不说。你，是你让我见到短发的女生必须回头，而且见到短发的女生就会想到你，祝福你们各自安好 
6660,好难过 
6661,女人不易 
6662,曾经看好的，也是解决婚姻问题的模范典例，也就这样，在铁粉的心里，破了。没有什么。人家的家事，外人不能发表评论 
6663,今天周日，各大新闻小编是不是又要加班了！？ 
6664,你要好好的，永远爱你 
6665,挺好的 放过自己 也不为难别人♥️ 
