,wenzhang_comment
7074,你为什么要负她呢？？？？ 
7075,为什么删微博 
7076,一样支持你 
7077,余生还长，不必委屈自己。 
7078,这些日子你一定过得很艰难 
7079,？ 
7080,回复@缘分就是不早不晚恰恰刚好2:比如ch永远不敢晒老婆 
7081,离了还说吾爱伊琍啊，不合适吧，为啥不能承认，哪怕默认爱上别人 
7082,好自为之吧！爱情很重要？？？想想自己的两个女儿呢！ 
7083,不要呀。不要呀…… 
7084,且行且珍惜.破镜难重圆. 
7085,哎！犯了最不该犯的错。。 
7086,毁了两个女人，就因为自己的自私。 
7087,"文章哥哥！伊琍姐热评，只是感叹一下，没有任何其他的意思，也没有要""攻击""其他明星的意思，希望您不要对号入座。你们都是我喜欢的演员。希望都各自安好，做最好的自己。之后得生活都要好好的。加油！ "
7088,过好自己的生活 
7089,各自安好 
7090,永远爱你 
7091,回复@尐果果413:匆匆那年 
7092,不管怎样都希望你们越来越好 
7093,都是凡人，婚姻都无对错，经历一场而已，好好对孩子 
7094,好像很久很久都没有看到你发自内心地笑了，一别便是永远，希望你能重新找到自己 
7095,最终还是没坚持到底，为你们惋惜。 
7096,期待以后的电视剧，其他，也不知道咋评论，好聚好散，各自安好。 
7097,回复@哥是流氓不是Tu:你才是神经病，随便骂人 
7098,各自安好 
7099,心疼马伊琍，心里受过多大的伤害，真的很喜欢你们俩！ 
7100,从前从前有个人爱你很久，但偏偏雨渐渐把距离吹的好远，好不容易又能再多爱一天， 但故事的最后，你好像还是说了拜 
7101,终于还是离了，余生各自安好 
7102,我是不是再也看不到剃刀边缘2了？ 
7103,今后你只有伊利牛奶了 
7104,依旧会喜欢你们俩的 
7105,啊 
7106,心疼马伊琍。 
7107,我爱马伊琍，半辈子夫妻了，“一别两宽”原文出自在敦煌莫高窟出土的“放妻协议”......我很喜欢文章这位演员 
7108,婚姻无对错，只是找到更加合适自己的生活方式才是最重要的 
7109,终于还是离了，貌合神离，各自安好吧！ 
7110,咋，终于单身了。 
7111,我们不再是我们，我们依然是我们 
7112,求求了。好难过啊。 
7113,我还在等剃刀边缘第二部呢 
7114,多拍电视剧，我们都等着 
7115,恭喜你解放了 
7116,回复@醒在梦静上:我记得是文章在节目里说，马伊琍不喜欢名字发音嘴张得很大的名字，所以给女儿取名文君竹。 
7117,不离不弃只是童言无忌 
7118,祝早日走出，现在小鲜肉戏实在看不了，早日出山 
7119,回复@黄老板诶:神经病 
7120,有一本书叫痛失吾爱，你好好看看。错过了一个好女人 
7121,回复@吴啊博啊博:还下手为强？我笑了，姚迪事情了解一下，脑残粉 
7122,最后的疼爱是手放开 
7123,为孩子 
7124,一步错步步错 
7125,永远爱你 
7126,可惜了最爱的你们，往后余生😭 😭 
7127,破镜终究无法重圆 
7128,一别两宽 
7129,求求了。好难过啊。 
7130,我还在等剃刀边缘第二部呢 
7131,多拍电视剧，我们都等着 
7132,恭喜你解放了 
7133,回复@醒在梦静上:我记得是文章在节目里说，马伊琍不喜欢名字发音嘴张得很大的名字，所以给女儿取名文君竹。 
7134,不离不弃只是童言无忌 
7135,祝早日走出，现在小鲜肉戏实在看不了，早日出山 
7136,回复@黄老板诶:神经病 
7137,有一本书叫痛失吾爱，你好好看看。错过了一个好女人 
7138,回复@吴啊博啊博:还下手为强？我笑了，姚迪事情了解一下，脑残粉 
7139,最后的疼爱是手放开 
7140,为孩子 
7141,一步错步步错 
7142,永远爱你 
7143,可惜了最爱的你们，往后余生😭 😭 
7144,破镜终究无法重圆 
7145,一别两宽 
7146,可惜了……你也要好好的吧 
7147,回复@太子妃V5:太对了 
7148,出来演戏吧！期待你的重新开始！！！！ 
7149,人生没有什么是一成不变的… 
7150,我的天啊 
7151,结果还是离了！破镜难重圆 各自安好吧 
7152,两个人都很喜欢，从奋斗开始 
7153,两个孩子还分开，你们都分开了，世间真能再相信爱情吗？ 
7154,唉，还是离了，两个都是我最喜欢的 
7155,明星婚外情 男的依旧很红 女的呢？ 
7156,不知为何觉得有些难过！加油吧！ 
7157,你也辛苦，你又不是伞，何必硬撑 
7158,保重 
7159,回复@有梦想谁都了不起2000:什么叫男人常犯的错？犯错就是犯错，好意思加上常犯来避重就轻？ 
7160,回复@goodvibesonly0802:他们两个的账户莫名莫名多了500万代言费就是1000万 
7161,不珍惜了吗？各安好 
7162,汪峰是不是要开演唱会了？？？ 
7163,且行且珍惜 
7164,好聚好散吧 
7165,文哥，加油 
7166,你一手毁了本该很幸福的婚姻，你对你的孩子有愧疚！一辈子！ 
7167,快出来演戏！！！！ 
7168,心疼 
7169,加油！ 
7170,谢谢你们告诉我们感情没有将就 
7171,下一个是谁？？只要别在霍霍笛子了。。。但是。。。 
7172,分开以后才更能看清楚彼此的感情，希望看清了今生相爱不易能够再次回归家庭。 
7173,恭喜你终于解脱了 这几年看你都没开心过 感情的事不需要勉强 人生短短几十年 想怎么活就怎么活吧！加油💪支持你！去追寻自己爱的人吧！ 
7174,加油， 
7175,其实悟到最后，也想给您一个安慰！ 
7176,事事多变啊，难以预料 
7177,文章解脱了 
7178,回复@电動马达哟:文章出来演戏吧！！！真的很喜欢看你的戏！ 
7179,文章是一个好演员 
7180,哎 
7181,@blueliuu 快来看 
7182,华为广告费 
7183,文章哥哥   以后开心的过每一天  为自己而活   依然相信爱  各自成全 
7184,加油 
7185,不是“且行且珍惜”哪？ 
7186,你不该爱她，年轻承载不了就不要去热烈承诺说自己爱 
7187,。。。。 
7188,希望文同学以后能拿出更优秀的作品。走出过去的阴霾 人总是要往前的 
7189,好不容易周末，就不能让我们记者好好过个周末吗？ 
7190,祝福吧 
7191,一丝丝的难过... 
7192,章哥加油💪 
7193,感觉不意外，曾经很喜欢你，有些事没有对与错，特别是感情的事 
7194,回复@今天继续喜欢张国荣:好聚好散吧 
7195, 
7196,相信一切都是最好的安排 
7197, 
7198,当初说的海誓山盟，甜言蜜语都已经化为过往的烟雨，还是那句且行且珍惜 
7199,. 
7200,回复@有梦想谁都了不起2000:你这个观点。男人常犯的错误？？绝了绝了 
7201,回复@有梦想谁都了不起2000:黄海波呢？ 
7202,一直喜欢你，会一直支持你，加油 
7203,过分！讨厌你了 
7204,我和你注定成不了朋友  没办法  吾爱蒙牛   
7205,please keep going and fucking 
7206,人生无坦途，好好珍惜！ 
7207,且行且珍惜吧 一别两宽，各生欢喜 
7208,很讶异，终究还是分了，离了 
7209,毁了马伊琍一生的幸福 
7210,分了就分了，分了就说明不合适，不遗憾，这话一直影响着我。但是我觉着这次你真的好遗憾。。。。 
7211,且行且珍惜 
7212,希望以后越来越好 
7213,最后，还是分开了 
7214,回复@邓and孬:哈哈 
7215,期待文哥新作品 加油💪 
7216,哎……真的多年了，也算是长久了，愿各自安好 
7217,分开不见得是坏事，在一起也不见得过得好 
7218,永恒陪在你身边的只有国家！请爱国爱党！ 
7219,一样以后越来越好 
7220,唉。 
7221,我就说一句，哥，加油(ง •̀_•́)ง@文章同學 
7222,祝你们各自安好 
7223,缘尽了 分开了 各自安好 
7224,好好演戏吧 
7225,mate20保时捷设计。 
7226,愿您余生慢慢，一切安好 
7227,破镜难重圆 
7228,亲情比之爱情 这两个字显的好无奈 去找你的爱吧，没有她你不快乐 
7229,我信你的鬼，你这个糟老头👴 
7230,离了是不是该好好拍剧了吧？ 
7231,回复@橙子是柠檬味:哈哈哈哈嗝 
7232,我一直都很爱马伊琍，我只是很单纯的喜欢默默的看着她，各种各样的姿态在我的眼里，虽然我只是个普通的女孩，愿她少受点伤。 
7233,好聚好散 
7234,往后余生，各自安好。 
7235,回复@小水舞啊:有夫妻相 
7236,好聚好散吧，希望你以后好好照顾好一对女儿，不要给她们造成伤害。 
7237,加油 
7238,还是离了！文章同学 
7239,喜欢你，你开心就好 
7240,回复@Leryiqian:都喜欢王菲啊。真好 
7241,婚姻是无法破镜从圆 
7242,早就说了不爱的两个人在一起是折磨，除非心里都没有其他自己爱的人，这样在一起还好，心里有了别人还勉强一起、迟早会分开。 
7243,看破了红尘，但依然热爱红尘。 
7244,一别两宽，各生欢喜。似乎成了分手之后的标配句子 
7245,好 
7246,也许这就是你们最好的结果吧，既爱情已走到尽头，相互祝福便是最好的结局，爱过，就已经努力了，你依旧是那个文章，她也依然是马伊琍，只不过是少了彼此之间的缘分罢了，加油哦，你依然还是那个不变的文章，支持你 
7247,回复@电動马达哟:文章老师，人生没有完美，加油！ 
7248,爱过，无悔。 离开，不悔。 记住曾经的美好的，珍惜现在的拥有，憧憬未来的可能。往后余生，愿你如意欢喜。 
7249,见证过，祝福过，为爱豆欢喜过，今天注定难过 
7250,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
7251,吹过的那些牛逼怎么办 
7252,什么？ 
7253,一别两宽 
7254,爱已远，情永在。怀念你们一起的美好。愿上帝保佑你们各自依然美好幸福。 
7255,加油💪 
7256,为什么？ 
7257,我是不是有机会了？ 
7258,错过了这么好的女人  一时的冲动只能带来血的代价 
7259,你失去啦一个好老婆呀…… 
7260,哎终究还是分开了 
7261,回复@有梦想谁都了不起2000:是的，婚姻本来就没有对错，只是对公众人物的要求太苛刻了 
7262,之间有裂痕还是没办法修复 
7263,曾经类似说过   最自豪的就是你的女人叫马伊琍  现在呢？男人果真善变 
7264,分手依旧 
7265,余生漫漫，各自安好 
7266,贺函在等马伊琍，马伊琍加油。 
7267,高中开始喜欢你 五年前就应该离了 成年人的世界里没有对与错 只有能或不能  
7268,各自安好 
7269,道歉声明怎么删了 
7270,好聚好散、这是对彼此最好的态度！ 
7271,只愿都能得到自己幸福的生活 
7272,希望今后能够看到你更好的作品，一直喜欢你，挺你哦！ 
7273,回复@童年碎片bo:脾气不好别人不找他演戏，马伊琍估计也觉得没有什么剩余价值了 
7274,老大加油！章鱼一直在 爱你❤️ 都会好的👌 
7275,各自安好，祝彼此幸福，依旧是最期待你的作品 
7276,也许离了对两个人是最好的解脱吧 
7277,这一天还是来了 
7278,好聚好散挺好，以后各自幸福 
7279,以后不喜欢你了，好心疼马司令 
7280,请各位尽量不要活在别人的人生里 
7281,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
7282,马伊琍这两天在西宁 
7283,好 
7284,“放妻书”里的一别两宽 
7285,其实我还是觉得文章和姚迪更合适，作为公众人物，那会儿姚迪承受的压力是他人无法想象的 
7286,昨天晚上还翻了你们两个的微博，没有看到传闻中的分开还觉得很欣慰，今天就😭 真的很喜欢你们，希望你俩一切都好，会一直喜欢你们@马伊琍 @文章同學 
7287,我觉得感情这件事 其实很难控制  两个人在一起 如果只能相互折磨的话  还真的不如各生欢喜 毕竟都努力过了 加油！ 希望还能看到你优秀的作品 还能看到那个自信的文章 
7288,一个人毁了2个女人，果然是厉害。 
7289,回复@盘丝大仙-紫霞仙子:嗯嗯，关注作品吧以后 
7290,陈思诚与佟丽娅 
7291,感情一旦有个隔阂之后 就再也回不去了 
7292,唯有自己的健康最重要，喜欢吃原产地现摘现发新鲜健康水果的我们可以成为很好的一对儿V
7293,好突然的消息，没想到…… 
7294,以后还相信爱情么？ 
7295,黄晓明和贝比估计下个月也要发声明卡。。。 
7296,这句话我怎么觉得那么的… 
7297,回复@goodvibesonly0802:华为这广告爽歪歪 
7298,终于离了，彼此可以活出自我了 
7299,各自安好，亲情永在 
7300,回复@今天继续喜欢张国荣:自作孽不可活 
7301,加油要继续幸福～想看你的剧～ 
7302,所以告诉我们一条道理没做到之前先别吹牛逼 
7303,既然选择走这一步，那就好好演戏吧，怀念你的张学良！喜欢你们的实力演技，你和马司令都是好样的！祝福你们和两个孩子 
7304,哎，就看邓超和孙俪的了。 
7305,余生请好好反思 
7306,不管怎样，祝福你俩各自安好！ 
7307,该说什么好呢？ 
7308,孩子归谁？ 
7309,好吧！姐弟恋终究还是离了！各自安好吧！ 
7310,愿各自安好。 
7311,什么情况，我还以为新闻假的了，都没点进去看。 
7312,文章终究还是负了马伊琍半生 
7313,快点出来演戏吧哥！ 
7314,一声叹息…… 
7315,该专心拍戏了 
7316,回复@MieMiao:就会瞎掰 
7317,好可惜不能走到最后 
7318,我来接盘。 
7319,好聚好散，各自安好 
7320,回复@小呀么小太阳亚-:这………… 
7321,一开始这种忘年之恋就知道长不了 
7322,评论那么少？ 
7323,你很有才，演戏也好，各自放下也好 
7324,早就应该离， 
7325,？ 
7326,加油！ 
7327,祝福马伊琍！ 
7328,什麼，我到底看到了什麼? 
7329,这跟破镜重圆没有关系，他俩真的没感情了。马伊琍成熟稳重，文章年轻气盛。他俩的差距越来越大 
7330,希望你以后会越来越好加油 
7331,虽不是夫妻，但是仍为人父，人母。尽责 
7332,各自安好吧 
7333,你这一辈子，全是让自己作死了！ 
7334,文绉绉作甚 
7335,从此只喝蒙牛 
7336,加油 
7337,永远支持你 
7338,一段婚外情，为了一个女人，毁了一个家，毁了孩子的家庭幸福，毁了马伊琍一辈子的婚姻，毁了自己的前途，真的值得吗？ 
7339,祝好！ 
7340,哥！好好生活好好拍戏！加油！不要脱离观众视线！你的剧看了左一遍又一遍了没有看的了！ 
7341,很爱为什么追不回来了 
7342,你说的，分了就是分了，分了就说明不是很爱，这个人不是很对 
7343,无对无错 
7344,其实也是负责的一种表现，余生各自追求 
7345,还是在一起的好 
7346,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
7347,酸酸的 
7348,回复@电動马达哟:一别两宽，各自安好吧 
7349,今年夏天就是这么“燃”吗 
7350,心疼心疼心疼 
7351,最初是因为你的才华于众不同，深爱自己的家庭和老婆，才欣赏你的，后面发现你就那张嘴巴会说做的跟全天下男人一样的事！还发着烂臭的脾气！ 
7352,希望你们各自安好，健康快乐 
7353,热搜下去了 
7354,离别是为了更好的相遇 
7355,回复@吴啊博啊博:？？？？ 
7356,加油 
7357,祝福你 
7358,有的错误永远无法被原谅，祝你们各自幸福 
7359,华为恐最大赢家 
7360,祝好 
7361,怎么了，因为什么呢？ 
7362, 
7363,人往往什么都不缺的时候，突然发现缺爱💔💔💔于是悲剧开始了 
7364,回复@Vin咕噜噜的小鱼儿:终于找到有同感的了，没错 就是很难过 
7365,你觉得马伊琍以后会找一个怎样的老公呢？你希望给你的孩子找个什么样的爸爸呢？ 
7366,安稳的做吃瓜群众 
7367,回复@小水舞啊:你怕是做小三的料子 
7368,哎。苦了孩子了！ 
7369,人生最好的三个词，久别重逢、失而复得、虚惊一场。但却没有「和好如初」 只因和好容易，如初太难。 
7370,华为疯狂充值此条微博 
7371,虽然跟我半毛钱关系没有，但是我想说的是，我昨晚做梦，真的梦到了你俩，你俩打不到出租车，我帮着叫的滴滴，但是等好久车都没有来，然后我还忘记跟你俩合影了！[捂脸][捂脸][捂脸] 
7372,婚姻不易，你们还是没能相守在一起且行且珍惜，唉…… 
7373,老哥，我特别喜欢看你的戏，家事不做讨论，希望调整好状态，人生继续努力！ 
7374,因为马而知道你，认识你，因为你的勇敢追求马，我也答应了小我九岁男友的求婚，，，哎，随即你出事，我也每天担心自己的姐弟婚姻。。说不出祝福你的话，因为以前太喜欢你了，现在是失望 
7375,感情走了，对错无畏，曾经彼此拥有就够了，路还很长，愿君安好 
7376,你以后要幸福 
7377,孩子的名字怎么办 
7378,好聚好散 
7379,所有的一切敌不过细节的考验。 
7380,回复@电動马达哟:还有真爱吗 
7381,感情总是保质期太短 
7382,华为赢了🍗 
7383,旧的矛盾解决了，新的矛盾必然产生；两人今后均没有真正的幸福！ 
7384,希望越来越好！ 
7385,哥，我真的不相信爱情了 
7386,没有对错，各自安好 
7387,你俩都快成诗人了 
7388,滚吧 
7389,去找她吧 
7390,自由了 
7391,08年结婚，现在分开，10年上海户口也得到了，马伊琍对你是真情啊。但愿余生各自安好！ 
7392,还能相信婚姻吗 
7393,永远爱你    路漫漫 陪你一直走 
7394,为嘛一直用繁体字 
7395,真不想啊，为什么就没有永远 
7396,OMG 
7397,对你太失望了！ 
7398,余生，且珍惜。 
7399,瓜子花生冰可乐！来，先生你腿收一下。 
7400,破镜难重圆，且行且珍惜 
7401,等你 等你 一直等你 期待你完美复出  
7402,回复@今天继续喜欢张国荣:他活该 
7403,加油吧 
7404,真的可惜 
7405,一直很喜欢文章，永远支持你！ 
7406,你不爱 
7407,不做夫妻做亲人也挺好 
7408,回复@电動马达哟:马伊琍在文章之前有过婚姻，她隐瞒了，所以文章过后才知道，这个婚姻里出问题应该不是一个人的，各自都有问题 
7409,不，你爱的是蒙牛 
7410,满脑子都是这句歌词 ¡评论配图 
7411,支持你的一切决定 希望你能复出 
7412,一直是你的粉丝，那么多年，你的生活，我们没有权利去指指点点，但是我也不盲目追星，喜欢的，是你的精湛演技，是你对作品的付出，认真。 
7413,两个成年人的分开，伤害最大的是孩子。真心的希望你们能重归于好。 
7414,用华为的可以扔掉了 
7415,最不愿意看到的结果还是来了。 
7416,回复@电動马达哟:可能早就离了 现在才告诉大家 
7417,皆为过客 
7418,希望你俩都好好生活。 
7419,离了会和姚迪在一起？ 
7420,覆水难收，各自安好 
7421,每个人都不能保证自己的婚姻不会出问题！ 
7422,好聚好散把 
7423,好演员，以后踏踏实实的演戏吧。还是最爱你演的向南。他陪伴了我的青春 
7424,最不变的是男人的那张嘴，永远都是说到做不到 
7425,支持文章 
7426,哥，加油 
7427,现如今天长地久的爱情马上要成为历史的传说了！因为人越来越自私了，责任和担当已经不那么重要了！为了自己的私欲可以不惜一切，社会在进步，人性变化之大让人难以想象！ 
7428,你演雪豹～好帅 
7429,一声叹息 一生过客 不负过往 不忘初心 
7430,分了就分了不遗憾分了就证明你不是很爱或者那个人不是很对 
7431,心疼马伊琍 
7432,呵呵 
7433,可惜了，遗憾了，挺喜欢的一对分了………看完汗毛都竖起来了 
7434,喜欢你的戏！但是更先喜欢马伊琍！人生靠自己走，有作品都支持 
7435,人生最好的三个词
7436,虽然你早已淡出观众的视野，我也慢慢的不再关注你，但是还是希望你一切都好，加油，文哥 
7437,加油 
7438,余生各自安好 
7439,再见  
7440,各自安好吧 
7441,当年的事对姚迪的事业是致命的 文一辈子都觉得亏欠 所以他们夫妻回不到从前也是意料之中 
7442,我真的难以置信啊，看到这个 
7443,垃圾 
7444,稳如狗？ 
7445,我唯一的一个偶像 没追过星 不管你做什么我都一如既往 
7446,好聚好散  虽然已分开，但希望给孩子的爱不要少，希望对孩子时常陪伴，来弥补给他们带来的伤痛 
7447,回复@goodvibesonly0802:很可以 
7448,支持文章。 
7449,你说你爱她，却依然留给她人生的遗憾。 
7450,你大爷 
7451,就冲你给媳妇儿买p30，也得赞一下 
7452,好可惜啊 
7453,呜呜呜呜 
7454,两个人都是超级有才华的人，，未来都要好 
7455,你们终究还是分开了，愿往后余生，各自安好！ 
7456,好聚好散吧，各自安好！ 
7457,这五年你一定也过得很辛苦吧，一直很喜欢你演的戏，也在一直在关注你，虽然可惜，但是祝福。 
7458,只想等你好好演戏 
7459,回复@落世0524:那陈赫呢？？你觉得他配吗 但他就是还在捞钱啊 而且还捞的很快乐 
7460,回复@Timely_StopLoss:我也想说此类的话，怕说的 
7461,祝您永远得不到真爱 
7462,每次传言都成事实 
7463,终究 
7464,一别两宽，各生欢喜！ 
7465,为什么要用繁体字呢？ 
7466,各自安好，都好好演戏，快出新作品！ 
7467,回复@黄老板诶:祝福人家吧 
7468,回复@Honey20181212:键盘兄 这都行？ 
7469,回复@只爱光明牌:是她先负他，只不过当时先下手为强而已 
7470,不知道你们因为什么最终选择了这条路，不过真心希望你们彼此都幸福，我相信你们有你们的苦衷，曾经对你们的婚姻特别看好，可是你们这样的结局，让我对“婚姻”更加没有憧憬了。 
7471,为啥五年前不离啊？ 
7472,二人各自珍重！努力工作吧，我现在更期待你的新作品！ 
7473,两个都是我喜欢的明星，你们都会好好的 
7474,各自安好 互不相扰 
7475,支持你 
7476,俩华为。。。 
7477,两位都是我喜欢的演员，这个结果觉得可惜但是理解，生活是自己的开不开心只有自己知道。祝福各自安好各自幸福！ 
7478,文哥，怎么就闹到这个地步，真的就救不回来了？替孩子想想啊唉，劝劝利姐 
7479,果然破镜难重圆 
7480,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
7481,挺突然的 
7482,也许是一种解脱。选择新的生活 投入工作 才是文章。 
7483,为什么！不要离！！！ 
7484,可以好好拍戏了 戏还是很好 
7485,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
7486,回复@今天继续喜欢张国荣:不仁不孝不义 
7487,回复@李大蛮ta爱吃鱼:华为安排的 
7488,离了 就能和姚迪在一起吗？ 
7489,希望看到你在演艺事业的东山再起 
7490,好希望姚迪还是单身，你俩终于可以光明正大的在一起了。要不是当初某人先下手为强，你也不至于这样，祝福 
7491,3 
7492,不要这样了，文章哥哥 
7493,好难过，愿各自珍重。 
7494, 
7495,终于还是离了 
7496,华为是赢家 
7497,辣鸡 
7498,影视作品多来点好的，加油 
7499,裂痕太深，已在彼此心里不能磨灭，三个人都是受害者，好聚好散吧 
7500,一别两宽，各生欢喜。 
7501,回复@goodvibesonly0802:角度清奇 
7502,当年的大话呢？ 
7503,卧槽卧槽 
7504,希望你们都幸福 
7505,文章加油 
7506,这么多年，最终还是没办法原谅？ 
7507,往后余生 
7508,因为你们我相信了爱情，因为你们我又不相信爱情了 
7509,还是希望你出更多优秀的作品，你依旧是我喜欢的演员 
7510,往后 彼此祝福 各生欢喜 
7511,开心吗文章同学，Yd我也一起帮你问了 
7512,呵 
7513,可惜姚迪结婚了 
7514,我的男神，希望你今后有更多的影视作品带给我们，你是最好的演员！ 
7515,可惜不是你，陪我到最后 
7516,可以去找YD了 
7517,各自安好 
7518,理解理解。赶快复出拍戏吧。期待。 
7519,回复@goodvibesonly0802:哈哈哈法院见 
7520,离个婚都能引起这轰动，戏子误国啊！ 
7521,各自安好 
7522,一生黑 
7523,珍惜当下 
7524,文章好可怜 
7525,各自安好吧 
7526,回复@JennyMooo:你特么给我滚上去 
7527,当时怕影响自己不离，毒害了马几年还是离了 
7528, 
7529,心疼马伊琍，她是给你生过两个女儿的女人啊，早知今日何必当初？？ 
7530,恋爱容易，婚姻不易，唯愿余生，各自安好！！！ 
7531,破镜 
7532,为什么离了，我这么开心，可惜已经晚了 
7533,他肯定会很伤心吧 
7534,你那个爱！真是个笑话…… 
7535,祝安好 
7536, 
7537,可惜 
7538,破镜难重圆 
7539,以前真的是我最喜欢的男演员了。，后来，再也没有喜欢的演员了， 
7540,加油，文章 
7541,回复@一隻香蕉牛奶:所以说，我谁都不属于，只属于国家 
7542,都要好好的 
7543,作为一个女人来说发生了那样的事情。不可能当做什么都不发生。裂痕已在，破镜难圆。 
7544,我接受不了 
7545,并不意外，只想说，各自安好 
7546,卧槽 
7547,谁给你的勇气发这样的文章，害不害臊， 
7548, 
7549, 
7550,宁愿你另寻新欢 也不愿你和…… 
7551,回复@尐果果413:大号说过 
7552,各生欢喜 
7553,不管怎样，都支持你 
7554,好聚好散 
7555,吾爱蒙牛 
7556,两个人我都很喜欢各自安好 
7557,抱歉，之前特别喜欢你，但是出了那件事之后再也喜欢不起来了 
7558,挺好的 
7559,你作为演员、我为观众，一心只关心你的作品，你是个好演员 
7560,将军孤坟无人问，戏子家事天下知 
7561,热搜咋没爆呢... 
7562,爱你😍 
7563,你也是我喜欢的演员，所以，我有点难受 
7564,快拍点电影让我们看吧 
7565,为了孩子，常回家看看！ 
7566,想知道此刻姚什么心情？ 
7567,你说的话都没有做到   没有护她一生周全   真的是没想到你们挣扎过后还是选择放弃   现在还清晰的记得   你说过的那句…… 
7568,我见过只有那合久的分了，没见过分久的合。 
7569,为什么得知你们的消息，我心情瞬间不好，难过 
7570,我还是一样喜欢文章同学的作品，加油 
7571,阿文，你为何还是离开了你最爱的人。WHy 
7572,下一步希望走的稳一点 
7573,男神单身了 
7574,华为给了多少钱 
7575,要还是yd，那就赶紧退圈消失 
7576,哎 
7577,感觉终于解脱了 
7578,破镜最终未能重圆，祝各自安好。 
7579,大爱，只要对方幸福，彼此守候！ 
7580,唉…… 
7581,离是迟早的事，毕竟破镜无法重圆 
7582,贱男人 
7583,到底什么才是爱 
7584,咎由自取 
7585,好想哭 
7586,很欣赏的的一位演员，有演技有实力，只可惜……希望能看到你更多的优秀作品@文章同學 
7587,各自安好 
7588,依然支持你文同学 
7589,努力过就没人怪你 勇敢做自己吧。。 
7590, 
7591,你爱她？？？ 
7592,心疼两个人。未来的路，你们都要幸福，让所有都受过的伤都值得得到更好的。 
7593,我最爱的两人还是分开了，心情不好不好 
7594,你最难的时候，她守候在你身旁。你度过难关，把她丢了，不怕后悔吗？生活不易，为什么不好好珍惜？从前车水马龙，书信很慢，一生只够爱一个人。 
7595,望安好！加油！继续出更多好的作品 
7596,做好你该做的事就好。新的电视剧希望有你！ 
7597,我爱的马司令 
7598,且行且珍惜 
7599,进了苍蝇的麻辣烫怎么可能还咽得下去 
7600,你在等待着谁，建筑了城堡  等待着天鹅的栖息 藏不住你空虚的心灵 刘易阳 拥有了疏解 却拥有不了平凡的爱 
7601,你快出来演电视剧吧 
7602,老师，我发小名高洋，8月12请你来沈阳，微信告诉你了，。 
7603,照顾好自己 
7604,可怜的是孩子！ 
7605,震撼到我了！但是觉得分开是对的！愿幸福 
7606,早应该潇洒，这样应该是伤害最小，不过是明星，事情被放大了。 
7607,希望她遇见的那个人是贺涵 
7608,接受不了~ 
7609,你咋不会橙v呢 
7610,解脱了 
7611,是男人都会犯错，错了改呗，改完再犯！！ 
7612,终究还是离了，那么一丝希望也破灭了 
7613,亲情？离了还有亲情吗 
7614,不是吧 
7615,以前特喜欢文章和白百何，然而现实就是这么冷漠…… 你们依然是你们…… 加油 
7616,哎 
7617,所有人在发誓的时候都是真的觉得自己一定不会违背承诺，而在反悔的时候也都是真的觉得自己不能做到，所以誓言这种东西无法衡量坚贞，也不能判断对错，它只能证明，在说出来的那一刻，彼此曾经真诚过。 
7618,人生最好的三个词 久别重逢、失而复得、虚惊一场。 但却没有「和好如初」。 只因和好容易，如初太难。 
7619,怎么了？好好珍惜对方不好吗？ 
7620,今年是什么年！分手年吗 
7621,很想看你的电视剧 
7622,难分对错 爱了就是爱了 没什么后悔的 
7623,各自安好吧 
7624,发誓不管用滴 
7625,我依然喜欢你 
7626,回复@goodvibesonly0802:秀 
7627,那些年听不懂的歌词，现在懂了！ 相爱总是简单，相处太难，不是你的，就别在勉强～ 
7628,有点震撼 
7629,有些东西熬一熬就过去了…… 
7630,热搜车撤得真快 
7631,各自安好吧！ 
7632,好好的家庭的，让你弄得支离破碎 
7633,什么爱不爱的，听了都想吐 
7634,好好演戏，你是个好演员，很喜欢看你的剧！ 
7635,你爱马伊琍。你出去扯犊子 跟姚迪？ 
7636,嗯，确实爱，连女儿都叫爱马，结果呢？哈哈哈，戏子果真是戏子 
7637,期待可以看到你更多的作品，很喜欢你的表演。 
7638,别再自责 能给伊利遇见更好的人的机会 你做的已经很好了 
