rank,club_name,club_country_name,club_url,club_country_url,point
27,Tottenham Hotspur,England,/clubs-ranking/tottenham-hotspur,/ranking/england/1,1737
28,Getafe,Spain,/clubs-ranking/getafe,/ranking/spain/1,1731
29,Palmeiras,Brazil,/clubs-ranking/palmeiras,/ranking/brazil/1,1730
30,Manchester United,England,/clubs-ranking/manchester-united,/ranking/england/1,1725
31,Athletic Bilbao,Spain,/clubs-ranking/athletic-bilbao,/ranking/spain/1,1724
32,Borussia Mönchengladbach,Germany,/clubs-ranking/borussia-monchengladbach,/ranking/germany/1,1723
33,Real Sociedad,Spain,/clubs-ranking/real-sociedad-san-sebastian,/ranking/spain/1,1718
34,Bayer Leverkusen,Germany,/clubs-ranking/bayer-leverkusen,/ranking/germany/1,1715
35,Grêmio,Brazil,/clubs-ranking/gremio,/ranking/brazil/1,1711
36,Celtic,Scotland,/clubs-ranking/celtic,/ranking/scotland/1,1710
37,Zenit St. Petersburg,Russia,/clubs-ranking/zenit-petersburg,/ranking/russia/1,1710
38,River Plate,Argentina,/clubs-ranking/river-plate-buenos-aires,/ranking/argentina/1,1705
39,Slavia Prague,Czech Republic,/clubs-ranking/slavia-prague,/ranking/czech-republic/1,1705
40,Arsenal,England,/clubs-ranking/arsenal-london,/ranking/england/1,1704
41,Wolverhampton Wanderers,England,/clubs-ranking/wolverhampton-wanderers,/ranking/england/1,1700
42,Villarreal,Spain,/clubs-ranking/villarreal,/ranking/spain/1,1697
43,Santos FC,Brazil,/clubs-ranking/santos-fc-sao-paulo,/ranking/brazil/1,1693
44,Lyon,France,/clubs-ranking/lyon,/ranking/france/1,1692
45,PAOK Thessaloniki FC,Greece,/clubs-ranking/paok-thessaloniki-fc,/ranking/greece/1,1691
46,Olympiakos,Greece,/clubs-ranking/olympiakos-piraeus,/ranking/greece/1,1691
47,Olimpia,Paraguay,/clubs-ranking/olimpia-asuncion,/ranking/paraguay/1,1687
48,Dynamo Kyiv,Ukraine,/clubs-ranking/dynamo-kyiv,/ranking/ukraine/1,1687
49,Sporting,Portugal,/clubs-ranking/sporting,/ranking/portugal/1,1686
50,Rangers,Scotland,/clubs-ranking/rangers-glasgow,/ranking/scotland/1,1686
51,Flora Tallinn,Estonia,/clubs-ranking/flora-tallinn,/ranking/estonia/1,1686
52,PSV Eindhoven,Netherlands,/clubs-ranking/psv-eindhoven,/ranking/netherlands/1,1686
53,Atlético PR,Brazil,/clubs-ranking/atletico-pr,/ranking/brazil/1,1684
54,Dinamo Zagreb,Croatia,/clubs-ranking/dinamo-zagreb,/ranking/croatia/1,1681
55,AZ Alkmaar,Netherlands,/clubs-ranking/az-alkmaar,/ranking/netherlands/1,1678
56,PFC Ludogorets 1945 Razgrad,Bulgaria,/clubs-ranking/pfc-ludogorets-razgrad,/ranking/bulgaria/1,1678
57,Racing Club,Argentina,/clubs-ranking/racing-club-avellaneda,/ranking/argentina/1,1677
58,FC Basel,Switzerland,/clubs-ranking/basel,/ranking/switzerland/1,1677
59,FCI Levadia Tallinn,Estonia,/clubs-ranking/levadia-tallinn,/ranking/estonia/1,1674
60,APOEL Nicosia,Cyprus,/clubs-ranking/apoel-nicosia,/ranking/cyprus/1,1673
61,Marseille,France,/clubs-ranking/olympique-marseille,/ranking/france/1,1672
62,Schalke 04,Germany,/clubs-ranking/schalke-04,/ranking/germany/1,1671
63,FK Red Star Belgrade,Serbia,/clubs-ranking/crvena-zvezda,/ranking/serbia/1,1667
64,Wolfsburg,Germany,/clubs-ranking/wolfsburg,/ranking/germany/1,1662
65,Torino,Italy,/clubs-ranking/torino,/ranking/italy/1,1659
66,Crystal Palace,England,/clubs-ranking/crystal-palace,/ranking/england/1,1655
67,Al Hilal (KSA),Saudi Arabia,/clubs-ranking/al-hilal,/ranking/saudi-arabia/1,1655
68,Hoffenheim,Germany,/clubs-ranking/hoffenheim,/ranking/germany/1,1653
69,AC Milan,Italy,/clubs-ranking/ac-milan,/ranking/italy/1,1653
70,Club Brugge,Belgium,/clubs-ranking/club-brugge,/ranking/belgium/1,1653
71,Dundalk FC,Ireland,/clubs-ranking/dundalk,/ranking/ireland/1,1651
72,Jeonbuk FC,South Korea,/clubs-ranking/jeonbuk-fc,/ranking/south-korea/1,1649
73,Esperance de Tunis,Tunisia,/clubs-ranking/esperance-de-tunis,/ranking/tunisia/1,1649
74,Levante,Spain,/clubs-ranking/levante,/ranking/spain/1,1648
75,The New Saints,Wales,/clubs-ranking/the-new-saints,/ranking/wales/1,1648
76,Young Boys,Switzerland,/clubs-ranking/young-boys,/ranking/switzerland/1,1648
77,Real Betis,Spain,/clubs-ranking/real-betis,/ranking/spain/1,1644
78,Al Ahly,Egypt,/clubs-ranking/al-ahly,/ranking/egypt/1,1644
79,Nomme JK Kalju,Estonia,/clubs-ranking/nomme-jk-kalju,/ranking/estonia/1,1643
80,Everton FC,England,/clubs-ranking/everton-fc-liverpool,/ranking/england/1,1643
81,PFC CSKA-Sofia,Bulgaria,/clubs-ranking/cska-sofia,/ranking/bulgaria/1,1639
82,Viktoria Plzeň,Czech Republic,/clubs-ranking/viktoria-plzen,/ranking/czech-republic/1,1637
83,Maccabi Tel Aviv FC,Israel,/clubs-ranking/maccabi-tel-aviv,/ranking/israel/1,1636
84,Rennes,France,/clubs-ranking/rennes,/ranking/france/1,1635
85,FC Sheriff,Moldova,/clubs-ranking/fc-sheriff,/ranking/moldova/1,1635
86,Feyenoord,Netherlands,/clubs-ranking/feyenoord,/ranking/netherlands/1,1632
87,FC Krasnodar,Russia,/clubs-ranking/fc-krasnodar,/ranking/russia/1,1632
88,Monterrey,Mexico,/clubs-ranking/monterrey-rayados,/ranking/mexico/1,1629
89,İstanbul Başakşehir,Turkey,/clubs-ranking/istanbul-basaksehir,/ranking/turkey/1,1627
90,BATE Borisov,Belarus,/clubs-ranking/bate-borisov,/ranking/belarus/1,1626
91,Tigres UANL,Mexico,/clubs-ranking/tigres-uanl,/ranking/mexico/1,1624
92,Vélez Sarsfield,Argentina,/clubs-ranking/velez-sarsfield,/ranking/argentina/1,1623
93,AL Duhail SC,Qatar,/clubs-ranking/lekhwiya,/ranking/qatar/1,1621
94,Cagliari,Italy,/clubs-ranking/cagliari,/ranking/italy/1,1621
95,Braga,Portugal,/clubs-ranking/braga,/ranking/portugal/1,1621
96,CSKA Moskva,Russia,/clubs-ranking/cska-moskva,/ranking/russia/1,1618
97,Freiburg (GER),Germany,/clubs-ranking/freiburg,/ranking/germany/1,1618
98,São Paulo,Brazil,/clubs-ranking/sao-paulo,/ranking/brazil/1,1616
99,Internacional,Brazil,/clubs-ranking/internacional,/ranking/brazil/1,1615
100,Defensa y Justicia,Argentina,/clubs-ranking/csd-defensa-y-justicia,/ranking/argentina/1,1614
101,Lille,France,/clubs-ranking/lille,/ranking/france/1,1614
102,Malmö FF,Sweden,/clubs-ranking/malmo-ff,/ranking/sweden/1,1613
103,Sheffield United FC,England,/clubs-ranking/sheffield-united-fc,/ranking/england/1,1607
104,Montpellier,France,/clubs-ranking/montpellier,/ranking/france/1,1605
105,Apollon Limassol,Cyprus,/clubs-ranking/apollon-limassol,/ranking/cyprus/1,1604
106,Auckland City,New Zealand,/clubs-ranking/auckland-city-fc,/ranking/new-zealand/1,1601
107,Eibar,Spain,/clubs-ranking/sd-eibar,/ranking/spain/1,1599
108,Reims,France,/clubs-ranking/reims,/ranking/france/1,1599
109,Augsburg,Germany,/clubs-ranking/augsburg,/ranking/germany/1,1598
110,América,Mexico,/clubs-ranking/america-aguilas,/ranking/mexico/1,1598
111,Mainz 05,Germany,/clubs-ranking/mainz-05,/ranking/germany/1,1596
112,Partizan Beograd (SRB),Serbia,/clubs-ranking/partizan-beograd,/ranking/serbia/1,1596
113,Deportivo Alaves,Spain,/clubs-ranking/alaves,/ranking/spain/1,1595
114,Lanús,Argentina,/clubs-ranking/lanus,/ranking/argentina/1,1595
115,Bologna,Italy,/clubs-ranking/bologna,/ranking/italy/1,1594
116,León,Mexico,/clubs-ranking/leon,/ranking/mexico/1,1594
117,CFR Cluj,Romania,/clubs-ranking/cfr-cluj,/ranking/romania/1,1592
118,TP Mazembe,Congo DR,/clubs-ranking/tp-mazembe,/ranking/congo-dr/1,1592
119,Ferencváros,Hungary,/clubs-ranking/ferencvaros,/ranking/hungary/1,1590
120,Gent,Belgium,/clubs-ranking/gent,/ranking/belgium/1,1590
121,Nacional,Uruguay,/clubs-ranking/nacional-montevideo,/ranking/uruguay/1,1590
122,Southampton,England,/clubs-ranking/southampton,/ranking/england/1,1586
123,Eintracht Frankfurt,Germany,/clubs-ranking/eintracht-frankfurt,/ranking/germany/1,1585
124,Newcastle United,England,/clubs-ranking/newcastle-united,/ranking/england/1,1585
125,Real Valladolid,Spain,/clubs-ranking/valladolid,/ranking/spain/1,1585
126,West Ham United,England,/clubs-ranking/west-ham-united,/ranking/england/1,1583
127,Maribor,Slovenia,/clubs-ranking/maribor,/ranking/slovenia/1,1582
128,Sparta Prague,Czech Republic,/clubs-ranking/sparta-prague,/ranking/czech-republic/1,1582
129,København,Denmark,/clubs-ranking/kobenhavn,/ranking/denmark/1,1582
130,Saint-Étienne,France,/clubs-ranking/saint-etienne,/ranking/france/1,1580
131,Santos Laguna,Mexico,/clubs-ranking/santos-laguna,/ranking/mexico/1,1578
132,Beşiktaş,Turkey,/clubs-ranking/besiktas,/ranking/turkey/1,1576
133,Shanghai SIPG FC,China PR,/clubs-ranking/shanghai-east-asia-fc,/ranking/china-pr/1,1576
134,Hertha BSC,Germany,/clubs-ranking/hertha-berlin,/ranking/germany/1,1576
135,Persepolis,Iran,/clubs-ranking/persepolis,/ranking/iran/1,1575
136,LDU de Quito,Ecuador,/clubs-ranking/ldu-de-quito,/ranking/ecuador/1,1575
137,Peñarol,Uruguay,/clubs-ranking/penarol,/ranking/uruguay/1,1575
138,AIK,Sweden,/clubs-ranking/aik,/ranking/sweden/1,1575
139,Cerro Porteño,Paraguay,/clubs-ranking/cerro-porteno,/ranking/paraguay/1,1574
140,Litex Lovech,Bulgaria,/clubs-ranking/litex-lovech,/ranking/bulgaria/1,1573
141,Libertad,Paraguay,/clubs-ranking/libertad,/ranking/paraguay/1,1573
142,Parma,Italy,/clubs-ranking/parma,/ranking/italy/1,1572
143,Molde FK,Norway,/clubs-ranking/molde,/ranking/norway/1,1572
144,Fenerbahçe,Turkey,/clubs-ranking/fenerbahce,/ranking/turkey/1,1570
145,Slovan Bratislava,Slovakia,/clubs-ranking/slovan-bratislava,/ranking/slovakia/1,1570
146,Kawasaki Frontale,Japan,/clubs-ranking/kawasaki-frontale,/ranking/japan/1,1569
147,Nice,France,/clubs-ranking/nice,/ranking/france/1,1569
148,Levski Sofia,Bulgaria,/clubs-ranking/levski-sofia,/ranking/bulgaria/1,1569
149,Monaco,France,/clubs-ranking/monaco,/ranking/france/1,1568
150,Leganes,Spain,/clubs-ranking/leganes,/ranking/spain/1,1568
151,Dacia Chisinau,Moldova,/clubs-ranking/dacia-chisinau,/ranking/moldova/1,1567
152,Al Nassr,Saudi Arabia,/clubs-ranking/al-nassr-fc-riyadh,/ranking/saudi-arabia/1,1566
153,Werder Bremen,Germany,/clubs-ranking/werder-bremen,/ranking/germany/1,1566
154,AEK,Greece,/clubs-ranking/aek,/ranking/greece/1,1565
155,Osasuna,Spain,/clubs-ranking/osasuna,/ranking/spain/1,1564
156,AEK Larnaca,Cyprus,/clubs-ranking/aek-larnaca,/ranking/cyprus/1,1564
157,Galatasaray,Turkey,/clubs-ranking/galatasaray,/ranking/turkey/1,1563
158,Steaua Bucureşti,Romania,/clubs-ranking/steaua-bucuresti,/ranking/romania/1,1562
159,SD Huesca,Spain,/clubs-ranking/sd-huesca,/ranking/spain/1,1562
160,Tolima,Colombia,/clubs-ranking/tolima,/ranking/colombia/1,1562
161,Shakhtyor Soligorsk,Belarus,/clubs-ranking/shakhtyor-soligorsk,/ranking/belarus/1,1562
162,Kashima Antlers,Japan,/clubs-ranking/kashima-antlers,/ranking/japan/1,1561
163,Atlético Tucumán,Argentina,/clubs-ranking/atletico-tucuman,/ranking/argentina/1,1561
164,SC Corinthians SP (BRA),Brazil,/clubs-ranking/corinthians,/ranking/brazil/1,1561
165,FC Midtjylland,Denmark,/clubs-ranking/fc-midtjylland,/ranking/denmark/1,1560
166,Guangzhou Evergrande,China PR,/clubs-ranking/guangzhou-evergrande,/ranking/china-pr/1,1559
167,Watford,England,/clubs-ranking/watford,/ranking/england/1,1558
168,Bahia,Brazil,/clubs-ranking/bahia,/ranking/brazil/1,1558
169,Universidad Católica,Chile,/clubs-ranking/universidad-catolica-santiago,/ranking/chile/1,1558
170,Lokomotiv Astana,Kazakhstan,/clubs-ranking/lokomotiv-astana,/ranking/kazakhstan/1,1557
171,FC Utrecht,Netherlands,/clubs-ranking/fc-utrecht,/ranking/netherlands/1,1556
172,Al-Sadd,Qatar,/clubs-ranking/al-sadd,/ranking/qatar/1,1556
173,Lokomotiv Moskva,Russia,/clubs-ranking/lokomotiv-moskva,/ranking/russia/1,1554
174,Portuguesa,Brazil,/clubs-ranking/portuguesa-sao-paulo,/ranking/brazil/1,1554
175,Elche,Spain,/clubs-ranking/elche,/ranking/spain/1,1554
176,Sassuolo,Italy,/clubs-ranking/sassuolo,/ranking/italy/1,1554
177,NK Olimpija Ljubljana,Slovenia,/clubs-ranking/olimpija-ljubljana,/ranking/slovenia/1,1553
178,Ulsan Hyundai,South Korea,/clubs-ranking/ulsan-hyundai,/ranking/south-korea/1,1553
179,Independiente,Argentina,/clubs-ranking/ca-independiente-avellaneda,/ranking/argentina/1,1553
180,Qarabağ,Azerbaijan,/clubs-ranking/qarabag,/ranking/azerbaijan/1,1552
181,Brighton & Hove Albion,England,/clubs-ranking/brighton-hove-albion,/ranking/england/1,1552
182,RC Strasbourg,France,/clubs-ranking/rc-strasbourg,/ranking/france/1,1551
183,Al-Merreikh,Sudan,/clubs-ranking/al-merreikh,/ranking/sudan/1,1551
184,Talleres de Cordoba,Argentina,/clubs-ranking/talleres-cordoba,/ranking/argentina/1,1551
185,Vasco da Gama,Brazil,/clubs-ranking/vasco-da-gama-rio-de-janeiro,/ranking/brazil/1,1551
186,RCD Espanyol,Spain,/clubs-ranking/espanyol,/ranking/spain/1,1550
187,Angers,France,/clubs-ranking/angers,/ranking/france/1,1549
188,Bordeaux,France,/clubs-ranking/bordeaux,/ranking/france/1,1548
189,Newell's Old Boys,Argentina,/clubs-ranking/newells-old-boys,/ranking/argentina/1,1548
190,Cruz Azul,Mexico,/clubs-ranking/cruz-azul,/ranking/mexico/1,1548
191,FK Rostov,Russia,/clubs-ranking/fk-rostov,/ranking/russia/1,1548
192,Burnley,England,/clubs-ranking/burnley,/ranking/england/1,1547
193,Al Hilal Omdurman,Sudan,/clubs-ranking/al-hilal-omdurman,/ranking/sudan/1,1547
194,Esteghlal,Iran,/clubs-ranking/esteghlal,/ranking/iran/1,1546
195,San Lorenzo,Argentina,/clubs-ranking/san-lorenzo,/ranking/argentina/1,1545
196,Rijeka,Croatia,/clubs-ranking/rijeka,/ranking/croatia/1,1545
197,Celta Vigo,Spain,/clubs-ranking/celta-vigo,/ranking/spain/1,1545
198,Fortaleza EC CE (BRA),Colombia,/clubs-ranking/fortaleza-fc,/ranking/colombia/1,1544
199,The Strongest,Bolivia,/clubs-ranking/the-strongest,/ranking/bolivia/1,1543
200,Al-Ahli,Saudi Arabia,/clubs-ranking/al-ahli-sc-jeddah,/ranking/saudi-arabia/1,1543
